,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
77,77,77,77,77,77,77,77,77,4033,1B,2B,Stolen Base 2B,596115,Trevor Story,527054,Julio Teheran,502517,Daniel Murphy,R,Tyler Flowers,452095,0,0,6,False,2019-04-10,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
78,78,78,78,78,78,78,78,78,4169,1B,,Caught Stealing 2B,596115,Trevor Story,450203,Charlie Morton,641857,Ryan McMahon,R,Mike Zunino,572287,0,0,4,True,2019-04-03,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
79,79,79,79,79,79,79,79,79,4159,1B,2B,Stolen Base 2B,596115,Trevor Story,605200,Zach Davies,641857,Ryan McMahon,R,Manny Piña,444489,1,2,4,False,2019-09-27,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
80,80,80,80,80,80,80,80,80,4181,2B,3B,Stolen Base 3B,596115,Trevor Story,472551,Fernando Abad,656541,Sam Hilliard,L,Aramis Garcia,605244,4,3,8,True,2019-09-26,Stolen,3B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
81,81,81,81,81,81,81,81,81,4310,1B,2B,Stolen Base 2B,596115,Trevor Story,544727,Jeurys Familia,641857,Ryan McMahon,R,Tomás Nido,621512,4,2,6,False,2019-09-18,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
82,82,82,82,82,82,82,82,82,4505,1B,2B,Stolen Base 2B,596115,Trevor Story,659275,Dinelson Lamet,453568,Charlie Blackmon,R,Austin Allen,664119,0,1,1,True,2019-09-06,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
83,83,83,83,83,83,83,83,83,4688,1B,2B,Stolen Base 2B,596115,Trevor Story,527054,Julio Teheran,502517,Daniel Murphy,R,Tyler Flowers,452095,0,0,6,False,2019-08-26,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
84,84,84,84,84,84,84,84,84,4768,1B,2B,Stolen Base 2B,596115,Trevor Story,606303,Joel Payamps,453568,Charlie Blackmon,R,Alex Avila,488671,1,7,7,True,2019-08-21,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
85,85,85,85,85,85,85,85,85,4805,1B,,Caught Stealing 2B,596115,Trevor Story,657141,Jordan Yamamoto,571448,Nolan Arenado,R,Jorge Alfaro,595751,2,3,6,False,2019-08-18,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
86,86,86,86,86,86,86,86,86,4830,1B,2B,Stolen Base 2B,596115,Trevor Story,645261,Sandy Alcantara,571448,Nolan Arenado,R,Jorge Alfaro,595751,2,0,3,False,2019-08-16,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
87,87,87,87,87,87,87,87,87,4898,1B,2B,Stolen Base 2B,596115,Trevor Story,659275,Dinelson Lamet,475174,Yonder Alonso,R,Francisco Mejía,642336,0,0,1,True,2019-08-11,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
88,88,88,88,88,88,88,88,88,4956,1B,2B,Stolen Base 2B,596115,Trevor Story,621381,Matt Strahm,571448,Nolan Arenado,L,Francisco Mejía,642336,3,3,5,True,2019-08-08,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
89,89,89,89,89,89,89,89,89,5114,1B,2B,Stolen Base 2B,596115,Trevor Story,628317,Kenta Maeda,502517,Daniel Murphy,R,Will Smith,669257,0,0,1,False,2019-07-29,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
90,90,90,90,90,90,90,90,90,5188,1B,2B,Stolen Base 2B,596115,Trevor Story,607200,Erick Fedde,571448,Nolan Arenado,R,Kurt Suzuki,435559,0,0,3,True,2019-07-24,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
91,91,91,91,91,91,91,91,91,5206,1B,2B,Stolen Base 2B,596115,Trevor Story,607200,Erick Fedde,571448,Nolan Arenado,R,Kurt Suzuki,435559,0,0,3,True,2019-07-22,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
92,92,92,92,92,92,92,92,92,5787,1B,2B,Stolen Base 2B,596115,Trevor Story,615698,Cal Quantrill,621311,David Dahl,R,Austin Hedges,595978,2,1,3,False,2019-06-14,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
93,93,93,93,93,93,93,93,93,5953,1B,2B,Stolen Base 2B,596115,Trevor Story,506433,Yu Darvish,571448,Nolan Arenado,R,Willson Contreras,575929,0,0,1,True,2019-06-05,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
94,94,94,94,94,94,94,94,94,6058,1B,2B,Stolen Base 2B,596115,Trevor Story,592662,Robbie Ray,448602,Mark Reynolds,L,Alex Avila,488671,1,0,1,False,2019-05-29,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
95,95,95,95,95,95,95,95,95,6105,1B,2B,Stolen Base 2B,596115,Trevor Story,642073,Jimmie Sherfy,435622,Ian Desmond,R,Alex Avila,488671,3,3,9,False,2019-05-27,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
96,96,96,96,96,96,96,96,96,6186,1B,,Caught Stealing 2B,596115,Trevor Story,592468,Nick Kingham,571448,Nolan Arenado,R,Elias Díaz,553869,2,6,4,True,2019-05-22,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
97,97,97,97,97,97,97,97,97,6399,1B,2B,Stolen Base 2B,596115,Trevor Story,502706,Derek Holland,571448,Nolan Arenado,L,Stephen Vogt,519390,3,0,2,False,2019-05-09,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
98,98,98,98,98,98,98,98,98,6507,1B,2B,Stolen Base 2B,596115,Trevor Story,642547,Freddy Peralta,621311,David Dahl,R,Manny Piña,444489,0,5,2,True,2019-05-02,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
99,99,99,99,99,99,99,99,99,6656,1B,2B,Stolen Base 2B,596115,Trevor Story,476451,Jeremy Hellickson,448602,Mark Reynolds,R,Yan Gomes,543228,2,2,3,False,2019-04-22,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
100,100,100,100,100,100,100,100,100,6664,1B,2B,Stolen Base 2B,596115,Trevor Story,595191,Jerad Eickhoff,641857,Ryan McMahon,R,Andrew Knapp,595284,1,0,6,False,2019-04-21,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
101,101,101,101,101,101,101,101,101,6763,1B,2B,Stolen Base 2B,596115,Trevor Story,676606,Nick Margevicius,448602,Mark Reynolds,L,Francisco Mejía,642336,0,2,1,True,2019-04-16,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
102,102,102,102,102,102,102,102,102,6764,1B,2B,Stolen Base 2B,596115,Trevor Story,676606,Nick Margevicius,448602,Mark Reynolds,L,Francisco Mejía,642336,0,3,3,True,2019-04-16,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
103,103,103,103,103,103,103,103,103,6765,2B,3B,Stolen Base 3B,596115,Trevor Story,676606,Nick Margevicius,606132,Raimel Tapia,L,Francisco Mejía,642336,0,5,3,True,2019-04-16,Stolen,3B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
104,104,104,104,104,104,104,104,104,6840,1B,2B,Stolen Base 2B,596115,Trevor Story,519141,Drew Pomeranz,435622,Ian Desmond,L,Erik Kratz,456124,0,2,4,True,2019-04-12,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
105,105,105,105,105,105,105,105,105,6876,1B,2B,Stolen Base 2B,596115,Trevor Story,527054,Julio Teheran,502517,Daniel Murphy,R,Tyler Flowers,452095,0,0,6,False,2019-04-10,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
106,106,106,106,106,106,106,106,106,7012,1B,,Caught Stealing 2B,596115,Trevor Story,450203,Charlie Morton,641857,Ryan McMahon,R,Mike Zunino,572287,0,0,4,True,2019-04-03,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
107,107,107,107,107,107,107,107,107,6083,1B,2B,Stolen Base 2B,596115,Trevor Story,605200,Zach Davies,641857,Ryan McMahon,R,Manny Piña,444489,1,2,4,False,2019-09-27,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
108,108,108,108,108,108,108,108,108,6105,2B,3B,Stolen Base 3B,596115,Trevor Story,472551,Fernando Abad,656541,Sam Hilliard,L,Aramis Garcia,605244,4,3,8,True,2019-09-26,Stolen,3B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
109,109,109,109,109,109,109,109,109,6234,1B,2B,Stolen Base 2B,596115,Trevor Story,544727,Jeurys Familia,641857,Ryan McMahon,R,Tomás Nido,621512,4,2,6,False,2019-09-18,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
110,110,110,110,110,110,110,110,110,6429,1B,2B,Stolen Base 2B,596115,Trevor Story,659275,Dinelson Lamet,453568,Charlie Blackmon,R,Austin Allen,664119,0,1,1,True,2019-09-06,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
111,111,111,111,111,111,111,111,111,6612,1B,2B,Stolen Base 2B,596115,Trevor Story,527054,Julio Teheran,502517,Daniel Murphy,R,Tyler Flowers,452095,0,0,6,False,2019-08-26,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
112,112,112,112,112,112,112,112,112,6692,1B,2B,Stolen Base 2B,596115,Trevor Story,606303,Joel Payamps,453568,Charlie Blackmon,R,Alex Avila,488671,1,7,7,True,2019-08-21,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
113,113,113,113,113,113,113,113,113,6729,1B,,Caught Stealing 2B,596115,Trevor Story,657141,Jordan Yamamoto,571448,Nolan Arenado,R,Jorge Alfaro,595751,2,3,6,False,2019-08-18,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
114,114,114,114,114,114,114,114,114,6754,1B,2B,Stolen Base 2B,596115,Trevor Story,645261,Sandy Alcantara,571448,Nolan Arenado,R,Jorge Alfaro,595751,2,0,3,False,2019-08-16,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
115,115,115,115,115,115,115,115,115,6822,1B,2B,Stolen Base 2B,596115,Trevor Story,659275,Dinelson Lamet,475174,Yonder Alonso,R,Francisco Mejía,642336,0,0,1,True,2019-08-11,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
116,116,116,116,116,116,116,116,116,6880,1B,2B,Stolen Base 2B,596115,Trevor Story,621381,Matt Strahm,571448,Nolan Arenado,L,Francisco Mejía,642336,3,3,5,True,2019-08-08,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
117,117,117,117,117,117,117,117,117,7038,1B,2B,Stolen Base 2B,596115,Trevor Story,628317,Kenta Maeda,502517,Daniel Murphy,R,Will Smith,669257,0,0,1,False,2019-07-29,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
118,118,118,118,118,118,118,118,118,7112,1B,2B,Stolen Base 2B,596115,Trevor Story,607200,Erick Fedde,571448,Nolan Arenado,R,Kurt Suzuki,435559,0,0,3,True,2019-07-24,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
119,119,119,119,119,119,119,119,119,7130,1B,2B,Stolen Base 2B,596115,Trevor Story,607200,Erick Fedde,571448,Nolan Arenado,R,Kurt Suzuki,435559,0,0,3,True,2019-07-22,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
120,120,120,120,120,120,120,120,120,7711,1B,2B,Stolen Base 2B,596115,Trevor Story,615698,Cal Quantrill,621311,David Dahl,R,Austin Hedges,595978,2,1,3,False,2019-06-14,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
121,121,121,121,121,121,121,121,121,7877,1B,2B,Stolen Base 2B,596115,Trevor Story,506433,Yu Darvish,571448,Nolan Arenado,R,Willson Contreras,575929,0,0,1,True,2019-06-05,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
122,122,122,122,122,122,122,122,122,7982,1B,2B,Stolen Base 2B,596115,Trevor Story,592662,Robbie Ray,448602,Mark Reynolds,L,Alex Avila,488671,1,0,1,False,2019-05-29,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
123,123,123,123,123,123,123,123,123,8029,1B,2B,Stolen Base 2B,596115,Trevor Story,642073,Jimmie Sherfy,435622,Ian Desmond,R,Alex Avila,488671,3,3,9,False,2019-05-27,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
124,124,124,124,124,124,124,124,124,8110,1B,,Caught Stealing 2B,596115,Trevor Story,592468,Nick Kingham,571448,Nolan Arenado,R,Elias Díaz,553869,2,6,4,True,2019-05-22,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
125,125,125,125,125,125,125,125,125,8323,1B,2B,Stolen Base 2B,596115,Trevor Story,502706,Derek Holland,571448,Nolan Arenado,L,Stephen Vogt,519390,3,0,2,False,2019-05-09,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
126,126,126,126,126,126,126,126,126,8431,1B,2B,Stolen Base 2B,596115,Trevor Story,642547,Freddy Peralta,621311,David Dahl,R,Manny Piña,444489,0,5,2,True,2019-05-02,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
127,127,127,127,127,127,127,127,127,8580,1B,2B,Stolen Base 2B,596115,Trevor Story,476451,Jeremy Hellickson,448602,Mark Reynolds,R,Yan Gomes,543228,2,2,3,False,2019-04-22,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
128,128,128,128,128,128,128,128,128,8588,1B,2B,Stolen Base 2B,596115,Trevor Story,595191,Jerad Eickhoff,641857,Ryan McMahon,R,Andrew Knapp,595284,1,0,6,False,2019-04-21,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
129,129,129,129,129,129,129,129,129,8687,1B,2B,Stolen Base 2B,596115,Trevor Story,676606,Nick Margevicius,448602,Mark Reynolds,L,Francisco Mejía,642336,0,2,1,True,2019-04-16,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
130,130,130,130,130,130,130,130,130,8688,1B,2B,Stolen Base 2B,596115,Trevor Story,676606,Nick Margevicius,448602,Mark Reynolds,L,Francisco Mejía,642336,0,3,3,True,2019-04-16,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
131,131,131,131,131,131,131,131,131,8689,2B,3B,Stolen Base 3B,596115,Trevor Story,676606,Nick Margevicius,606132,Raimel Tapia,L,Francisco Mejía,642336,0,5,3,True,2019-04-16,Stolen,3B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
132,132,132,132,132,132,132,132,132,8764,1B,2B,Stolen Base 2B,596115,Trevor Story,519141,Drew Pomeranz,435622,Ian Desmond,L,Erik Kratz,456124,0,2,4,True,2019-04-12,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
133,133,133,133,133,133,133,133,133,8800,1B,2B,Stolen Base 2B,596115,Trevor Story,527054,Julio Teheran,502517,Daniel Murphy,R,Tyler Flowers,452095,0,0,6,False,2019-04-10,Stolen,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
134,134,134,134,134,134,134,134,134,8936,1B,,Caught Stealing 2B,596115,Trevor Story,450203,Charlie Morton,641857,Ryan McMahon,R,Mike Zunino,572287,0,0,4,True,2019-04-03,Caught,2B,2019,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9,2020,28.9
135,135,135,135,135,135,135,135,135,45,1B,,Caught Stealing 2B,596115,Trevor Story,600921,Andrés Machado,543068,C.J. Cron,R,Riley Adams,656180,6,5,4,False,2021-09-29,Caught,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
136,136,136,136,136,136,136,136,136,204,1B,2B,Stolen Base 2B,596115,Trevor Story,600921,Andrés Machado,543068,C.J. Cron,R,Keibert Ruiz,660688,3,0,8,True,2021-09-19,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
137,137,137,137,137,137,137,137,137,448,1B,2B,Stolen Base 2B,596115,Trevor Story,657053,Touki Toussaint,543068,C.J. Cron,R,Stephen Vogt,519390,5,3,3,False,2021-09-02,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
138,138,138,138,138,138,138,138,138,1037,1B,,Caught Stealing 2B,596115,Trevor Story,680686,Josiah Gray,543068,C.J. Cron,R,Will Smith,669257,0,1,1,True,2021-07-25,Caught,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
139,139,139,139,139,139,139,139,139,1267,1B,2B,Stolen Base 2B,596115,Trevor Story,663753,Reiss Knehr,641857,Ryan McMahon,R,Webster Rivas,593590,0,1,3,True,2021-07-09,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
140,140,140,140,140,140,140,140,140,1288,1B,2B,Stolen Base 2B,596115,Trevor Story,528748,Humberto Castellanos,453568,Charlie Blackmon,R,Daulton Varsho,662139,3,0,3,True,2021-07-07,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
141,141,141,141,141,141,141,141,141,1354,1B,2B,Stolen Base 2B,596115,Trevor Story,664854,Ryan Helsley,543068,C.J. Cron,R,Yadier Molina,425877,0,0,6,False,2021-07-03,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
142,142,142,142,142,142,142,142,142,1482,1B,2B,Stolen Base 2B,596115,Trevor Story,605288,Adrian Houser,641857,Ryan McMahon,R,Manny Piña,444489,2,1,4,True,2021-06-26,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
143,143,143,143,143,143,143,143,143,1602,1B,2B,Stolen Base 2B,596115,Trevor Story,605288,Adrian Houser,663898,Brendan Rodgers,R,Manny Piña,444489,3,3,3,False,2021-06-19,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
144,144,144,144,144,144,144,144,144,1626,1B,2B,Stolen Base 2B,596115,Trevor Story,669203,Corbin Burnes,641857,Ryan McMahon,R,Omar Narváez,553882,0,0,1,False,2021-06-18,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
145,145,145,145,145,145,145,145,145,1654,2B,3B,Stolen Base 3B,596115,Trevor Story,605483,Blake Snell,543068,C.J. Cron,L,Webster Rivas,593590,3,0,1,False,2021-06-16,Stolen,3B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
146,146,146,146,146,146,146,146,146,1655,1B,2B,Stolen Base 2B,596115,Trevor Story,613534,Austin Adams,453568,Charlie Blackmon,R,Webster Rivas,593590,8,7,9,False,2021-06-16,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
147,147,147,147,147,147,147,147,147,1701,1B,2B,Stolen Base 2B,596115,Trevor Story,663574,Tony Santillan,641857,Ryan McMahon,R,Tucker Barnhart,571466,3,1,5,True,2021-06-13,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
148,148,148,148,148,148,148,148,148,1958,1B,2B,Stolen Base 2B,596115,Trevor Story,664192,Joey Lucchesi,543068,C.J. Cron,L,James McCann,543510,0,0,1,True,2021-05-27,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
149,149,149,149,149,149,149,149,149,1961,1B,2B,Stolen Base 2B,596115,Trevor Story,664192,Joey Lucchesi,543068,C.J. Cron,L,James McCann,543510,0,0,1,True,2021-05-26,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
150,150,150,150,150,150,150,150,150,2107,1B,2B,Stolen Base 2B,596115,Trevor Story,506433,Yu Darvish,658069,Joshua Fuentes,R,Victor Caratini,605170,3,0,4,True,2021-05-17,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
151,151,151,151,151,151,151,151,151,2162,1B,,Caught Stealing 2B,596115,Trevor Story,641682,Ryan Hendrix,641857,Ryan McMahon,R,Tucker Barnhart,571466,8,2,5,False,2021-05-14,Caught,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
152,152,152,152,152,152,152,152,152,2163,1B,2B,Stolen Base 2B,596115,Trevor Story,605521,Art Warren,658069,Joshua Fuentes,R,Tucker Barnhart,571466,9,6,8,False,2021-05-14,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
153,153,153,153,153,153,153,153,153,2193,1B,2B,Stolen Base 2B,596115,Trevor Story,506433,Yu Darvish,641857,Ryan McMahon,R,Victor Caratini,605170,1,0,1,False,2021-05-12,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
154,154,154,154,154,154,154,154,154,2328,1B,2B,Stolen Base 2B,596115,Trevor Story,592717,Aaron Sanchez,543068,C.J. Cron,R,Buster Posey,457763,4,10,4,False,2021-05-04,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
155,155,155,155,155,155,155,155,155,2352,1B,2B,Stolen Base 2B,596115,Trevor Story,606965,Chris Devenski,641857,Ryan McMahon,R,Stephen Vogt,519390,4,4,8,True,2021-05-02,Stolen,2B,2021,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4,2022,28.4
