,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
10,10,10,10,10,10,10,10,6730,1B,2B,Stolen Base 2B,541650,Hernán Pérez,523260,Joe Kelly,456715,Lorenzo Cain,R,Austin Barnes,605131,0,3,8,False,2019-04-18,Stolen,2B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
11,11,11,11,11,11,11,11,6878,1B,,Caught Stealing 2B,541650,Hernán Pérez,570240,Félix Peña,518735,Yasmani Grandal,R,Kevan Smith,607345,0,0,2,True,2019-04-10,Caught,2B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
12,12,12,12,12,12,12,12,6430,2B,3B,Stolen Base 3B,541650,Hernán Pérez,430935,Cole Hamels,606115,Orlando Arcia,L,Jonathan Lucroy,518960,4,1,3,False,2019-09-06,Stolen,3B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
13,13,13,13,13,13,13,13,7800,1B,2B,Stolen Base 2B,541650,Hernán Pérez,434538,Francisco Liriano,542583,Jesús Aguilar,L,Elias Díaz,553869,4,2,8,False,2019-06-09,Stolen,2B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
14,14,14,14,14,14,14,14,8044,1B,2B,Stolen Base 2B,541650,Hernán Pérez,621107,Zach Eflin,606115,Orlando Arcia,R,Andrew Knapp,595284,2,0,4,False,2019-05-26,Stolen,2B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
15,15,15,15,15,15,15,15,8416,2B,3B,Stolen Base 3B,541650,Hernán Pérez,501593,Luis Avilán,592325,Ben Gamel,L,Wilson Ramos,467092,3,1,8,False,2019-05-03,Stolen,3B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
16,16,16,16,16,16,16,16,8654,1B,2B,Stolen Base 2B,541650,Hernán Pérez,523260,Joe Kelly,456715,Lorenzo Cain,R,Austin Barnes,605131,0,3,8,False,2019-04-18,Stolen,2B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
17,17,17,17,17,17,17,17,8802,1B,,Caught Stealing 2B,541650,Hernán Pérez,570240,Félix Peña,518735,Yasmani Grandal,R,Kevan Smith,607345,0,0,2,True,2019-04-10,Caught,2B,2019,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2,2021,26.2
18,18,18,18,18,18,18,18,80,1B,2B,Stolen Base 2B,541650,Hernán Pérez,453172,Jared Hughes,456715,Lorenzo Cain,R,Tucker Barnhart,571466,5,6,8,True,2018-04-30,Stolen,2B,2018,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2
19,19,19,19,19,19,19,19,357,2B,3B,Stolen Base 3B,541650,Hernán Pérez,592789,Noah Syndergaard,542908,Jett Bandy,R,Jose Lobaton,446653,1,0,5,True,2018-04-15,Stolen,3B,2018,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2,2019,27.2
20,20,20,20,20,20,20,20,961,2B,3B,Stolen Base 3B,541650,Hernán Pérez,607192,Tyler Glasnow,621433,Brett Phillips,R,Elias Díaz,553869,5,1,3,False,2017-09-13,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
21,21,21,21,21,21,21,21,1192,2B,3B,Stolen Base 3B,541650,Hernán Pérez,461829,Gio González,460075,Ryan Braun,L,Matt Wieters,446308,1,0,1,False,2017-08-31,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
22,22,22,22,22,22,22,22,1222,1B,2B,Caught Stealing 3B,541650,Hernán Pérez,593372,Carlos Martinez,502624,Chase Anderson,R,Yadier Molina,425877,3,2,4,False,2017-08-30,Caught,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
23,23,23,23,23,23,23,23,1653,1B,2B,Stolen Base 2B,541650,Hernán Pérez,429722,Ervin Santana,606115,Orlando Arcia,R,Jason Castro,488771,3,4,6,True,2017-08-07,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
24,24,24,24,24,24,24,24,1750,1B,2B,Stolen Base 2B,541650,Hernán Pérez,608379,Michael Wacha,542979,Keon Broxton,R,Yadier Molina,425877,1,0,3,False,2017-08-03,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
25,25,25,25,25,25,25,25,1853,2B,3B,Stolen Base 3B,541650,Hernán Pérez,500779,Jose Quintana,621446,Lewis Brinson,L,Willson Contreras,575929,1,0,4,False,2017-07-28,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
26,26,26,26,26,26,26,26,2038,1B,,Caught Stealing 2B,541650,Hernán Pérez,467100,Iván Nova,444489,Manny Piña,R,Francisco Cervelli,465041,0,3,3,True,2017-07-18,Caught,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
27,27,27,27,27,27,27,27,2304,2B,3B,Stolen Base 3B,541650,Hernán Pérez,456701,Homer Bailey,444489,Manny Piña,R,Devin Mesoraco,519023,0,6,3,True,2017-06-29,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
28,28,28,28,28,28,28,28,2449,1B,2B,Stolen Base 2B,541650,Hernán Pérez,467100,Iván Nova,542908,Jett Bandy,R,Elias Díaz,553869,2,1,1,False,2017-06-22,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
29,29,29,29,29,29,29,29,2459,2B,3B,Stolen Base 3B,541650,Hernán Pérez,592866,Trevor Williams,542979,Keon Broxton,R,Elias Díaz,553869,1,1,4,False,2017-06-21,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
30,30,30,30,30,30,30,30,2584,1B,2B,Stolen Base 2B,541650,Hernán Pérez,605154,John Brebbia,542908,Jett Bandy,R,Yadier Molina,425877,3,4,5,True,2017-06-15,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
31,31,31,31,31,31,31,31,2648,1B,2B,Stolen Base 2B,541650,Hernán Pérez,592662,Robbie Ray,542979,Keon Broxton,L,Chris Herrmann,543302,1,0,4,True,2017-06-11,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
32,32,32,32,32,32,32,32,2696,1B,2B,Stolen Base 2B,541650,Hernán Pérez,517414,Randall Delgado,444489,Manny Piña,R,Jeff Mathis,425772,0,2,1,True,2017-06-09,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
33,33,33,33,33,33,33,33,3255,1B,,Caught Stealing 2B,541650,Hernán Pérez,572831,Josh Edgin,543768,Travis Shaw,L,René Rivera,425784,6,2,6,False,2017-05-12,Caught,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
34,34,34,34,34,34,34,34,3521,2B,3B,Stolen Base 3B,541650,Hernán Pérez,112526,Bartolo Colon,542908,Jett Bandy,R,Tyler Flowers,452095,4,4,3,False,2017-04-28,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
35,35,35,35,35,35,35,35,3626,1B,2B,Stolen Base 2B,541650,Hernán Pérez,554374,Ariel Hernández,542979,Keon Broxton,R,Stuart Turner,642156,10,4,4,False,2017-04-24,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
36,36,36,36,36,36,36,36,333,2B,3B,Stolen Base 3B,541650,Hernán Pérez,607192,Tyler Glasnow,621433,Brett Phillips,R,Elias Díaz,553869,5,1,3,False,2017-09-13,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
37,37,37,37,37,37,37,37,564,2B,3B,Stolen Base 3B,541650,Hernán Pérez,461829,Gio González,460075,Ryan Braun,L,Matt Wieters,446308,1,0,1,False,2017-08-31,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
38,38,38,38,38,38,38,38,594,1B,2B,Caught Stealing 3B,541650,Hernán Pérez,593372,Carlos Martinez,502624,Chase Anderson,R,Yadier Molina,425877,3,2,4,False,2017-08-30,Caught,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
39,39,39,39,39,39,39,39,1025,1B,2B,Stolen Base 2B,541650,Hernán Pérez,429722,Ervin Santana,606115,Orlando Arcia,R,Jason Castro,488771,3,4,6,True,2017-08-07,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
40,40,40,40,40,40,40,40,1122,1B,2B,Stolen Base 2B,541650,Hernán Pérez,608379,Michael Wacha,542979,Keon Broxton,R,Yadier Molina,425877,1,0,3,False,2017-08-03,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
41,41,41,41,41,41,41,41,1225,2B,3B,Stolen Base 3B,541650,Hernán Pérez,500779,Jose Quintana,621446,Lewis Brinson,L,Willson Contreras,575929,1,0,4,False,2017-07-28,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
42,42,42,42,42,42,42,42,1410,1B,,Caught Stealing 2B,541650,Hernán Pérez,467100,Iván Nova,444489,Manny Piña,R,Francisco Cervelli,465041,0,3,3,True,2017-07-18,Caught,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
43,43,43,43,43,43,43,43,1676,2B,3B,Stolen Base 3B,541650,Hernán Pérez,456701,Homer Bailey,444489,Manny Piña,R,Devin Mesoraco,519023,0,6,3,True,2017-06-29,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
44,44,44,44,44,44,44,44,1821,1B,2B,Stolen Base 2B,541650,Hernán Pérez,467100,Iván Nova,542908,Jett Bandy,R,Elias Díaz,553869,2,1,1,False,2017-06-22,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
45,45,45,45,45,45,45,45,1831,2B,3B,Stolen Base 3B,541650,Hernán Pérez,592866,Trevor Williams,542979,Keon Broxton,R,Elias Díaz,553869,1,1,4,False,2017-06-21,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
46,46,46,46,46,46,46,46,1956,1B,2B,Stolen Base 2B,541650,Hernán Pérez,605154,John Brebbia,542908,Jett Bandy,R,Yadier Molina,425877,3,4,5,True,2017-06-15,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
47,47,47,47,47,47,47,47,2020,1B,2B,Stolen Base 2B,541650,Hernán Pérez,592662,Robbie Ray,542979,Keon Broxton,L,Chris Herrmann,543302,1,0,4,True,2017-06-11,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
48,48,48,48,48,48,48,48,2068,1B,2B,Stolen Base 2B,541650,Hernán Pérez,517414,Randall Delgado,444489,Manny Piña,R,Jeff Mathis,425772,0,2,1,True,2017-06-09,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
49,49,49,49,49,49,49,49,2627,1B,,Caught Stealing 2B,541650,Hernán Pérez,572831,Josh Edgin,543768,Travis Shaw,L,René Rivera,425784,6,2,6,False,2017-05-12,Caught,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
50,50,50,50,50,50,50,50,2893,2B,3B,Stolen Base 3B,541650,Hernán Pérez,112526,Bartolo Colon,542908,Jett Bandy,R,Tyler Flowers,452095,4,4,3,False,2017-04-28,Stolen,3B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
51,51,51,51,51,51,51,51,2998,1B,2B,Stolen Base 2B,541650,Hernán Pérez,554374,Ariel Hernández,542979,Keon Broxton,R,Stuart Turner,642156,10,4,4,False,2017-04-24,Stolen,2B,2017,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0,2018,28.0
52,52,52,52,52,52,52,52,4047,2B,3B,Stolen Base 3B,541650,Hernán Pérez,518452,Chad Bettis,455117,Martín Maldonado,R,Nick Hundley,460026,4,1,6,True,2016-09-30,Stolen,3B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
53,53,53,53,53,53,53,53,4081,2B,,Caught Stealing 3B,541650,Hernán Pérez,430935,Cole Hamels,606115,Orlando Arcia,L,Jonathan Lucroy,518960,3,5,3,True,2016-09-28,Caught,3B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
54,54,54,54,54,54,54,54,4149,1B,2B,Stolen Base 2B,541650,Hernán Pérez,605232,Brandon Finnegan,455117,Martín Maldonado,L,Ramón Cabrera,541608,0,2,2,False,2016-09-25,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
55,55,55,55,55,55,55,55,4202,1B,2B,Stolen Base 2B,541650,Hernán Pérez,543101,Anthony DeSclafani,606115,Orlando Arcia,R,Tucker Barnhart,571466,2,3,6,False,2016-09-23,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
56,56,56,56,56,56,56,56,4303,1B,2B,Stolen Base 2B,541650,Hernán Pérez,543294,Kyle Hendricks,606115,Orlando Arcia,R,Miguel Montero,471083,0,0,2,True,2016-09-18,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
57,57,57,57,57,57,57,57,4471,1B,,Caught Stealing 2B,541650,Hernán Pérez,593372,Carlos Martinez,474892,Chris Carter,R,Yadier Molina,425877,4,3,5,True,2016-09-09,Caught,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
58,58,58,58,58,58,58,58,4491,2B,3B,Stolen Base 3B,541650,Hernán Pérez,448802,Jaime García,474892,Chris Carter,L,Yadier Molina,425877,1,4,3,True,2016-09-08,Stolen,3B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
59,59,59,59,59,59,59,59,4501,1B,,Caught Stealing 2B,541650,Hernán Pérez,501925,Joe Smith,474892,Chris Carter,R,Willson Contreras,575929,2,1,8,False,2016-09-07,Caught,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
60,60,60,60,60,60,60,60,4525,1B,2B,Stolen Base 2B,541650,Hernán Pérez,434628,Jason Hammel,474892,Chris Carter,R,Miguel Montero,471083,5,2,2,False,2016-09-06,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
61,61,61,61,61,61,61,61,4586,1B,2B,Stolen Base 2B,541650,Hernán Pérez,643230,Steven Brault,474892,Chris Carter,L,Eric Fryer,518700,0,1,3,True,2016-09-04,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
62,62,62,62,62,62,62,62,4634,1B,2B,Stolen Base 2B,541650,Hernán Pérez,553878,Felipe Vázquez,543590,Kirk Nieuwenhuis,L,Francisco Cervelli,465041,0,1,7,True,2016-09-02,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
63,63,63,63,63,63,63,63,4751,1B,2B,Stolen Base 2B,541650,Hernán Pérez,641771,Chad Kuhl,474892,Chris Carter,R,Francisco Cervelli,465041,0,2,4,False,2016-08-25,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
64,64,64,64,64,64,64,64,4752,2B,3B,Stolen Base 3B,541650,Hernán Pérez,641771,Chad Kuhl,474892,Chris Carter,R,Francisco Cervelli,465041,0,2,4,False,2016-08-25,Stolen,3B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
65,65,65,65,65,65,65,65,4778,2B,3B,Stolen Base 3B,541650,Hernán Pérez,543734,Chris Rusin,606115,Orlando Arcia,L,Tony Wolters,547172,3,1,6,False,2016-08-24,Stolen,3B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
66,66,66,66,66,66,66,66,4848,1B,2B,Stolen Base 2B,541650,Hernán Pérez,519322,Drew Storen,474892,Chris Carter,R,Chris Iannetta,455104,4,3,6,True,2016-08-19,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
67,67,67,67,67,67,67,67,4876,1B,2B,Stolen Base 2B,541650,Hernán Pérez,453562,Jake Arrieta,474892,Chris Carter,R,Willson Contreras,575929,5,0,4,True,2016-08-18,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
68,68,68,68,68,68,68,68,4911,1B,2B,Stolen Base 2B,541650,Hernán Pérez,434628,Jason Hammel,474892,Chris Carter,R,David Ross,424325,1,0,4,True,2016-08-16,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
69,69,69,69,69,69,69,69,5025,1B,,Caught Stealing 2B,541650,Hernán Pérez,503444,Joel De La Cruz,543590,Kirk Nieuwenhuis,R,A.J. Pierzynski,150229,0,0,2,False,2016-08-10,Caught,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
70,70,70,70,70,70,70,70,5081,1B,2B,Stolen Base 2B,541650,Hernán Pérez,547007,Rob Whalen,542979,Keon Broxton,R,A.J. Pierzynski,150229,1,1,2,False,2016-08-08,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
71,71,71,71,71,71,71,71,5197,2B,3B,Stolen Base 3B,541650,Hernán Pérez,606131,Luis Perdomo,474892,Chris Carter,R,Derek Norris,519083,0,0,4,True,2016-08-02,Stolen,3B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
72,72,72,72,72,72,72,72,5248,1B,2B,Stolen Base 2B,541650,Hernán Pérez,434538,Francisco Liriano,474892,Chris Carter,L,Eric Fryer,518700,1,0,1,False,2016-07-31,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
73,73,73,73,73,73,73,73,5249,1B,2B,Stolen Base 2B,541650,Hernán Pérez,434538,Francisco Liriano,474892,Chris Carter,L,Eric Fryer,518700,2,1,3,False,2016-07-31,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
74,74,74,74,74,74,74,74,5317,1B,2B,Stolen Base 2B,541650,Hernán Pérez,592662,Robbie Ray,474892,Chris Carter,L,Tuffy Gosewisch,488912,0,2,1,False,2016-07-28,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
75,75,75,75,75,75,75,75,5318,1B,2B,Stolen Base 2B,541650,Hernán Pérez,592662,Robbie Ray,474892,Chris Carter,L,Tuffy Gosewisch,488912,2,2,6,False,2016-07-28,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
76,76,76,76,76,76,76,76,5388,1B,2B,Stolen Base 2B,541650,Hernán Pérez,452657,Jon Lester,460075,Ryan Braun,L,David Ross,424325,2,0,2,False,2016-07-24,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
77,77,77,77,77,77,77,77,5392,1B,2B,Stolen Base 2B,541650,Hernán Pérez,150274,Joe Nathan,460075,Ryan Braun,R,David Ross,424325,4,1,6,False,2016-07-24,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
78,78,78,78,78,78,78,78,5449,2B,3B,Stolen Base 3B,541650,Hernán Pérez,434628,Jason Hammel,542340,Jonathan Villar,R,Miguel Montero,471083,0,4,3,False,2016-07-22,Stolen,3B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
79,79,79,79,79,79,79,79,5481,1B,2B,Stolen Base 2B,541650,Hernán Pérez,519263,A.J. Schugel,460075,Ryan Braun,R,Francisco Cervelli,465041,4,5,6,True,2016-07-20,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
80,80,80,80,80,80,80,80,5757,1B,2B,Stolen Base 2B,541650,Hernán Pérez,425794,Adam Wainwright,570717,Ramón Flores,R,Yadier Molina,425877,3,0,7,True,2016-07-02,Stolen,2B,2016,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3,2017,28.3
