,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year,Sprint
0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,518692,Freddie Freeman,518567,Josh Collmenter,455976,Nick Markakis,R,Jordan Pacheco,457574,0,1,1,True,2015-06-02,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,467070,Elian Herrera,476451,Jeremy Hellickson,467827,Gerardo Parra,R,Jordan Pacheco,457574,2,7,5,False,2015-05-30,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,519184,Ben Revere,518567,Josh Collmenter,429713,Grady Sizemore,R,Jordan Pacheco,457574,0,0,1,False,2015-05-17,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,546318,Odúbel Herrera,517414,Randall Delgado,519237,Cameron Rupp,R,Jordan Pacheco,457574,5,0,8,False,2015-05-17,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
4,4,4,4,4,4,4,2B,3B,Stolen Base 3B,452655,Denard Span,476451,Jeremy Hellickson,475582,Ryan Zimmerman,R,Jordan Pacheco,457574,4,3,5,True,2015-05-13,Stolen,3B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,547180,Bryce Harper,476451,Jeremy Hellickson,475582,Ryan Zimmerman,R,Jordan Pacheco,457574,4,3,5,True,2015-05-13,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,605486,Cory Spangenberg,502624,Chase Anderson,500208,Yangervis Solarte,R,Jordan Pacheco,457574,0,1,1,True,2015-05-09,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,519083,Derek Norris,502624,Chase Anderson,461416,Will Venable,R,Jordan Pacheco,457574,0,1,4,True,2015-05-09,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,457708,Justin Upton,592665,Addison Reed,500208,Yangervis Solarte,R,Jordan Pacheco,457574,2,4,9,True,2015-05-09,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
9,9,9,9,9,9,9,1B,,Caught Stealing 2B,444843,Andre Ethier,446899,Brad Ziegler,518735,Yasmani Grandal,R,Jordan Pacheco,457574,5,4,8,False,2015-05-02,Caught,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
10,10,10,10,10,10,10,1B,,Caught Stealing 2B,571976,Wil Myers,502624,Chase Anderson,519083,Derek Norris,R,Jordan Pacheco,457574,1,2,3,False,2015-04-15,Caught,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
11,11,11,11,11,11,11,1B,2B,Stolen Base 2B,276519,Jimmy Rollins,519263,A.J. Schugel,624577,Yasiel Puig,R,Jordan Pacheco,457574,0,4,6,True,2015-04-12,Stolen,2B,2015,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3,2016,26.3
