,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
1456,1B,2B,Stolen Base 2B,572073,Joey Rickard,642067,Mike Shawaryn,543063,Brandon Crawford,R,Sandy León,506702,2,5,8,True,2019-09-18,Stolen,2B
3458,1B,2B,Stolen Base 2B,572073,Joey Rickard,493603,Adam Ottavino,593643,Hanser Alberto,R,Gary Sánchez,596142,5,3,7,True,2019-05-15,Stolen,2B
3567,1B,2B,Stolen Base 2B,572073,Joey Rickard,519242,Chris Sale,593643,Hanser Alberto,L,Sandy León,506702,0,1,4,False,2019-05-08,Stolen,2B
3888,1B,2B,Stolen Base 2B,572073,Joey Rickard,621056,Hunter Wood,621006,Richie Martin,R,Michael Pérez,605421,1,0,2,True,2019-04-18,Stolen,2B
3978,2B,,Caught Stealing 3B,572073,Joey Rickard,456034,David Price,600524,Renato Núñez,L,Christian Vázquez,543877,0,0,4,True,2019-04-14,Caught,3B
4064,1B,,Caught Stealing 2B,572073,Joey Rickard,474463,Brett Anderson,641820,Trey Mancini,L,Josh Phegley,572033,0,5,3,False,2019-04-09,Caught,2B
4299,1B,2B,Stolen Base 2B,572073,Joey Rickard,642067,Mike Shawaryn,543063,Brandon Crawford,R,Sandy León,506702,2,5,8,True,2019-09-18,Stolen,2B
6301,1B,2B,Stolen Base 2B,572073,Joey Rickard,493603,Adam Ottavino,593643,Hanser Alberto,R,Gary Sánchez,596142,5,3,7,True,2019-05-15,Stolen,2B
6410,1B,2B,Stolen Base 2B,572073,Joey Rickard,519242,Chris Sale,593643,Hanser Alberto,L,Sandy León,506702,0,1,4,False,2019-05-08,Stolen,2B
6731,1B,2B,Stolen Base 2B,572073,Joey Rickard,621056,Hunter Wood,621006,Richie Martin,R,Michael Pérez,605421,1,0,2,True,2019-04-18,Stolen,2B
6821,2B,,Caught Stealing 3B,572073,Joey Rickard,456034,David Price,600524,Renato Núñez,L,Christian Vázquez,543877,0,0,4,True,2019-04-14,Caught,3B
6907,1B,,Caught Stealing 2B,572073,Joey Rickard,474463,Brett Anderson,641820,Trey Mancini,L,Josh Phegley,572033,0,5,3,False,2019-04-09,Caught,2B
6223,1B,2B,Stolen Base 2B,572073,Joey Rickard,642067,Mike Shawaryn,543063,Brandon Crawford,R,Sandy León,506702,2,5,8,True,2019-09-18,Stolen,2B
8225,1B,2B,Stolen Base 2B,572073,Joey Rickard,493603,Adam Ottavino,593643,Hanser Alberto,R,Gary Sánchez,596142,5,3,7,True,2019-05-15,Stolen,2B
8334,1B,2B,Stolen Base 2B,572073,Joey Rickard,519242,Chris Sale,593643,Hanser Alberto,L,Sandy León,506702,0,1,4,False,2019-05-08,Stolen,2B
8655,1B,2B,Stolen Base 2B,572073,Joey Rickard,621056,Hunter Wood,621006,Richie Martin,R,Michael Pérez,605421,1,0,2,True,2019-04-18,Stolen,2B
8745,2B,,Caught Stealing 3B,572073,Joey Rickard,456034,David Price,600524,Renato Núñez,L,Christian Vázquez,543877,0,0,4,True,2019-04-14,Caught,3B
8831,1B,,Caught Stealing 2B,572073,Joey Rickard,474463,Brett Anderson,641820,Trey Mancini,L,Josh Phegley,572033,0,5,3,False,2019-04-09,Caught,2B
920,1B,2B,Stolen Base 2B,572073,Joey Rickard,656756,Jordan Montgomery,542921,Tim Beckham,L,Austin Romine,519222,0,0,3,True,2017-09-16,Stolen,2B
1651,1B,2B,Stolen Base 2B,572073,Joey Rickard,500724,JC Ramírez,592518,Manny Machado,R,Martín Maldonado,455117,1,2,5,True,2017-08-07,Stolen,2B
1684,1B,2B,Stolen Base 2B,572073,Joey Rickard,434671,Aníbal Sánchez,430945,Adam Jones,R,John Hicks,543308,4,0,2,False,2017-08-06,Stolen,2B
2213,1B,2B,Stolen Base 2B,572073,Joey Rickard,519076,Jimmy Nelson,543376,Caleb Joseph,R,Stephen Vogt,519390,5,1,7,True,2017-07-04,Stolen,2B
2809,2B,3B,Stolen Base 3B,572073,Joey Rickard,519242,Chris Sale,444432,Mark Trumbo,L,Sandy León,506702,0,2,1,False,2017-06-04,Stolen,3B
3198,1B,2B,Stolen Base 2B,572073,Joey Rickard,432934,Chris Young,475247,Ryan Flaherty,R,Drew Butera,460077,0,3,4,True,2017-05-14,Stolen,2B
3357,1B,2B,Stolen Base 2B,572073,Joey Rickard,502085,David Robertson,430945,Adam Jones,R,Geovany Soto,434567,4,0,8,False,2017-05-07,Stolen,2B
3495,1B,2B,Stolen Base 2B,572073,Joey Rickard,571951,Bryan Mitchell,592518,Manny Machado,R,Kyle Higashioka,543309,4,4,11,True,2017-04-30,Stolen,2B
3914,1B,,Caught Stealing 2B,572073,Joey Rickard,476454,Dellin Betances,570731,Jonathan Schoop,R,Gary Sánchez,596142,5,4,7,False,2017-04-08,Caught,2B
6040,1B,2B,Stolen Base 2B,572073,Joey Rickard,598264,Matt Barnes,592518,Manny Machado,R,Sandy León,506702,0,5,6,True,2016-06-16,Stolen,2B
6436,1B,2B,Stolen Base 2B,572073,Joey Rickard,501789,Will Harris,592518,Manny Machado,R,Evan Gattis,594828,4,3,8,True,2016-05-25,Stolen,2B
6505,1B,2B,Stolen Base 2B,572073,Joey Rickard,450308,Jered Weaver,592518,Manny Machado,R,Carlos Pérez,542208,0,0,1,True,2016-05-22,Stolen,2B
6697,1B,,Caught Stealing 2B,572073,Joey Rickard,434378,Justin Verlander,592518,Manny Machado,R,James McCann,543510,0,0,3,False,2016-05-13,Caught,2B
7115,1B,2B,Stolen Base 2B,572073,Joey Rickard,462136,Marco Estrada,592518,Manny Machado,R,Russell Martin,431145,1,2,1,False,2016-04-21,Stolen,2B
2005,1B,2B,Stolen Base 2B,572073,Joey Rickard,598264,Matt Barnes,592518,Manny Machado,R,Sandy León,506702,0,5,6,True,2016-06-16,Stolen,2B
2401,1B,2B,Stolen Base 2B,572073,Joey Rickard,501789,Will Harris,592518,Manny Machado,R,Evan Gattis,594828,4,3,8,True,2016-05-25,Stolen,2B
2470,1B,2B,Stolen Base 2B,572073,Joey Rickard,450308,Jered Weaver,592518,Manny Machado,R,Carlos Pérez,542208,0,0,1,True,2016-05-22,Stolen,2B
2662,1B,,Caught Stealing 2B,572073,Joey Rickard,434378,Justin Verlander,592518,Manny Machado,R,James McCann,543510,0,0,3,False,2016-05-13,Caught,2B
3080,1B,2B,Stolen Base 2B,572073,Joey Rickard,462136,Marco Estrada,592518,Manny Machado,R,Russell Martin,431145,1,2,1,False,2016-04-21,Stolen,2B
292,1B,2B,Stolen Base 2B,572073,Joey Rickard,656756,Jordan Montgomery,542921,Tim Beckham,L,Austin Romine,519222,0,0,3,True,2017-09-16,Stolen,2B
1023,1B,2B,Stolen Base 2B,572073,Joey Rickard,500724,JC Ramírez,592518,Manny Machado,R,Martín Maldonado,455117,1,2,5,True,2017-08-07,Stolen,2B
1056,1B,2B,Stolen Base 2B,572073,Joey Rickard,434671,Aníbal Sánchez,430945,Adam Jones,R,John Hicks,543308,4,0,2,False,2017-08-06,Stolen,2B
1585,1B,2B,Stolen Base 2B,572073,Joey Rickard,519076,Jimmy Nelson,543376,Caleb Joseph,R,Stephen Vogt,519390,5,1,7,True,2017-07-04,Stolen,2B
2181,2B,3B,Stolen Base 3B,572073,Joey Rickard,519242,Chris Sale,444432,Mark Trumbo,L,Sandy León,506702,0,2,1,False,2017-06-04,Stolen,3B
2570,1B,2B,Stolen Base 2B,572073,Joey Rickard,432934,Chris Young,475247,Ryan Flaherty,R,Drew Butera,460077,0,3,4,True,2017-05-14,Stolen,2B
2729,1B,2B,Stolen Base 2B,572073,Joey Rickard,502085,David Robertson,430945,Adam Jones,R,Geovany Soto,434567,4,0,8,False,2017-05-07,Stolen,2B
2867,1B,2B,Stolen Base 2B,572073,Joey Rickard,571951,Bryan Mitchell,592518,Manny Machado,R,Kyle Higashioka,543309,4,4,11,True,2017-04-30,Stolen,2B
3286,1B,,Caught Stealing 2B,572073,Joey Rickard,476454,Dellin Betances,570731,Jonathan Schoop,R,Gary Sánchez,596142,5,4,7,False,2017-04-08,Caught,2B
5412,1B,2B,Stolen Base 2B,572073,Joey Rickard,598264,Matt Barnes,592518,Manny Machado,R,Sandy León,506702,0,5,6,True,2016-06-16,Stolen,2B
5808,1B,2B,Stolen Base 2B,572073,Joey Rickard,501789,Will Harris,592518,Manny Machado,R,Evan Gattis,594828,4,3,8,True,2016-05-25,Stolen,2B
