,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,1B,2B,Stolen Base 2B,666185,Dylan Carlson,489334,Craig Stammen,425877,Yadier Molina,R,Austin Nola,543592,3,6,4,True,2020-09-30,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
1,1,1,1,1,2B,,Caught Stealing 3B,643289,Mauricio Dubón,489334,Craig Stammen,573262,Mike Yastrzemski,R,Austin Nola,543592,0,3,5,False,2020-09-26,Caught,3B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
2,2,2,2,2,1B,2B,Stolen Base 2B,650859,Luis Rengifo,605200,Zach Davies,664058,David Fletcher,R,Austin Nola,543592,1,1,2,True,2020-09-22,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
3,3,3,3,3,1B,2B,Stolen Base 2B,650859,Luis Rengifo,605200,Zach Davies,664058,David Fletcher,R,Austin Nola,543592,1,3,6,True,2020-09-22,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
4,4,4,4,4,1B,2B,Stolen Base 2B,664238,Dylan Moore,672715,Luis Patiño,641786,Kyle Lewis,R,Austin Nola,543592,0,0,1,False,2020-09-19,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
5,5,5,5,5,1B,,Caught Stealing 2B,641355,Cody Bellinger,659275,Dinelson Lamet,621458,Edwin Ríos,R,Austin Nola,543592,0,0,2,True,2020-09-14,Caught,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
6,6,6,6,6,1B,,Caught Stealing 2B,573262,Mike Yastrzemski,605182,Mike Clevinger,543105,Alex Dickerson,R,Austin Nola,543592,2,0,3,True,2020-09-13,Caught,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
7,7,7,7,7,1B,2B,Stolen Base 2B,596115,Trevor Story,519141,Drew Pomeranz,607680,Kevin Pillar,L,Austin Nola,543592,0,0,9,True,2020-09-07,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
8,8,8,8,8,1B,2B,Stolen Base 2B,572039,Stephen Piscotty,663978,Chris Paddack,641680,Jonah Heim,R,Austin Nola,543592,3,0,2,False,2020-09-05,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
9,9,9,9,9,1B,,Caught Stealing 2B,457708,Justin Upton,605182,Mike Clevinger,660271,Shohei Ohtani,R,Austin Nola,543592,0,0,2,False,2020-09-03,Caught,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
10,10,10,10,10,1B,,Caught Stealing 2B,621532,Anthony Bemboom,605182,Mike Clevinger,592743,Andrelton Simmons,R,Austin Nola,543592,2,0,5,False,2020-09-03,Caught,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
11,11,11,11,11,1B,,Caught Stealing 2B,457708,Justin Upton,676606,Nick Margevicius,666176,Jo Adell,L,Austin Nola,543592,0,0,4,False,2020-08-28,Caught,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
12,12,12,12,12,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,676606,Nick Margevicius,405395,Albert Pujols,L,Austin Nola,543592,1,1,6,False,2020-08-28,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
13,13,13,13,13,1B,2B,Stolen Base 2B,595777,Jurickson Profar,579328,Yusei Kikuchi,663757,Trent Grisham,L,Austin Nola,543592,2,6,2,False,2020-08-27,Stolen,2B,2020,2021,27.9,2021,27.9,2021,27.9,2021,27.9,2021,27.9
