,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
2430,1B,2B,Stolen Base 2B,605412,Joe Panik,592789,Noah Syndergaard,518516,Madison Bumgarner,R,Tomás Nido,621512,1,1,7,False,2019-07-18,Stolen,2B
3045,1B,2B,Stolen Base 2B,605412,Joe Panik,628711,Julio Urías,573262,Mike Yastrzemski,L,Russell Martin,431145,2,3,6,False,2019-06-08,Stolen,2B
3136,1B,2B,Stolen Base 2B,605412,Joe Panik,592789,Noah Syndergaard,573262,Mike Yastrzemski,R,Wilson Ramos,467092,0,0,1,True,2019-06-04,Stolen,2B
3557,1B,2B,Stolen Base 2B,605412,Joe Panik,451584,Wade Davis,519390,Stephen Vogt,R,Chris Iannetta,455104,12,11,9,True,2019-05-09,Stolen,2B
1331,1B,2B,Stolen Base 2B,605412,Joe Panik,621111,Walker Buehler,669432,Trevor Rogers,R,Will Smith,669257,3,2,4,False,2021-07-05,Stolen,2B
1343,1B,2B,Stolen Base 2B,605412,Joe Panik,450203,Charlie Morton,605507,Zach Thompson,R,Kevan Smith,607345,2,1,5,True,2021-07-04,Stolen,2B
5273,1B,2B,Stolen Base 2B,605412,Joe Panik,592789,Noah Syndergaard,518516,Madison Bumgarner,R,Tomás Nido,621512,1,1,7,False,2019-07-18,Stolen,2B
5888,1B,2B,Stolen Base 2B,605412,Joe Panik,628711,Julio Urías,573262,Mike Yastrzemski,L,Russell Martin,431145,2,3,6,False,2019-06-08,Stolen,2B
5979,1B,2B,Stolen Base 2B,605412,Joe Panik,592789,Noah Syndergaard,573262,Mike Yastrzemski,R,Wilson Ramos,467092,0,0,1,True,2019-06-04,Stolen,2B
6400,1B,2B,Stolen Base 2B,605412,Joe Panik,451584,Wade Davis,519390,Stephen Vogt,R,Chris Iannetta,455104,12,11,9,True,2019-05-09,Stolen,2B
3255,1B,2B,Stolen Base 2B,605412,Joe Panik,621111,Walker Buehler,669432,Trevor Rogers,R,Will Smith,669257,3,2,4,False,2021-07-05,Stolen,2B
