,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,641355,Cody Bellinger,641149,Wes Parsons,608369,Corey Seager,R,Dom Nuñez,624513,8,4,4,False,2019-09-20,Stolen,2B,2019,2020,28.6
1,1B,2B,Stolen Base 2B,621035,Chris Taylor,641149,Wes Parsons,666158,Gavin Lux,R,Dom Nuñez,624513,8,4,4,False,2019-09-20,Stolen,2B,2019,2020,28.6
2,1B,2B,Stolen Base 2B,666158,Gavin Lux,451584,Wade Davis,669257,Will Smith,R,Dom Nuñez,624513,9,4,7,False,2019-09-20,Stolen,2B,2019,2020,28.6
3,1B,2B,Stolen Base 2B,657557,Paul DeJong,622786,Jesus Tinoco,542303,Marcell Ozuna,R,Dom Nuñez,624513,3,6,4,True,2019-09-12,Stolen,2B,2019,2020,28.6
4,1B,2B,Stolen Base 2B,543939,Kolten Wong,451584,Wade Davis,657557,Paul DeJong,R,Dom Nuñez,624513,3,6,9,True,2019-09-12,Stolen,2B,2019,2020,28.6
5,2B,3B,Stolen Base 3B,543939,Kolten Wong,451584,Wade Davis,542303,Marcell Ozuna,R,Dom Nuñez,624513,3,6,9,True,2019-09-12,Stolen,3B,2019,2020,28.6
6,1B,2B,Stolen Base 2B,657557,Paul DeJong,451584,Wade Davis,542303,Marcell Ozuna,R,Dom Nuñez,624513,3,6,9,True,2019-09-12,Stolen,2B,2019,2020,28.6
7,1B,2B,Stolen Base 2B,607461,Matt Beaty,622075,Yency Almonte,669257,Will Smith,R,Dom Nuñez,624513,6,2,2,False,2019-09-02,Stolen,2B,2019,2020,28.6
8,1B,2B,Stolen Base 2B,572041,AJ Pollock,572021,James Pazos,641355,Cody Bellinger,L,Dom Nuñez,624513,10,6,5,False,2019-09-02,Stolen,2B,2019,2020,28.6
9,1B,2B,Stolen Base 2B,516782,Starling Marte,622786,Jesus Tinoco,605137,Josh Bell,R,Dom Nuñez,624513,3,11,5,True,2019-08-29,Stolen,2B,2019,2020,28.6
10,1B,2B,Stolen Base 2B,518692,Freddie Freeman,543532,Tim Melville,518626,Josh Donaldson,R,Dom Nuñez,624513,0,0,4,True,2019-08-26,Stolen,2B,2019,2020,28.6
11,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,543532,Tim Melville,645277,Ozzie Albies,R,Dom Nuñez,624513,0,0,5,True,2019-08-26,Stolen,2B,2019,2020,28.6
12,1B,2B,Stolen Base 2B,542364,Rafael Ortega,545064,Jairo Díaz,660670,Ronald Acuña Jr.,R,Dom Nuñez,624513,1,1,9,True,2019-08-26,Stolen,2B,2019,2020,28.6
13,1B,,Caught Stealing 2B,668942,Josh Rojas,622786,Jesus Tinoco,605113,Nick Ahmed,R,Dom Nuñez,624513,2,7,5,True,2019-08-13,Caught,2B,2019,2020,28.6
14,1B,2B,Stolen Base 2B,518692,Freddie Freeman,543532,Tim Melville,518626,Josh Donaldson,R,Dom Nuñez,624513,0,0,4,True,2019-04-10,Stolen,2B,2019,2020,28.6
15,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,543532,Tim Melville,645277,Ozzie Albies,R,Dom Nuñez,624513,0,0,5,True,2019-04-10,Stolen,2B,2019,2020,28.6
16,1B,2B,Stolen Base 2B,542364,Rafael Ortega,545064,Jairo Díaz,660670,Ronald Acuña Jr.,R,Dom Nuñez,624513,1,1,9,True,2019-04-10,Stolen,2B,2019,2020,28.6
17,1B,2B,Stolen Base 2B,641355,Cody Bellinger,641149,Wes Parsons,608369,Corey Seager,R,Dom Nuñez,624513,8,4,4,False,2019-09-20,Stolen,2B,2019,2020,28.6
