,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
13,13,13,13,1731,1B,2B,Stolen Base 2B,572041,AJ Pollock,572021,James Pazos,641355,Cody Bellinger,L,Dom Nuñez,624513,10,6,5,False,2019-09-02,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
14,14,14,14,1883,1B,2B,Stolen Base 2B,572041,AJ Pollock,493603,Adam Ottavino,457759,Justin Turner,R,Gary Sánchez,596142,2,1,7,False,2019-08-24,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
15,15,15,15,2376,1B,2B,Stolen Base 2B,572041,AJ Pollock,657141,Jordan Yamamoto,607461,Matt Beaty,R,Jorge Alfaro,595751,4,0,4,False,2019-07-21,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
16,16,16,16,2455,1B,2B,Stolen Base 2B,572041,AJ Pollock,656354,Austin Davis,608369,Corey Seager,L,Andrew Knapp,595284,2,6,9,True,2019-07-17,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
17,17,17,17,4109,1B,,Caught Stealing 2B,572041,AJ Pollock,592351,Jon Gray,657077,Alex Verdugo,R,Tony Wolters,547172,0,2,4,True,2019-04-06,Caught,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
18,18,18,18,4289,1B,2B,Stolen Base 2B,572041,AJ Pollock,475054,Chaz Roe,621035,Chris Taylor,R,Travis d'Arnaud,518595,3,4,6,False,2019-09-18,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
19,19,19,19,4574,1B,2B,Stolen Base 2B,572041,AJ Pollock,572021,James Pazos,641355,Cody Bellinger,L,Dom Nuñez,624513,10,6,5,False,2019-09-02,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
20,20,20,20,4726,1B,2B,Stolen Base 2B,572041,AJ Pollock,493603,Adam Ottavino,457759,Justin Turner,R,Gary Sánchez,596142,2,1,7,False,2019-08-24,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
21,21,21,21,5219,1B,2B,Stolen Base 2B,572041,AJ Pollock,657141,Jordan Yamamoto,607461,Matt Beaty,R,Jorge Alfaro,595751,4,0,4,False,2019-07-21,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
22,22,22,22,5298,1B,2B,Stolen Base 2B,572041,AJ Pollock,656354,Austin Davis,608369,Corey Seager,L,Andrew Knapp,595284,2,6,9,True,2019-07-17,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
23,23,23,23,6952,1B,,Caught Stealing 2B,572041,AJ Pollock,592351,Jon Gray,657077,Alex Verdugo,R,Tony Wolters,547172,0,2,4,True,2019-04-06,Caught,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
24,24,24,24,6213,1B,2B,Stolen Base 2B,572041,AJ Pollock,475054,Chaz Roe,621035,Chris Taylor,R,Travis d'Arnaud,518595,3,4,6,False,2019-09-18,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
25,25,25,25,6498,1B,2B,Stolen Base 2B,572041,AJ Pollock,572021,James Pazos,641355,Cody Bellinger,L,Dom Nuñez,624513,10,6,5,False,2019-09-02,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
26,26,26,26,6650,1B,2B,Stolen Base 2B,572041,AJ Pollock,493603,Adam Ottavino,457759,Justin Turner,R,Gary Sánchez,596142,2,1,7,False,2019-08-24,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
27,27,27,27,7143,1B,2B,Stolen Base 2B,572041,AJ Pollock,657141,Jordan Yamamoto,607461,Matt Beaty,R,Jorge Alfaro,595751,4,0,4,False,2019-07-21,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
28,28,28,28,7222,1B,2B,Stolen Base 2B,572041,AJ Pollock,656354,Austin Davis,608369,Corey Seager,L,Andrew Knapp,595284,2,6,9,True,2019-07-17,Stolen,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
29,29,29,29,8876,1B,,Caught Stealing 2B,572041,AJ Pollock,592351,Jon Gray,657077,Alex Verdugo,R,Tony Wolters,547172,0,2,4,True,2019-04-06,Caught,2B,2019,2020,28.2,2020,28.2,2020,28.2,2020,28.2
30,30,30,30,416,2B,,Caught Stealing 3B,572041,AJ Pollock,606424,Jarlín García,621035,Chris Taylor,L,Buster Posey,457763,0,3,1,True,2021-09-04,Caught,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
31,31,31,31,495,1B,2B,Stolen Base 2B,572041,AJ Pollock,445926,Jesse Chavez,621035,Chris Taylor,R,Travis d'Arnaud,518595,5,0,5,False,2021-08-30,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
32,32,32,32,775,1B,2B,Stolen Base 2B,572041,AJ Pollock,624133,Ranger Suárez,621035,Chris Taylor,L,Andrew Knapp,595284,1,0,4,True,2021-08-12,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
33,33,33,33,791,1B,2B,Stolen Base 2B,572041,AJ Pollock,605151,Archie Bradley,660813,Brusdar Graterol,R,Andrew Knapp,595284,2,6,7,True,2021-08-11,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
34,34,34,34,829,2B,3B,Stolen Base 3B,572041,AJ Pollock,672282,Reid Detmers,608369,Corey Seager,L,Max Stassi,545358,2,0,1,False,2021-08-08,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
35,35,35,35,957,2B,3B,Stolen Base 3B,572041,AJ Pollock,607188,Jake Faria,405395,Albert Pujols,R,Carson Kelly,608348,3,8,9,True,2021-07-31,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
36,36,36,36,995,1B,2B,Stolen Base 2B,572041,AJ Pollock,543101,Anthony DeSclafani,607461,Matt Beaty,R,Curt Casali,592200,0,4,3,True,2021-07-28,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
37,37,37,37,1038,2B,3B,Stolen Base 3B,572041,AJ Pollock,592351,Jon Gray,656716,Zach McKinstry,R,Elias Díaz,553869,1,2,4,False,2021-07-25,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
38,38,38,38,2428,1B,2B,Stolen Base 2B,572041,AJ Pollock,607219,Sal Romano,670042,Luke Raley,R,Tyler Stephenson,663886,4,0,8,False,2021-04-28,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
39,39,39,39,2485,2B,3B,Stolen Base 3B,572041,AJ Pollock,605483,Blake Snell,641914,Sheldon Neuse,L,Victor Caratini,605170,2,2,4,False,2021-04-24,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
40,40,40,40,2340,2B,,Caught Stealing 3B,572041,AJ Pollock,606424,Jarlín García,621035,Chris Taylor,L,Buster Posey,457763,0,3,1,True,2021-09-04,Caught,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
41,41,41,41,2419,1B,2B,Stolen Base 2B,572041,AJ Pollock,445926,Jesse Chavez,621035,Chris Taylor,R,Travis d'Arnaud,518595,5,0,5,False,2021-08-30,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
42,42,42,42,2699,1B,2B,Stolen Base 2B,572041,AJ Pollock,624133,Ranger Suárez,621035,Chris Taylor,L,Andrew Knapp,595284,1,0,4,True,2021-08-12,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
43,43,43,43,2715,1B,2B,Stolen Base 2B,572041,AJ Pollock,605151,Archie Bradley,660813,Brusdar Graterol,R,Andrew Knapp,595284,2,6,7,True,2021-08-11,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
44,44,44,44,2753,2B,3B,Stolen Base 3B,572041,AJ Pollock,672282,Reid Detmers,608369,Corey Seager,L,Max Stassi,545358,2,0,1,False,2021-08-08,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
45,45,45,45,2881,2B,3B,Stolen Base 3B,572041,AJ Pollock,607188,Jake Faria,405395,Albert Pujols,R,Carson Kelly,608348,3,8,9,True,2021-07-31,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
46,46,46,46,2919,1B,2B,Stolen Base 2B,572041,AJ Pollock,543101,Anthony DeSclafani,607461,Matt Beaty,R,Curt Casali,592200,0,4,3,True,2021-07-28,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
47,47,47,47,2962,2B,3B,Stolen Base 3B,572041,AJ Pollock,592351,Jon Gray,656716,Zach McKinstry,R,Elias Díaz,553869,1,2,4,False,2021-07-25,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
48,48,48,48,4352,1B,2B,Stolen Base 2B,572041,AJ Pollock,607219,Sal Romano,670042,Luke Raley,R,Tyler Stephenson,663886,4,0,8,False,2021-04-28,Stolen,2B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
49,49,49,49,4409,2B,3B,Stolen Base 3B,572041,AJ Pollock,605483,Blake Snell,641914,Sheldon Neuse,L,Victor Caratini,605170,2,2,4,False,2021-04-24,Stolen,3B,2021,2022,27.8,2022,27.8,2022,27.8,2022,27.8
50,50,50,50,1349,1B,2B,Stolen Base 2B,572041,AJ Pollock,598264,Matt Barnes,547989,José Abreu,R,Kevin Plawecki,608700,2,4,9,True,2022-05-06,Stolen,2B,2022,2023,28.8,2023,28.8,2023,28.8,2023,28.8
51,51,51,51,12,2B,3B,Stolen Base 3B,572041,AJ Pollock,487675,Edward Paredes,518614,Daniel Descalso,L,Austin Barnes,605131,2,1,6,False,2018-05-03,Stolen,3B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
52,52,52,52,42,1B,2B,Stolen Base 2B,572041,AJ Pollock,608638,JT Chargois,572008,Chris Owings,R,Yasmani Grandal,518735,4,3,7,False,2018-05-01,Stolen,2B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
53,53,53,53,70,1B,,Caught Stealing 2B,572041,AJ Pollock,548389,Ross Stripling,518614,Daniel Descalso,R,Yasmani Grandal,518735,3,0,3,False,2018-04-30,Caught,2B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
54,54,54,54,195,1B,2B,Stolen Base 2B,572041,AJ Pollock,605441,Yacksel Ríos,518614,Daniel Descalso,R,Jorge Alfaro,595751,4,8,8,True,2018-04-24,Stolen,2B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
55,55,55,55,223,1B,2B,Stolen Base 2B,572041,AJ Pollock,664192,Joey Lucchesi,605113,Nick Ahmed,L,Austin Hedges,595978,3,0,4,False,2018-04-22,Stolen,2B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
56,56,56,56,224,2B,3B,Stolen Base 2B,572041,AJ Pollock,664192,Joey Lucchesi,605113,Nick Ahmed,L,Austin Hedges,595978,3,0,4,False,2018-04-22,Stolen,2B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
57,57,57,57,244,1B,,Caught Stealing 2B,572041,AJ Pollock,543475,Jordan Lyles,605113,Nick Ahmed,R,Austin Hedges,595978,6,2,7,False,2018-04-21,Caught,2B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
58,58,58,58,432,2B,3B,Stolen Base 3B,572041,AJ Pollock,595881,Tyler Beede,488671,Alex Avila,R,Buster Posey,457763,0,2,1,True,2018-04-10,Stolen,3B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
59,59,59,59,480,1B,2B,Stolen Base 2B,572041,AJ Pollock,544928,Tyler Lyons,518614,Daniel Descalso,L,Yadier Molina,425877,1,0,7,True,2018-04-08,Stolen,2B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
60,60,60,60,567,2B,3B,Stolen Base 3B,572041,AJ Pollock,622072,Alex Wood,572008,Chris Owings,L,Yasmani Grandal,518735,3,0,6,False,2018-04-04,Stolen,3B,2018,2019,28.0,2019,28.0,2019,28.0,2019,28.0
61,61,61,61,703,2B,3B,Stolen Base 3B,572041,AJ Pollock,473879,Sam Dyson,571757,Jeremy Hazelbaker,R,Nick Hundley,460026,2,3,9,False,2017-09-27,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
62,62,62,62,713,1B,2B,Caught Stealing 3B,572041,AJ Pollock,519043,Matt Moore,502671,Paul Goldschmidt,L,Tim Federowicz,543148,0,0,1,False,2017-09-26,Caught,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
63,63,63,63,956,1B,,Caught Stealing 2B,572041,AJ Pollock,608566,Germán Márquez,543302,Chris Herrmann,R,Jonathan Lucroy,518960,1,0,2,False,2017-09-13,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
64,64,64,64,1068,1B,2B,Stolen Base 2B,572041,AJ Pollock,628317,Kenta Maeda,592273,Brandon Drury,R,Yasmani Grandal,518735,1,0,2,True,2017-09-06,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
65,65,65,65,1173,1B,2B,Stolen Base 2B,572041,AJ Pollock,493603,Adam Ottavino,502671,Paul Goldschmidt,R,Jonathan Lucroy,518960,2,4,7,True,2017-09-01,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
66,66,66,66,1411,1B,2B,Stolen Base 2B,572041,AJ Pollock,112526,Bartolo Colon,571875,Jake Lamb,R,Chris Gimenez,460269,0,0,1,True,2017-08-20,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
67,67,67,67,1475,1B,,Caught Stealing 2B,572041,AJ Pollock,571666,Mike Fiers,571875,Jake Lamb,R,Max Stassi,545358,0,0,1,True,2017-08-17,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
68,68,68,68,1483,1B,2B,Stolen Base 2B,572041,AJ Pollock,450203,Charlie Morton,571875,Jake Lamb,R,Juan Centeno,518542,1,1,3,True,2017-08-16,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
69,69,69,69,1762,1B,2B,Stolen Base 2B,572041,AJ Pollock,453562,Jake Arrieta,571875,Jake Lamb,R,Alex Avila,488671,0,2,6,True,2017-08-02,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
70,70,70,70,1864,1B,,Caught Stealing 2B,572041,AJ Pollock,596133,Luke Weaver,571875,Jake Lamb,R,Carson Kelly,608348,0,4,5,True,2017-07-27,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
71,71,71,71,1865,2B,,Caught Stealing 3B,572041,AJ Pollock,543779,Kevin Siegrist,502671,Paul Goldschmidt,L,Carson Kelly,608348,0,4,8,True,2017-07-27,Caught,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
72,72,72,72,2083,2B,3B,Stolen Base 3B,572041,AJ Pollock,571871,Ian Krol,571875,Jake Lamb,L,Kurt Suzuki,435559,2,3,6,True,2017-07-15,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
73,73,73,73,2115,1B,2B,Stolen Base 2B,572041,AJ Pollock,456701,Homer Bailey,502671,Paul Goldschmidt,R,Tucker Barnhart,571466,0,0,1,False,2017-07-09,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
74,74,74,74,2117,1B,2B,Stolen Base 2B,572041,AJ Pollock,456701,Homer Bailey,444482,David Peralta,R,Tucker Barnhart,571466,1,1,5,False,2017-07-09,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
75,75,75,75,3449,1B,2B,Stolen Base 2B,572041,AJ Pollock,543699,Tanner Roark,572008,Chris Owings,R,Jose Lobaton,446653,0,0,1,True,2017-05-02,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
76,76,76,76,3503,2B,3B,Stolen Base 3B,572041,AJ Pollock,542881,Tyler Anderson,571875,Jake Lamb,L,Tony Wolters,547172,0,0,1,False,2017-04-29,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
77,77,77,77,3517,2B,3B,Stolen Base 3B,572041,AJ Pollock,607536,Kyle Freeland,502671,Paul Goldschmidt,L,Dustin Garneau,572863,1,2,5,False,2017-04-28,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
78,78,78,78,3519,2B,3B,Stolen Base 3B,572041,AJ Pollock,493603,Adam Ottavino,572008,Chris Owings,R,Dustin Garneau,572863,1,3,7,False,2017-04-28,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
79,79,79,79,3561,1B,2B,Stolen Base 2B,572041,AJ Pollock,502239,Trevor Cahill,444482,David Peralta,R,Austin Hedges,595978,1,0,3,False,2017-04-26,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
80,80,80,80,3597,2B,3B,Stolen Base 3B,572041,AJ Pollock,453385,Clayton Richard,572008,Chris Owings,L,Austin Hedges,595978,6,1,4,False,2017-04-25,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
81,81,81,81,3598,1B,2B,Stolen Base 2B,572041,AJ Pollock,489334,Craig Stammen,572008,Chris Owings,R,Austin Hedges,595978,7,1,6,False,2017-04-25,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
82,82,82,82,3615,2B,3B,Stolen Base 3B,572041,AJ Pollock,600526,José Torres,572008,Chris Owings,L,Austin Hedges,595978,7,5,7,False,2017-04-24,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
83,83,83,83,3702,1B,2B,Stolen Base 2B,572041,AJ Pollock,543506,Brandon Maurer,502671,Paul Goldschmidt,R,Austin Hedges,595978,1,0,9,True,2017-04-19,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
84,84,84,84,3721,1B,2B,Stolen Base 2B,572041,AJ Pollock,489334,Craig Stammen,502671,Paul Goldschmidt,R,Austin Hedges,595978,1,3,5,True,2017-04-18,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
85,85,85,85,3738,1B,,Caught Stealing 2B,572041,AJ Pollock,435221,Brandon McCarthy,444482,David Peralta,R,Yasmani Grandal,518735,0,0,1,True,2017-04-17,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
86,86,86,86,3965,1B,,Caught Stealing 2B,572041,AJ Pollock,518715,Cory Gearrin,572008,Chris Owings,R,Buster Posey,457763,6,4,6,False,2017-04-05,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
87,87,87,87,3986,1B,2B,Stolen Base 2B,572041,AJ Pollock,502004,George Kontos,444482,David Peralta,R,Buster Posey,457763,4,8,7,False,2017-04-04,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
88,88,88,88,75,2B,3B,Stolen Base 3B,572041,AJ Pollock,473879,Sam Dyson,571757,Jeremy Hazelbaker,R,Nick Hundley,460026,2,3,9,False,2017-09-27,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
89,89,89,89,85,1B,2B,Caught Stealing 3B,572041,AJ Pollock,519043,Matt Moore,502671,Paul Goldschmidt,L,Tim Federowicz,543148,0,0,1,False,2017-09-26,Caught,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
90,90,90,90,328,1B,,Caught Stealing 2B,572041,AJ Pollock,608566,Germán Márquez,543302,Chris Herrmann,R,Jonathan Lucroy,518960,1,0,2,False,2017-09-13,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
91,91,91,91,440,1B,2B,Stolen Base 2B,572041,AJ Pollock,628317,Kenta Maeda,592273,Brandon Drury,R,Yasmani Grandal,518735,1,0,2,True,2017-09-06,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
92,92,92,92,545,1B,2B,Stolen Base 2B,572041,AJ Pollock,493603,Adam Ottavino,502671,Paul Goldschmidt,R,Jonathan Lucroy,518960,2,4,7,True,2017-09-01,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
93,93,93,93,783,1B,2B,Stolen Base 2B,572041,AJ Pollock,112526,Bartolo Colon,571875,Jake Lamb,R,Chris Gimenez,460269,0,0,1,True,2017-08-20,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
94,94,94,94,847,1B,,Caught Stealing 2B,572041,AJ Pollock,571666,Mike Fiers,571875,Jake Lamb,R,Max Stassi,545358,0,0,1,True,2017-08-17,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
95,95,95,95,855,1B,2B,Stolen Base 2B,572041,AJ Pollock,450203,Charlie Morton,571875,Jake Lamb,R,Juan Centeno,518542,1,1,3,True,2017-08-16,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
96,96,96,96,1134,1B,2B,Stolen Base 2B,572041,AJ Pollock,453562,Jake Arrieta,571875,Jake Lamb,R,Alex Avila,488671,0,2,6,True,2017-08-02,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
97,97,97,97,1236,1B,,Caught Stealing 2B,572041,AJ Pollock,596133,Luke Weaver,571875,Jake Lamb,R,Carson Kelly,608348,0,4,5,True,2017-07-27,Caught,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
98,98,98,98,1237,2B,,Caught Stealing 3B,572041,AJ Pollock,543779,Kevin Siegrist,502671,Paul Goldschmidt,L,Carson Kelly,608348,0,4,8,True,2017-07-27,Caught,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
99,99,99,99,1455,2B,3B,Stolen Base 3B,572041,AJ Pollock,571871,Ian Krol,571875,Jake Lamb,L,Kurt Suzuki,435559,2,3,6,True,2017-07-15,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
100,100,100,100,1487,1B,2B,Stolen Base 2B,572041,AJ Pollock,456701,Homer Bailey,502671,Paul Goldschmidt,R,Tucker Barnhart,571466,0,0,1,False,2017-07-09,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
101,101,101,101,1489,1B,2B,Stolen Base 2B,572041,AJ Pollock,456701,Homer Bailey,444482,David Peralta,R,Tucker Barnhart,571466,1,1,5,False,2017-07-09,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
102,102,102,102,2821,1B,2B,Stolen Base 2B,572041,AJ Pollock,543699,Tanner Roark,572008,Chris Owings,R,Jose Lobaton,446653,0,0,1,True,2017-05-02,Stolen,2B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
103,103,103,103,2875,2B,3B,Stolen Base 3B,572041,AJ Pollock,542881,Tyler Anderson,571875,Jake Lamb,L,Tony Wolters,547172,0,0,1,False,2017-04-29,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
104,104,104,104,2889,2B,3B,Stolen Base 3B,572041,AJ Pollock,607536,Kyle Freeland,502671,Paul Goldschmidt,L,Dustin Garneau,572863,1,2,5,False,2017-04-28,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
105,105,105,105,2891,2B,3B,Stolen Base 3B,572041,AJ Pollock,493603,Adam Ottavino,572008,Chris Owings,R,Dustin Garneau,572863,1,3,7,False,2017-04-28,Stolen,3B,2017,2018,28.2,2018,28.2,2018,28.2,2018,28.2
