,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,85,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,643338,Chad Green,545341,Randal Grichuk,R,Gary Sánchez,596142,4,0,7,False,2020-09-24,Stolen,2B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
1,1,1,1,1,588,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,491624,César Valdez,605233,Derek Fisher,R,Chance Sisco,642082,5,0,5,False,2020-08-29,Stolen,2B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
2,2,2,2,2,721,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,664126,Pete Fairbanks,643376,Danny Jansen,R,Michael Pérez,605421,3,2,6,True,2020-08-23,Stolen,2B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
3,3,3,3,3,722,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,664126,Pete Fairbanks,643376,Danny Jansen,R,Michael Pérez,605421,3,2,6,True,2020-08-23,Stolen,3B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
4,4,4,4,4,1137,1B,,Caught Stealing 2B,606192,Teoscar Hernández,607200,Erick Fedde,605233,Derek Fisher,R,Kurt Suzuki,435559,1,0,2,False,2020-07-30,Caught,2B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
5,5,5,5,5,1171,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,501789,Will Harris,665489,Vladimir Guerrero Jr.,R,Yan Gomes,543228,1,3,8,True,2020-07-28,Stolen,3B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
6,6,6,6,6,1197,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,552640,Andrew Kittredge,592273,Brandon Drury,R,Kevan Smith,607345,1,4,7,True,2020-07-26,Stolen,3B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
7,7,7,7,7,2928,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,643338,Chad Green,545341,Randal Grichuk,R,Gary Sánchez,596142,4,0,7,False,2020-09-24,Stolen,2B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
8,8,8,8,8,3431,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,491624,César Valdez,605233,Derek Fisher,R,Chance Sisco,642082,5,0,5,False,2020-08-29,Stolen,2B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
9,9,9,9,9,3564,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,664126,Pete Fairbanks,643376,Danny Jansen,R,Michael Pérez,605421,3,2,6,True,2020-08-23,Stolen,2B,2020,2021,28.5,2021,28.5,2021,28.5,2021,28.5,2021,28.5
