,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,2B,3B,Stolen Base 3B,679845,Nick Loftin,607074,Carlos Rodón,682515,Logan Porter,L,Austin Wells,669224,5,0,1,False,2023-09-29,Stolen,3B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
1,1,1,1,1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,596133,Luke Weaver,656305,Matt Chapman,R,Austin Wells,669224,0,0,2,False,2023-09-28,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
2,2,2,2,1B,2B,Stolen Base 2B,666182,Bo Bichette,669711,Greg Weissert,624415,Cavan Biggio,R,Austin Wells,669224,3,0,5,False,2023-09-28,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
3,3,3,3,1B,2B,Stolen Base 2B,662139,Daulton Varsho,666745,Jhony Brito,595281,Kevin Kiermaier,R,Austin Wells,669224,0,0,7,False,2023-09-26,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
4,4,4,4,1B,2B,Stolen Base 2B,572233,Christian Walker,669711,Greg Weissert,677950,Alek Thomas,R,Austin Wells,669224,2,2,5,True,2023-09-25,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
5,5,5,5,1B,2B,Stolen Base 2B,682998,Corbin Carroll,598286,Nick Ramirez,672515,Gabriel Moreno,L,Austin Wells,669224,2,3,7,True,2023-09-25,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
6,6,6,6,1B,2B,Stolen Base 2B,572233,Christian Walker,669711,Greg Weissert,677950,Alek Thomas,R,Austin Wells,669224,2,2,5,True,2023-09-23,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
7,7,7,7,1B,2B,Stolen Base 2B,682998,Corbin Carroll,598286,Nick Ramirez,672515,Gabriel Moreno,L,Austin Wells,669224,2,3,7,True,2023-09-23,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
8,8,8,8,1B,2B,Stolen Base 2B,593160,Whit Merrifield,650633,Michael King,662139,Daulton Varsho,R,Austin Wells,669224,0,1,7,True,2023-09-20,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
9,9,9,9,1B,2B,Stolen Base 2B,678894,Liover Peguero,681190,Randy Vásquez,656582,Connor Joe,R,Austin Wells,669224,3,2,7,False,2023-09-17,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
10,10,10,10,1B,2B,Stolen Base 2B,677800,Wilyer Abreu,669711,Greg Weissert,594807,Adam Duvall,R,Austin Wells,669224,1,0,6,False,2023-09-14,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
11,11,11,11,1B,2B,Stolen Base 2B,677800,Wilyer Abreu,669711,Greg Weissert,594807,Adam Duvall,R,Austin Wells,669224,1,0,6,False,2023-09-13,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
12,12,12,12,1B,2B,Stolen Base 2B,622569,Pablo Reyes,502083,Zach McAllister,649966,Luis Urías,R,Austin Wells,669224,1,2,6,False,2023-09-12,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
13,13,13,13,2B,3B,Stolen Base 3B,668930,Brice Turang,640454,Matt Krook,686217,Sal Frelick,L,Austin Wells,669224,2,5,9,True,2023-09-09,Stolen,3B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
14,14,14,14,1B,2B,Stolen Base 2B,621438,Tyrone Taylor,640454,Matt Krook,686217,Sal Frelick,L,Austin Wells,669224,2,5,9,True,2023-09-09,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
15,15,15,15,1B,2B,Stolen Base 2B,668930,Brice Turang,666745,Jhony Brito,655316,Andruw Monasterio,R,Austin Wells,669224,2,2,5,True,2023-09-08,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
16,16,16,16,1B,2B,Stolen Base 2B,661388,William Contreras,642528,Jonathan Loáisiga,467793,Carlos Santana,R,Austin Wells,669224,2,4,7,True,2023-09-08,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
17,17,17,17,1B,2B,Stolen Base 2B,668930,Brice Turang,669711,Greg Weissert,655316,Andruw Monasterio,R,Austin Wells,669224,2,7,8,True,2023-09-08,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
18,18,18,18,1B,,Caught Stealing 2B,643289,Mauricio Dubón,650633,Michael King,455117,Martín Maldonado,R,Austin Wells,669224,1,0,5,False,2023-09-03,Caught,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
19,19,19,19,2B,3B,Stolen Base 3B,679845,Nick Loftin,607074,Carlos Rodón,682515,Logan Porter,L,Austin Wells,669224,5,0,1,False,2023-09-29,Stolen,3B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
20,20,20,20,1B,2B,Stolen Base 2B,595281,Kevin Kiermaier,596133,Luke Weaver,656305,Matt Chapman,R,Austin Wells,669224,0,0,2,False,2023-09-28,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
21,21,21,21,1B,2B,Stolen Base 2B,666182,Bo Bichette,669711,Greg Weissert,624415,Cavan Biggio,R,Austin Wells,669224,3,0,5,False,2023-09-28,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
22,22,22,22,1B,2B,Stolen Base 2B,662139,Daulton Varsho,666745,Jhony Brito,595281,Kevin Kiermaier,R,Austin Wells,669224,0,0,7,False,2023-09-26,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
23,23,23,23,1B,2B,Stolen Base 2B,572233,Christian Walker,669711,Greg Weissert,677950,Alek Thomas,R,Austin Wells,669224,2,2,5,True,2023-09-25,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
24,24,24,24,1B,2B,Stolen Base 2B,682998,Corbin Carroll,598286,Nick Ramirez,672515,Gabriel Moreno,L,Austin Wells,669224,2,3,7,True,2023-09-25,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
25,25,25,25,1B,2B,Stolen Base 2B,572233,Christian Walker,669711,Greg Weissert,677950,Alek Thomas,R,Austin Wells,669224,2,2,5,True,2023-09-23,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
26,26,26,26,1B,2B,Stolen Base 2B,682998,Corbin Carroll,598286,Nick Ramirez,672515,Gabriel Moreno,L,Austin Wells,669224,2,3,7,True,2023-09-23,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
27,27,27,27,1B,2B,Stolen Base 2B,593160,Whit Merrifield,650633,Michael King,662139,Daulton Varsho,R,Austin Wells,669224,0,1,7,True,2023-09-20,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
28,28,28,28,1B,2B,Stolen Base 2B,678894,Liover Peguero,681190,Randy Vásquez,656582,Connor Joe,R,Austin Wells,669224,3,2,7,False,2023-09-17,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
29,29,29,29,1B,2B,Stolen Base 2B,677800,Wilyer Abreu,669711,Greg Weissert,594807,Adam Duvall,R,Austin Wells,669224,1,0,6,False,2023-09-14,Stolen,2B,2023,2024,27.7,2024,27.7,2024,27.7,2024,27.7
