,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,680869,Zack Gelof,693433,Bryan Woo,664913,Seth Brown,R,Brian O'Keefe,657247,0,0,1,True,2023-08-28,Stolen,2B,2023,2024,28.7
1,1B,2B,Stolen Base 2B,462101,Elvis Andrus,669923,George Kirby,650391,Eloy Jiménez,R,Brian O'Keefe,657247,1,0,3,False,2023-08-23,Stolen,2B,2023,2024,28.7
2,2B,3B,Stolen Base 3B,641313,Tim Anderson,623437,Justin Topa,462101,Elvis Andrus,R,Brian O'Keefe,657247,5,4,10,False,2023-08-23,Stolen,3B,2023,2024,28.7
3,1B,2B,Stolen Base 2B,514888,Jose Altuve,676106,Emerson Hancock,608324,Alex Bregman,R,Brian O'Keefe,657247,0,2,1,False,2023-08-20,Stolen,2B,2023,2024,28.7
4,1B,,Caught Stealing 2B,676801,Chas McCormick,623437,Justin Topa,572138,Jon Singleton,R,Brian O'Keefe,657247,6,7,7,False,2023-08-20,Caught,2B,2023,2024,28.7
5,1B,2B,Stolen Base 2B,680869,Zack Gelof,693433,Bryan Woo,664913,Seth Brown,R,Brian O'Keefe,657247,0,0,1,True,2023-08-28,Stolen,2B,2023,2024,28.7
6,1B,2B,Stolen Base 2B,462101,Elvis Andrus,669923,George Kirby,650391,Eloy Jiménez,R,Brian O'Keefe,657247,1,0,3,False,2023-08-23,Stolen,2B,2023,2024,28.7
7,2B,3B,Stolen Base 3B,641313,Tim Anderson,623437,Justin Topa,462101,Elvis Andrus,R,Brian O'Keefe,657247,5,4,10,False,2023-08-23,Stolen,3B,2023,2024,28.7
8,1B,2B,Stolen Base 2B,514888,Jose Altuve,676106,Emerson Hancock,608324,Alex Bregman,R,Brian O'Keefe,657247,0,2,1,False,2023-08-20,Stolen,2B,2023,2024,28.7
9,1B,,Caught Stealing 2B,676801,Chas McCormick,623437,Justin Topa,572138,Jon Singleton,R,Brian O'Keefe,657247,6,7,7,False,2023-08-20,Caught,2B,2023,2024,28.7
