,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,1B,2B,Stolen Base 2B,608336,Joey Gallo,571666,Mike Fiers,435063,Mike Napoli,R,Evan Gattis,594828,0,0,2,True,2017-08-29,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
1,1,1,1,1,1,1B,2B,Stolen Base 2B,596059,Rougned Odor,642564,Francis Martes,455139,Robinson Chirinos,R,Evan Gattis,594828,2,8,5,True,2017-08-29,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
2,2,2,2,2,2,1B,2B,Stolen Base 2B,545361,Mike Trout,543521,Collin McHugh,594777,Kole Calhoun,R,Evan Gattis,594828,1,2,6,False,2017-08-25,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
3,3,3,3,3,3,1B,2B,Stolen Base 2B,488721,Peter Bourjos,502381,Luke Gregerson,605480,Mallex Smith,R,Evan Gattis,594828,4,6,8,True,2017-08-01,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
4,4,4,4,4,4,1B,2B,Stolen Base 2B,435079,Ian Kinsler,606965,Chris Devenski,451192,James Adduci,R,Evan Gattis,594828,4,3,7,False,2017-07-29,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
5,5,5,5,5,5,1B,2B,Stolen Base 2B,457708,Justin Upton,502381,Luke Gregerson,408234,Miguel Cabrera,R,Evan Gattis,594828,4,3,8,False,2017-07-29,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
6,6,6,6,6,6,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502748,Brad Peacock,434563,Carlos Ruiz,R,Evan Gattis,594828,4,1,5,True,2017-07-18,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
7,7,7,7,7,7,1B,2B,Stolen Base 2B,434563,Carlos Ruiz,594056,Reymin Guduan,592325,Ben Gamel,L,Evan Gattis,594828,6,2,8,True,2017-07-18,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
8,8,8,8,8,8,1B,2B,Stolen Base 2B,591720,Ronald Torreyes,502381,Luke Gregerson,519222,Austin Romine,R,Evan Gattis,594828,2,5,6,True,2017-07-01,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
9,9,9,9,9,9,2B,3B,Stolen Base 3B,591720,Ronald Torreyes,502381,Luke Gregerson,474892,Chris Carter,R,Evan Gattis,594828,2,5,6,True,2017-07-01,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
10,10,10,10,10,10,1B,2B,Stolen Base 2B,544369,Didi Gregorius,500765,Dayan Díaz,452104,Chase Headley,R,Evan Gattis,594828,3,6,8,True,2017-07-01,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
11,11,11,11,11,11,1B,2B,Stolen Base 2B,595144,Jaycob Brugman,606965,Chris Devenski,489267,Adam Rosales,R,Evan Gattis,594828,2,1,6,True,2017-06-29,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
12,12,12,12,12,12,1B,2B,Stolen Base 2B,571745,Mitch Haniger,642564,Francis Martes,429664,Robinson Canó,R,Evan Gattis,594828,0,0,1,False,2017-06-25,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
13,13,13,13,13,13,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,502381,Luke Gregerson,628338,Guillermo Heredia,R,Evan Gattis,594828,2,8,9,False,2017-06-25,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
14,14,14,14,14,14,1B,2B,Stolen Base 2B,457727,Cameron Maybin,600944,David Paulino,594777,Kole Calhoun,R,Evan Gattis,594828,0,3,3,True,2017-06-11,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
15,15,15,15,15,15,1B,2B,Stolen Base 2B,458913,Eric Young Jr.,600944,David Paulino,457787,Danny Espinosa,R,Evan Gattis,594828,2,3,4,True,2017-06-11,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
16,16,16,16,16,16,2B,3B,Stolen Base 3B,592743,Andrelton Simmons,624586,James Hoyt,458913,Eric Young Jr.,R,Evan Gattis,594828,6,11,7,True,2017-06-11,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
17,17,17,17,17,17,1B,2B,Stolen Base 2B,457727,Cameron Maybin,500765,Dayan Díaz,594777,Kole Calhoun,R,Evan Gattis,594828,6,12,8,True,2017-06-11,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
18,18,18,18,18,18,2B,3B,Stolen Base 3B,462101,Elvis Andrus,502748,Brad Peacock,134181,Adrian Beltré,R,Evan Gattis,594828,1,7,6,False,2017-06-04,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
19,19,19,19,19,19,1B,2B,Stolen Base 2B,621439,Byron Buxton,624586,James Hoyt,572821,Brian Dozier,R,Evan Gattis,594828,2,5,5,False,2017-05-31,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
20,20,20,20,20,20,1B,,Caught Stealing 2B,429666,J.J. Hardy,605397,Joe Musgrove,452234,Seth Smith,R,Evan Gattis,594828,1,0,6,True,2017-05-26,Caught,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
21,21,21,21,21,21,1B,,Caught Stealing 2B,607385,Tyler Collins,606965,Chris Devenski,543484,Mikie Mahtook,R,Evan Gattis,594828,1,0,5,True,2017-05-22,Caught,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
22,22,22,22,22,22,1B,2B,Stolen Base 2B,605548,Bradley Zimmer,571666,Mike Fiers,596019,Francisco Lindor,R,Evan Gattis,594828,0,2,5,True,2017-05-20,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
23,23,23,23,23,23,2B,3B,Stolen Base 3B,543829,Dee Strange-Gordon,621121,Lance McCullers Jr.,592885,Christian Yelich,R,Evan Gattis,594828,0,1,5,False,2017-05-17,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
24,24,24,24,24,24,1B,,Caught Stealing 2B,542255,Ender Inciarte,605397,Joe Musgrove,408252,Brandon Phillips,R,Evan Gattis,594828,0,0,1,True,2017-05-10,Caught,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
25,25,25,25,25,25,1B,2B,Stolen Base 2B,457727,Cameron Maybin,571666,Mike Fiers,519184,Ben Revere,R,Evan Gattis,594828,1,0,2,False,2017-05-07,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
26,26,26,26,26,26,1B,2B,Stolen Base 2B,467793,Carlos Santana,571666,Mike Fiers,596019,Francisco Lindor,R,Evan Gattis,594828,1,3,3,False,2017-04-27,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
27,27,27,27,27,27,1B,,Caught Stealing 2B,608070,José Ramírez,501789,Will Harris,543401,Jason Kipnis,R,Evan Gattis,594828,4,3,8,False,2017-04-27,Caught,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
28,28,28,28,28,28,1B,2B,Stolen Base 2B,545361,Mike Trout,450203,Charlie Morton,594777,Kole Calhoun,R,Evan Gattis,594828,1,0,3,True,2017-04-17,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
29,29,29,29,29,29,1B,2B,Stolen Base 2B,547982,Leonys Martin,448609,Tony Sipp,572287,Mike Zunino,L,Evan Gattis,594828,3,0,6,False,2017-04-10,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
30,30,30,30,30,30,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,448609,Tony Sipp,460086,Alex Gordon,L,Evan Gattis,594828,0,2,7,True,2017-04-07,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
31,31,31,31,31,31,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,448609,Tony Sipp,460086,Alex Gordon,L,Evan Gattis,594828,0,2,7,True,2017-04-07,Stolen,3B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
32,32,32,32,32,32,1B,2B,Stolen Base 2B,456715,Lorenzo Cain,502748,Brad Peacock,461235,Brandon Moss,R,Evan Gattis,594828,1,5,9,True,2017-04-07,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
33,33,33,33,33,33,1B,2B,Stolen Base 2B,571745,Mitch Haniger,450203,Charlie Morton,429664,Robinson Canó,R,Evan Gattis,594828,0,0,1,True,2017-04-05,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
34,34,34,34,34,34,1B,2B,Stolen Base 2B,547982,Leonys Martin,593140,Michael Feliz,516416,Jean Segura,R,Evan Gattis,594828,0,2,7,True,2017-04-05,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
35,35,35,35,35,35,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,501789,Will Harris,547982,Leonys Martin,R,Evan Gattis,594828,2,2,12,True,2017-04-05,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
36,36,36,36,36,36,1B,2B,Stolen Base 2B,608336,Joey Gallo,571666,Mike Fiers,435063,Mike Napoli,R,Evan Gattis,594828,0,0,2,True,2017-08-29,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
37,37,37,37,37,37,1B,2B,Stolen Base 2B,596059,Rougned Odor,642564,Francis Martes,455139,Robinson Chirinos,R,Evan Gattis,594828,2,8,5,True,2017-08-29,Stolen,2B,2017,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6,2018,27.6
