,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,678009,Parker Meadows,671212,Joe Boyle,608348,Carson Kelly,R,Shea Langeliers,669127,2,1,4,True,2023-09-23,Stolen,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
1,1,1,1,1,1,1,1,1B,,Caught Stealing 2B,678009,Parker Meadows,695243,Mason Miller,668670,Jake Rogers,R,Shea Langeliers,669127,0,5,6,True,2023-09-21,Caught,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,621112,Paul Blackburn,553993,Eugenio Suárez,R,Shea Langeliers,669127,0,1,4,True,2023-09-19,Stolen,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,664059,Sam Haggerty,687922,Easton Lucas,664238,Dylan Moore,L,Shea Langeliers,669127,0,2,7,True,2023-09-19,Stolen,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,676609,José Caballero,676664,JP Sears,620443,Luis Torrens,L,Shea Langeliers,669127,0,4,6,True,2023-09-18,Stolen,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,640492,José Azocar,671212,Joe Boyle,676946,Matthew Batten,R,Shea Langeliers,669127,0,0,2,True,2023-09-17,Stolen,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
6,6,6,6,6,6,6,6,2B,3B,Stolen Base 3B,593428,Xander Bogaerts,656794,Sean Newcomb,669134,Luis Campusano,L,Shea Langeliers,669127,0,2,1,True,2023-09-15,Stolen,3B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,665742,Juan Soto,661309,Adrián Martínez,592518,Manny Machado,R,Shea Langeliers,669127,2,4,5,True,2023-09-15,Stolen,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,661309,Adrián Martínez,665487,Fernando Tatis Jr.,R,Shea Langeliers,669127,2,5,6,True,2023-09-15,Stolen,2B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
9,9,9,9,9,9,9,9,2B,3B,Stolen Base 3B,665487,Fernando Tatis Jr.,660906,Francisco Pérez,592518,Manny Machado,L,Shea Langeliers,669127,3,5,8,True,2023-09-15,Stolen,3B,2023,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3,2024,29.3
