,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
1684,1B,2B,Stolen Base 2B,518626,Josh Donaldson,544931,Stephen Strasburg,435263,Brian McCann,R,Kurt Suzuki,435559,3,0,6,False,2019-09-05,Stolen,2B
2419,1B,,Caught Stealing 2B,518626,Josh Donaldson,593833,Wander Suero,455976,Nick Markakis,R,Yan Gomes,543228,3,1,7,False,2019-07-19,Caught,2B
2497,1B,2B,Stolen Base 2B,518626,Josh Donaldson,622259,Trey Wingenter,455976,Nick Markakis,R,Francisco Mejía,642336,0,4,8,True,2019-07-14,Stolen,2B
2720,2B,3B,Stolen Base 3B,518626,Josh Donaldson,543022,Tyler Chatwood,663586,Austin Riley,R,Victor Caratini,605170,1,0,2,True,2019-06-27,Stolen,3B
3097,1B,2B,Stolen Base 2B,518626,Josh Donaldson,553878,Felipe Vázquez,455976,Nick Markakis,L,Elias Díaz,553869,3,1,8,True,2019-06-06,Stolen,2B
3850,1B,,Caught Stealing 2B,518626,Josh Donaldson,545333,Trevor Bauer,660670,Ronald Acuña Jr.,R,Roberto Pérez,547379,0,0,1,True,2019-04-20,Caught,2B
3859,1B,,Caught Stealing 2B,518626,Josh Donaldson,545333,Trevor Bauer,660670,Ronald Acuña Jr.,R,Roberto Pérez,547379,0,0,1,True,2019-04-19,Caught,2B
4527,1B,2B,Stolen Base 2B,518626,Josh Donaldson,544931,Stephen Strasburg,435263,Brian McCann,R,Kurt Suzuki,435559,3,0,6,False,2019-09-05,Stolen,2B
5262,1B,,Caught Stealing 2B,518626,Josh Donaldson,593833,Wander Suero,455976,Nick Markakis,R,Yan Gomes,543228,3,1,7,False,2019-07-19,Caught,2B
5340,1B,2B,Stolen Base 2B,518626,Josh Donaldson,622259,Trey Wingenter,455976,Nick Markakis,R,Francisco Mejía,642336,0,4,8,True,2019-07-14,Stolen,2B
5563,2B,3B,Stolen Base 3B,518626,Josh Donaldson,543022,Tyler Chatwood,663586,Austin Riley,R,Victor Caratini,605170,1,0,2,True,2019-06-27,Stolen,3B
5940,1B,2B,Stolen Base 2B,518626,Josh Donaldson,553878,Felipe Vázquez,455976,Nick Markakis,L,Elias Díaz,553869,3,1,8,True,2019-06-06,Stolen,2B
6693,1B,,Caught Stealing 2B,518626,Josh Donaldson,545333,Trevor Bauer,660670,Ronald Acuña Jr.,R,Roberto Pérez,547379,0,0,1,True,2019-04-20,Caught,2B
6702,1B,,Caught Stealing 2B,518626,Josh Donaldson,545333,Trevor Bauer,660670,Ronald Acuña Jr.,R,Roberto Pérez,547379,0,0,1,True,2019-04-19,Caught,2B
146,2B,3B,Stolen Base 3B,518626,Josh Donaldson,593140,Michael Feliz,624431,Jose Trevino,R,Christian Vázquez,543877,2,9,4,True,2022-07-08,Stolen,3B
694,1B,2B,Stolen Base 2B,518626,Josh Donaldson,661395,Jhoan Duran,650402,Gleyber Torres,R,Gary Sánchez,596142,7,8,7,True,2022-06-09,Stolen,2B
1567,1B,,Caught Stealing 2B,518626,Josh Donaldson,615698,Cal Quantrill,543305,Aaron Hicks,R,Austin Hedges,595978,0,0,2,False,2022-04-23,Caught,2B
6451,1B,2B,Stolen Base 2B,518626,Josh Donaldson,544931,Stephen Strasburg,435263,Brian McCann,R,Kurt Suzuki,435559,3,0,6,False,2019-09-05,Stolen,2B
7186,1B,,Caught Stealing 2B,518626,Josh Donaldson,593833,Wander Suero,455976,Nick Markakis,R,Yan Gomes,543228,3,1,7,False,2019-07-19,Caught,2B
7264,1B,2B,Stolen Base 2B,518626,Josh Donaldson,622259,Trey Wingenter,455976,Nick Markakis,R,Francisco Mejía,642336,0,4,8,True,2019-07-14,Stolen,2B
