,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
185,1B,,Caught Stealing 2B,592450,Aaron Judge,592229,Dylan Covey,458731,Brett Gardner,R,Kevin Plawecki,608700,0,4,5,True,2020-09-19,Caught,2B
1534,1B,,Caught Stealing 2B,592450,Aaron Judge,621097,Jacob Waguespack,650402,Gleyber Torres,R,Danny Jansen,643376,0,0,1,True,2019-09-14,Caught,2B
1837,1B,2B,Stolen Base 2B,592450,Aaron Judge,543548,Tommy Milone,458731,Brett Gardner,L,Omar Narváez,553882,0,4,2,True,2019-08-26,Stolen,2B
3935,1B,2B,Stolen Base 2B,592450,Aaron Judge,519242,Chris Sale,572228,Luke Voit,L,Sandy León,506702,4,0,5,False,2019-04-16,Stolen,2B
4146,1B,,Caught Stealing 2B,592450,Aaron Judge,502171,Alex Cobb,572228,Luke Voit,R,Jesús Sucre,491696,0,0,1,True,2019-04-04,Caught,2B
4163,1B,2B,Stolen Base 2B,592450,Aaron Judge,571510,Matthew Boyd,572228,Luke Voit,L,John Hicks,543308,1,1,5,False,2019-04-03,Stolen,2B
549,1B,,Caught Stealing 2B,592450,Aaron Judge,518617,Jake Diekman,608336,Joey Gallo,L,Sean Murphy,669221,6,7,9,True,2021-08-26,Caught,2B
609,1B,2B,Stolen Base 2B,592450,Aaron Judge,660623,Huascar Ynoa,608336,Joey Gallo,R,William Contreras,661388,0,0,1,True,2021-08-23,Stolen,2B
692,1B,2B,Stolen Base 2B,592450,Aaron Judge,493603,Adam Ottavino,608336,Joey Gallo,R,Christian Vázquez,543877,4,1,7,False,2021-08-18,Stolen,2B
711,1B,2B,Stolen Base 2B,592450,Aaron Judge,543135,Nathan Eovaldi,608336,Joey Gallo,R,Kevin Plawecki,608700,2,0,5,False,2021-08-17,Stolen,2B
722,1B,2B,Caught Stealing 3B,592450,Aaron Judge,650671,José Quijada,608336,Joey Gallo,L,Max Stassi,545358,2,1,8,False,2021-08-16,Caught,3B
729,1B,2B,Stolen Base 2B,592450,Aaron Judge,614179,José Ruiz,608336,Joey Gallo,R,Seby Zavala,664874,0,3,6,True,2021-08-15,Stolen,2B
1001,1B,2B,Stolen Base 2B,592450,Aaron Judge,552640,Andrew Kittredge,518934,DJ LeMahieu,R,Francisco Mejía,642336,1,3,10,True,2021-07-28,Stolen,2B
1303,1B,2B,Stolen Base 2B,592450,Aaron Judge,656954,Justus Sheffield,596142,Gary Sánchez,L,Luis Torrens,620443,0,4,2,True,2021-07-06,Stolen,2B
1391,1B,2B,Caught Stealing 3B,592450,Aaron Judge,650671,José Quijada,608336,Joey Gallo,L,Max Stassi,545358,2,1,8,False,2021-07-01,Caught,3B
3028,1B,,Caught Stealing 2B,592450,Aaron Judge,592229,Dylan Covey,458731,Brett Gardner,R,Kevin Plawecki,608700,0,4,5,True,2020-09-19,Caught,2B
4377,1B,,Caught Stealing 2B,592450,Aaron Judge,621097,Jacob Waguespack,650402,Gleyber Torres,R,Danny Jansen,643376,0,0,1,True,2019-09-14,Caught,2B
4680,1B,2B,Stolen Base 2B,592450,Aaron Judge,543548,Tommy Milone,458731,Brett Gardner,L,Omar Narváez,553882,0,4,2,True,2019-08-26,Stolen,2B
6778,1B,2B,Stolen Base 2B,592450,Aaron Judge,519242,Chris Sale,572228,Luke Voit,L,Sandy León,506702,4,0,5,False,2019-04-16,Stolen,2B
6989,1B,,Caught Stealing 2B,592450,Aaron Judge,502171,Alex Cobb,572228,Luke Voit,R,Jesús Sucre,491696,0,0,1,True,2019-04-04,Caught,2B
7006,1B,2B,Stolen Base 2B,592450,Aaron Judge,571510,Matthew Boyd,572228,Luke Voit,L,John Hicks,543308,1,1,5,False,2019-04-03,Stolen,2B
3148,1B,2B,Stolen Base 2B,592450,Aaron Judge,605447,Jordan Romano,519203,Anthony Rizzo,R,Alejandro Kirk,672386,0,0,10,True,2023-05-17,Stolen,2B
3664,2B,,Caught Stealing 3B,592450,Aaron Judge,628317,Kenta Maeda,519203,Anthony Rizzo,R,Ryan Jeffers,680777,0,5,2,True,2023-04-26,Caught,3B
4117,1B,2B,Stolen Base 2B,592450,Aaron Judge,642585,Félix Bautista,519203,Anthony Rizzo,R,Adley Rutschman,668939,7,6,9,True,2023-04-07,Stolen,2B
4127,1B,2B,Stolen Base 2B,592450,Aaron Judge,642585,Félix Bautista,519203,Anthony Rizzo,R,Adley Rutschman,668939,7,6,9,True,2023-04-06,Stolen,2B
4162,1B,2B,Stolen Base 2B,592450,Aaron Judge,605400,Aaron Nola,650402,Gleyber Torres,R,J.T. Realmuto,592663,1,0,1,False,2023-04-05,Stolen,2B
46,1B,2B,Stolen Base 2B,592450,Aaron Judge,501985,Mike Minor,519203,Anthony Rizzo,L,Tyler Stephenson,663886,5,4,4,False,2022-07-13,Stolen,2B
182,1B,2B,Stolen Base 2B,592450,Aaron Judge,595881,Tyler Beede,572761,Matt Carpenter,R,Michael Pérez,605421,0,5,7,True,2022-07-06,Stolen,2B
288,1B,2B,Stolen Base 2B,592450,Aaron Judge,621593,Anthony Castro,650402,Gleyber Torres,R,Sandy León,506702,4,11,8,True,2022-07-02,Stolen,2B
294,1B,2B,Stolen Base 2B,592450,Aaron Judge,621593,Anthony Castro,650402,Gleyber Torres,R,Sandy León,506702,4,11,8,True,2022-07-01,Stolen,2B
483,1B,2B,Stolen Base 2B,592450,Aaron Judge,676534,Calvin Faucher,519203,Anthony Rizzo,R,René Pinto,650907,0,2,8,True,2022-06-20,Stolen,2B
550,1B,2B,Stolen Base 2B,592450,Aaron Judge,605538,Matt Wisler,519317,Giancarlo Stanton,R,Francisco Mejía,642336,0,0,4,False,2022-06-16,Stolen,2B
964,1B,2B,Stolen Base 2B,592450,Aaron Judge,657044,Ryan Thompson,650402,Gleyber Torres,R,Mike Zunino,572287,0,1,6,True,2022-05-26,Stolen,2B
1397,1B,2B,Stolen Base 2B,592450,Aaron Judge,548389,Ross Stripling,519317,Giancarlo Stanton,R,Tyler Heineman,623168,0,0,1,True,2022-05-02,Stolen,2B
1677,1B,2B,Caught Stealing 3B,592450,Aaron Judge,669330,Tyler Wells,519203,Anthony Rizzo,R,Anthony Bemboom,621532,0,0,1,True,2022-04-16,Caught,3B
1782,1B,2B,Stolen Base 2B,592450,Aaron Judge,656557,Tanner Houck,608336,Joey Gallo,R,Kevin Plawecki,608700,0,2,1,False,2022-04-10,Stolen,2B
2473,1B,,Caught Stealing 2B,592450,Aaron Judge,518617,Jake Diekman,608336,Joey Gallo,L,Sean Murphy,669221,6,7,9,True,2021-08-26,Caught,2B
2533,1B,2B,Stolen Base 2B,592450,Aaron Judge,660623,Huascar Ynoa,608336,Joey Gallo,R,William Contreras,661388,0,0,1,True,2021-08-23,Stolen,2B
2616,1B,2B,Stolen Base 2B,592450,Aaron Judge,493603,Adam Ottavino,608336,Joey Gallo,R,Christian Vázquez,543877,4,1,7,False,2021-08-18,Stolen,2B
2635,1B,2B,Stolen Base 2B,592450,Aaron Judge,543135,Nathan Eovaldi,608336,Joey Gallo,R,Kevin Plawecki,608700,2,0,5,False,2021-08-17,Stolen,2B
2646,1B,2B,Caught Stealing 3B,592450,Aaron Judge,650671,José Quijada,608336,Joey Gallo,L,Max Stassi,545358,2,1,8,False,2021-08-16,Caught,3B
2653,1B,2B,Stolen Base 2B,592450,Aaron Judge,614179,José Ruiz,608336,Joey Gallo,R,Seby Zavala,664874,0,3,6,True,2021-08-15,Stolen,2B
2925,1B,2B,Stolen Base 2B,592450,Aaron Judge,552640,Andrew Kittredge,518934,DJ LeMahieu,R,Francisco Mejía,642336,1,3,10,True,2021-07-28,Stolen,2B
3227,1B,2B,Stolen Base 2B,592450,Aaron Judge,656954,Justus Sheffield,596142,Gary Sánchez,L,Luis Torrens,620443,0,4,2,True,2021-07-06,Stolen,2B
3315,1B,2B,Caught Stealing 3B,592450,Aaron Judge,650671,José Quijada,608336,Joey Gallo,L,Max Stassi,545358,2,1,8,False,2021-07-01,Caught,3B
4952,1B,,Caught Stealing 2B,592450,Aaron Judge,592229,Dylan Covey,458731,Brett Gardner,R,Kevin Plawecki,608700,0,4,5,True,2020-09-19,Caught,2B
6301,1B,,Caught Stealing 2B,592450,Aaron Judge,621097,Jacob Waguespack,650402,Gleyber Torres,R,Danny Jansen,643376,0,0,1,True,2019-09-14,Caught,2B
6604,1B,2B,Stolen Base 2B,592450,Aaron Judge,543548,Tommy Milone,458731,Brett Gardner,L,Omar Narváez,553882,0,4,2,True,2019-08-26,Stolen,2B
8702,1B,2B,Stolen Base 2B,592450,Aaron Judge,519242,Chris Sale,572228,Luke Voit,L,Sandy León,506702,4,0,5,False,2019-04-16,Stolen,2B
8913,1B,,Caught Stealing 2B,592450,Aaron Judge,502171,Alex Cobb,572228,Luke Voit,R,Jesús Sucre,491696,0,0,1,True,2019-04-04,Caught,2B
8930,1B,2B,Stolen Base 2B,592450,Aaron Judge,571510,Matthew Boyd,572228,Luke Voit,L,John Hicks,543308,1,1,5,False,2019-04-03,Stolen,2B
391,1B,2B,Stolen Base 2B,592450,Aaron Judge,571666,Mike Fiers,519317,Giancarlo Stanton,R,James McCann,543510,0,4,5,True,2018-04-13,Stolen,2B
492,1B,,Caught Stealing 2B,592450,Aaron Judge,503285,Darren O'Day,435522,Neil Walker,R,Caleb Joseph,543376,7,7,8,False,2018-04-08,Caught,2B
533,1B,2B,Stolen Base 2B,592450,Aaron Judge,606478,Pedro Araújo,596142,Gary Sánchez,R,Caleb Joseph,543376,3,3,13,False,2018-04-06,Stolen,2B
728,1B,2B,Stolen Base 2B,592450,Aaron Judge,475054,Chaz Roe,407812,Matt Holliday,R,Wilson Ramos,467092,4,1,2,False,2017-09-26,Stolen,2B
933,1B,2B,Stolen Base 2B,592450,Aaron Judge,612434,Miguel Castro,596142,Gary Sánchez,R,Welington Castillo,456078,2,2,5,False,2017-09-15,Stolen,2B
1359,1B,,Caught Stealing 2B,592450,Aaron Judge,519455,Jordan Zimmermann,544369,Didi Gregorius,R,John Hicks,543308,0,1,1,True,2017-08-23,Caught,2B
