,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,642547,Freddy Peralta,543939,Kolten Wong,R,Jacob Nottingham,641924,2,0,3,False,2020-09-27,Stolen,2B,2020,2021,29.6
1,1B,,Caught Stealing 2B,670084,Nick Heath,669203,Corbin Burnes,670032,Nicky Lopez,R,Jacob Nottingham,641924,0,0,3,True,2020-09-19,Caught,2B,2020,2021,29.6
2,1B,2B,Stolen Base 2B,641531,Hunter Dozier,605288,Adrian Houser,460086,Alex Gordon,R,Jacob Nottingham,641924,0,3,1,True,2020-09-18,Stolen,2B,2020,2021,29.6
3,1B,2B,Stolen Base 2B,521692,Salvador Perez,605288,Adrian Houser,596748,Maikel Franco,R,Jacob Nottingham,641924,0,4,3,True,2020-09-18,Stolen,2B,2020,2021,29.6
4,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,623437,Justin Topa,596748,Maikel Franco,R,Jacob Nottingham,641924,9,4,7,True,2020-09-18,Stolen,3B,2020,2021,29.6
5,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,669203,Corbin Burnes,446308,Matt Wieters,R,Jacob Nottingham,641924,0,0,4,True,2020-09-14,Stolen,2B,2020,2021,29.6
6,1B,,Caught Stealing 2B,608070,José Ramírez,474463,Brett Anderson,596019,Francisco Lindor,L,Jacob Nottingham,641924,1,0,3,False,2020-09-06,Caught,2B,2020,2021,29.6
7,1B,2B,Stolen Base 2B,592261,Delino DeShields,669203,Corbin Burnes,514917,César Hernández,R,Jacob Nottingham,641924,1,1,5,False,2020-09-04,Stolen,2B,2020,2021,29.6
8,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,669203,Corbin Burnes,446308,Matt Wieters,R,Jacob Nottingham,641924,0,0,4,True,2020-08-01,Stolen,2B,2020,2021,29.6
9,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,642547,Freddy Peralta,543939,Kolten Wong,R,Jacob Nottingham,641924,2,0,3,False,2020-09-27,Stolen,2B,2020,2021,29.6
10,1B,,Caught Stealing 2B,670084,Nick Heath,669203,Corbin Burnes,670032,Nicky Lopez,R,Jacob Nottingham,641924,0,0,3,True,2020-09-19,Caught,2B,2020,2021,29.6
11,1B,2B,Stolen Base 2B,641531,Hunter Dozier,605288,Adrian Houser,460086,Alex Gordon,R,Jacob Nottingham,641924,0,3,1,True,2020-09-18,Stolen,2B,2020,2021,29.6
12,1B,2B,Stolen Base 2B,521692,Salvador Perez,605288,Adrian Houser,596748,Maikel Franco,R,Jacob Nottingham,641924,0,4,3,True,2020-09-18,Stolen,2B,2020,2021,29.6
13,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,623437,Justin Topa,596748,Maikel Franco,R,Jacob Nottingham,641924,9,4,7,True,2020-09-18,Stolen,3B,2020,2021,29.6
14,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,669203,Corbin Burnes,446308,Matt Wieters,R,Jacob Nottingham,641924,0,0,4,True,2020-09-14,Stolen,2B,2020,2021,29.6
15,1B,,Caught Stealing 2B,608070,José Ramírez,474463,Brett Anderson,596019,Francisco Lindor,L,Jacob Nottingham,641924,1,0,3,False,2020-09-06,Caught,2B,2020,2021,29.6
16,1B,2B,Stolen Base 2B,592261,Delino DeShields,669203,Corbin Burnes,514917,César Hernández,R,Jacob Nottingham,641924,1,1,5,False,2020-09-04,Stolen,2B,2020,2021,29.6
17,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,669203,Corbin Burnes,446308,Matt Wieters,R,Jacob Nottingham,641924,0,0,4,True,2020-08-01,Stolen,2B,2020,2021,29.6
18,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,642547,Freddy Peralta,543939,Kolten Wong,R,Jacob Nottingham,641924,2,0,3,False,2020-09-27,Stolen,2B,2020,2021,29.6
19,1B,,Caught Stealing 2B,670084,Nick Heath,669203,Corbin Burnes,670032,Nicky Lopez,R,Jacob Nottingham,641924,0,0,3,True,2020-09-19,Caught,2B,2020,2021,29.6
20,1B,2B,Stolen Base 2B,641531,Hunter Dozier,605288,Adrian Houser,460086,Alex Gordon,R,Jacob Nottingham,641924,0,3,1,True,2020-09-18,Stolen,2B,2020,2021,29.6
21,1B,2B,Stolen Base 2B,521692,Salvador Perez,605288,Adrian Houser,596748,Maikel Franco,R,Jacob Nottingham,641924,0,4,3,True,2020-09-18,Stolen,2B,2020,2021,29.6
22,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,623437,Justin Topa,596748,Maikel Franco,R,Jacob Nottingham,641924,9,4,7,True,2020-09-18,Stolen,3B,2020,2021,29.6
23,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,669203,Corbin Burnes,446308,Matt Wieters,R,Jacob Nottingham,641924,0,0,4,True,2020-09-14,Stolen,2B,2020,2021,29.6
24,1B,,Caught Stealing 2B,608070,José Ramírez,474463,Brett Anderson,596019,Francisco Lindor,L,Jacob Nottingham,641924,1,0,3,False,2020-09-06,Caught,2B,2020,2021,29.6
25,1B,2B,Stolen Base 2B,592261,Delino DeShields,669203,Corbin Burnes,514917,César Hernández,R,Jacob Nottingham,641924,1,1,5,False,2020-09-04,Stolen,2B,2020,2021,29.6
26,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,669203,Corbin Burnes,446308,Matt Wieters,R,Jacob Nottingham,641924,0,0,4,True,2020-08-01,Stolen,2B,2020,2021,29.6
27,1B,2B,Stolen Base 2B,656541,Sam Hilliard,605288,Adrian Houser,453568,Charlie Blackmon,R,Jacob Nottingham,641924,0,2,1,False,2019-09-29,Stolen,2B,2019,2020,29.5
28,2B,3B,Stolen Base 3B,656541,Sam Hilliard,605288,Adrian Houser,453568,Charlie Blackmon,R,Jacob Nottingham,641924,0,2,1,False,2019-09-29,Stolen,3B,2019,2020,29.5
29,1B,2B,Stolen Base 2B,606132,Raimel Tapia,669203,Corbin Burnes,658069,Joshua Fuentes,R,Jacob Nottingham,641924,1,3,7,False,2019-09-29,Stolen,2B,2019,2020,29.5
30,1B,,Caught Stealing 2B,451594,Dexter Fowler,605288,Adrian Houser,502671,Paul Goldschmidt,R,Jacob Nottingham,641924,0,0,1,False,2019-09-13,Caught,2B,2019,2020,29.5
31,2B,3B,Stolen Base 3B,669242,Tommy Edman,642207,Devin Williams,451594,Dexter Fowler,R,Jacob Nottingham,641924,4,0,4,False,2019-09-13,Stolen,3B,2019,2020,29.5
32,1B,2B,Stolen Base 2B,664056,Harrison Bader,607188,Jake Faria,451594,Dexter Fowler,R,Jacob Nottingham,641924,5,0,6,False,2019-09-13,Stolen,2B,2019,2020,29.5
