,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
0,0,0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,605141,Mookie Betts,502042,Chris Archer,456030,Dustin Pedroia,R,Hank Conger,474233,0,0,1,False,2016-07-08,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
1,1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,571788,Brock Holt,502042,Chris Archer,431094,Aaron Hill,R,Hank Conger,474233,4,2,4,False,2016-07-08,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
2,2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,434670,Hanley Ramirez,502042,Chris Archer,598265,Jackie Bradley Jr.,R,Hank Conger,474233,4,4,6,False,2016-07-08,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
3,3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,605141,Mookie Betts,541640,Erasmo Ramírez,456030,Dustin Pedroia,R,Hank Conger,474233,5,4,7,False,2016-07-08,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
4,4,4,4,4,4,4,4,4,3B,score,Stolen Base Home,545361,Mike Trout,571670,Dylan Floro,592239,Todd Cunningham,R,Hank Conger,474233,0,4,8,True,2016-07-07,Stolen,Home,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
5,5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,405395,Albert Pujols,571670,Dylan Floro,592239,Todd Cunningham,R,Hank Conger,474233,0,4,8,True,2016-07-07,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
6,6,6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,457727,Cameron Maybin,592767,Drew Smyly,408234,Miguel Cabrera,L,Hank Conger,474233,0,0,4,True,2016-07-01,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
7,7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,449107,Mike Aviles,592767,Drew Smyly,543510,James McCann,L,Hank Conger,474233,0,1,5,True,2016-07-01,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
8,8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,461865,Andrew Romine,541640,Erasmo Ramírez,578428,Jose Iglesias,R,Hank Conger,474233,7,6,9,True,2016-06-30,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
9,9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,456030,Dustin Pedroia,445968,Dana Eveland,120074,David Ortiz,L,Hank Conger,474233,2,6,9,True,2016-06-28,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
10,10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,598265,Jackie Bradley Jr.,445968,Dana Eveland,543768,Travis Shaw,L,Hank Conger,474233,2,8,9,True,2016-06-28,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
11,11,11,11,11,11,11,11,11,1B,2B,Stolen Base 2B,435063,Mike Napoli,605483,Blake Snell,608070,José Ramírez,L,Hank Conger,474233,2,0,4,False,2016-06-21,Stolen,2B,2016,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9,2017,27.9
