,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
0,0,0,0,0,0,0,0,0,1005,1B,2B,Stolen Base 2B,346874,Juan Uribe,466948,Jean Machi,592239,Todd Cunningham,R,Andrew Susac,572180,0,4,8,True,2015-05-30,Stolen,2B,2015,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5
1,1,1,1,1,1,1,1,1,1905,1B,2B,Stolen Base 2B,346874,Juan Uribe,429783,Rafael Betancourt,457759,Justin Turner,R,Nick Hundley,460026,6,3,8,False,2015-04-18,Stolen,2B,2015,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5,2016,25.5
