,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
0,0,0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,607054,Jace Peterson,543294,Kyle Hendricks,669374,Keston Hiura,R,Jose Lobaton,446653,4,2,6,False,2021-06-28,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
1,1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,666158,Gavin Lux,667297,Tommy Nance,605131,Austin Barnes,R,Jose Lobaton,446653,6,1,5,False,2021-06-27,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
2,2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,453562,Jake Arrieta,516782,Starling Marte,R,Jose Lobaton,446653,0,0,1,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
3,3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,516782,Starling Marte,453562,Jake Arrieta,542583,Jesús Aguilar,R,Jose Lobaton,446653,0,1,1,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
4,4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,595751,Jorge Alfaro,453562,Jake Arrieta,542932,Jon Berti,R,Jose Lobaton,446653,0,4,2,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
5,5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,516782,Starling Marte,453562,Jake Arrieta,542583,Jesús Aguilar,R,Jose Lobaton,446653,0,4,3,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
6,6,6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,594807,Adam Duvall,676265,Cory Abbott,500743,Miguel Rojas,R,Jose Lobaton,446653,0,6,5,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
7,7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,542340,Jonathan Villar,476594,Robert Stock,596019,Francisco Lindor,R,Jose Lobaton,446653,0,0,1,False,2021-06-16,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
8,8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,607054,Jace Peterson,543294,Kyle Hendricks,669374,Keston Hiura,R,Jose Lobaton,446653,4,2,6,False,2021-06-28,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
9,9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,666158,Gavin Lux,667297,Tommy Nance,605131,Austin Barnes,R,Jose Lobaton,446653,6,1,5,False,2021-06-27,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
10,10,10,10,10,10,10,10,10,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,453562,Jake Arrieta,516782,Starling Marte,R,Jose Lobaton,446653,0,0,1,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
11,11,11,11,11,11,11,11,11,1B,2B,Stolen Base 2B,516782,Starling Marte,453562,Jake Arrieta,542583,Jesús Aguilar,R,Jose Lobaton,446653,0,1,1,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
12,12,12,12,12,12,12,12,12,1B,2B,Stolen Base 2B,595751,Jorge Alfaro,453562,Jake Arrieta,542932,Jon Berti,R,Jose Lobaton,446653,0,4,2,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
13,13,13,13,13,13,13,13,13,1B,2B,Stolen Base 2B,516782,Starling Marte,453562,Jake Arrieta,542583,Jesús Aguilar,R,Jose Lobaton,446653,0,4,3,True,2021-06-19,Stolen,2B,2021,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5,2022,28.5
