,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,669242,Tommy Edman,622088,Tejay Antone,543543,Brad Miller,R,Tyler Stephenson,663886,0,0,1,False,2020-09-12,Stolen,2B,2020,2021,28.9
1,1B,2B,Stolen Base 2B,543939,Kolten Wong,607237,Amir Garrett,669242,Tommy Edman,L,Tyler Stephenson,663886,6,1,6,False,2020-09-12,Stolen,2B,2020,2021,28.9
2,1B,2B,Stolen Base 2B,663538,Nico Hoerner,592804,Tyler Thornburg,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,5,False,2020-09-10,Stolen,2B,2020,2021,28.9
3,1B,,Caught Stealing 2B,571740,Billy Hamilton,596112,Robert Stephenson,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,7,False,2020-09-10,Caught,2B,2020,2021,28.9
4,1B,2B,Stolen Base 2B,669242,Tommy Edman,622088,Tejay Antone,543543,Brad Miller,R,Tyler Stephenson,663886,0,0,1,False,2020-09-12,Stolen,2B,2020,2021,28.9
5,1B,2B,Stolen Base 2B,543939,Kolten Wong,607237,Amir Garrett,669242,Tommy Edman,L,Tyler Stephenson,663886,6,1,6,False,2020-09-12,Stolen,2B,2020,2021,28.9
6,1B,2B,Stolen Base 2B,663538,Nico Hoerner,592804,Tyler Thornburg,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,5,False,2020-09-10,Stolen,2B,2020,2021,28.9
7,1B,,Caught Stealing 2B,571740,Billy Hamilton,596112,Robert Stephenson,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,7,False,2020-09-10,Caught,2B,2020,2021,28.9
8,1B,2B,Stolen Base 2B,669242,Tommy Edman,622088,Tejay Antone,543543,Brad Miller,R,Tyler Stephenson,663886,0,0,1,False,2020-09-12,Stolen,2B,2020,2021,28.9
9,1B,2B,Stolen Base 2B,543939,Kolten Wong,607237,Amir Garrett,669242,Tommy Edman,L,Tyler Stephenson,663886,6,1,6,False,2020-09-12,Stolen,2B,2020,2021,28.9
10,1B,2B,Stolen Base 2B,663538,Nico Hoerner,592804,Tyler Thornburg,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,5,False,2020-09-10,Stolen,2B,2020,2021,28.9
11,1B,,Caught Stealing 2B,571740,Billy Hamilton,596112,Robert Stephenson,664023,Ian Happ,R,Tyler Stephenson,663886,7,3,7,False,2020-09-10,Caught,2B,2020,2021,28.9
12,1B,2B,Stolen Base 2B,673357,Luis Robert Jr.,543243,Sonny Gray,547989,José Abreu,R,Tyler Stephenson,663886,4,0,5,False,2021-09-29,Stolen,2B,2021,2022,28.7
13,1B,2B,Stolen Base 2B,592325,Ben Gamel,641816,Tyler Mahle,621028,Kevin Newman,R,Tyler Stephenson,663886,0,0,2,False,2021-09-16,Stolen,2B,2021,2022,28.7
14,1B,2B,Stolen Base 2B,660829,Hoy Park,608371,Lucas Sims,594694,Wilmer Difo,R,Tyler Stephenson,663886,0,1,7,False,2021-09-16,Stolen,2B,2021,2022,28.7
15,1B,2B,Stolen Base 2B,621028,Kevin Newman,571710,Mychal Givens,660829,Hoy Park,R,Tyler Stephenson,663886,0,1,9,False,2021-09-16,Stolen,2B,2021,2022,28.7
16,1B,2B,Stolen Base 2B,669242,Tommy Edman,543243,Sonny Gray,502671,Paul Goldschmidt,R,Tyler Stephenson,663886,2,0,6,False,2021-09-12,Stolen,2B,2021,2022,28.7
17,1B,2B,Stolen Base 2B,543257,Robbie Grossman,622491,Luis Castillo,600869,Jeimer Candelario,R,Tyler Stephenson,663886,0,2,6,True,2021-09-05,Stolen,2B,2021,2022,28.7
18,2B,,Caught Stealing 3B,650489,Willi Castro,571710,Mychal Givens,570731,Jonathan Schoop,R,Tyler Stephenson,663886,3,8,6,True,2021-09-03,Caught,3B,2021,2022,28.7
19,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,661269,Vladimir Gutierrez,660821,Jesús Sánchez,R,Tyler Stephenson,663886,1,1,4,True,2021-08-22,Stolen,2B,2021,2022,28.7
20,1B,,Caught Stealing 2B,500743,Miguel Rojas,622491,Luis Castillo,656371,Isan Díaz,R,Tyler Stephenson,663886,0,0,1,True,2021-08-19,Caught,2B,2021,2022,28.7
21,1B,,Caught Stealing 2B,461865,Andrew Romine,663574,Tony Santillan,641684,Michael Hermosillo,R,Tyler Stephenson,663886,1,2,9,True,2021-08-17,Caught,2B,2021,2022,28.7
22,1B,2B,Stolen Base 2B,621020,Dansby Swanson,661269,Vladimir Gutierrez,594807,Adam Duvall,R,Tyler Stephenson,663886,1,0,1,False,2021-08-12,Stolen,2B,2021,2022,28.7
23,1B,2B,Stolen Base 2B,621028,Kevin Newman,543243,Sonny Gray,668804,Bryan Reynolds,R,Tyler Stephenson,663886,0,0,1,True,2021-08-05,Stolen,2B,2021,2022,28.7
24,1B,2B,Stolen Base 2B,669242,Tommy Edman,658305,Edgar García,668800,Andrew Knizner,R,Tyler Stephenson,663886,3,4,6,True,2021-07-23,Stolen,2B,2021,2022,28.7
25,1B,2B,Stolen Base 2B,643446,Jeff McNeil,658305,Edgar García,607455,Anthony Banda,R,Tyler Stephenson,663886,10,11,11,True,2021-07-19,Stolen,2B,2021,2022,28.7
26,1B,2B,Stolen Base 2B,592885,Christian Yelich,592390,Heath Hembree,541645,Avisaíl García,R,Tyler Stephenson,663886,3,3,9,True,2021-07-17,Stolen,2B,2021,2022,28.7
27,1B,2B,Stolen Base 2B,607054,Jace Peterson,607237,Amir Garrett,598265,Jackie Bradley Jr.,L,Tyler Stephenson,663886,1,1,6,False,2021-07-11,Stolen,2B,2021,2022,28.7
28,1B,,Caught Stealing 2B,642715,Willy Adames,448281,Sean Doolittle,553882,Omar Narváez,L,Tyler Stephenson,663886,1,1,7,False,2021-07-11,Caught,2B,2021,2022,28.7
29,1B,2B,Stolen Base 2B,593643,Hanser Alberto,661269,Vladimir Gutierrez,641531,Hunter Dozier,R,Tyler Stephenson,663886,2,1,6,False,2021-07-05,Stolen,2B,2021,2022,28.7
30,1B,2B,Stolen Base 2B,595879,Javier Báez,489119,Wade Miley,545350,Jake Marisnick,L,Tyler Stephenson,663886,1,2,6,True,2021-07-04,Stolen,2B,2021,2022,28.7
31,1B,,Caught Stealing 2B,663757,Trent Grisham,622491,Luis Castillo,665487,Fernando Tatis Jr.,R,Tyler Stephenson,663886,0,0,1,True,2021-07-01,Caught,2B,2021,2022,28.7
32,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,542960,Brad Brach,592518,Manny Machado,R,Tyler Stephenson,663886,3,3,8,True,2021-07-01,Stolen,2B,2021,2022,28.7
33,1B,2B,Stolen Base 2B,592518,Manny Machado,542960,Brad Brach,543333,Eric Hosmer,R,Tyler Stephenson,663886,3,4,8,True,2021-07-01,Stolen,2B,2021,2022,28.7
34,1B,2B,Stolen Base 2B,502054,Tommy Pham,592390,Heath Hembree,665487,Fernando Tatis Jr.,R,Tyler Stephenson,663886,4,5,9,True,2021-06-29,Stolen,2B,2021,2022,28.7
35,1B,2B,Stolen Base 2B,664761,Alec Bohm,592390,Heath Hembree,663897,Luke Williams,R,Tyler Stephenson,663886,2,4,7,True,2021-06-28,Stolen,2B,2021,2022,28.7
36,1B,,Caught Stealing 2B,663586,Austin Riley,641816,Tyler Mahle,621020,Dansby Swanson,R,Tyler Stephenson,663886,0,0,2,True,2021-06-27,Caught,2B,2021,2022,28.7
37,1B,2B,Stolen Base 2B,645277,Ozzie Albies,661269,Vladimir Gutierrez,501659,Abraham Almonte,R,Tyler Stephenson,663886,0,0,4,True,2021-06-25,Stolen,2B,2021,2022,28.7
38,1B,2B,Stolen Base 2B,621020,Dansby Swanson,661269,Vladimir Gutierrez,661388,William Contreras,R,Tyler Stephenson,663886,0,0,4,True,2021-06-25,Stolen,2B,2021,2022,28.7
39,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,661269,Vladimir Gutierrez,518692,Freddie Freeman,R,Tyler Stephenson,663886,0,1,5,True,2021-06-25,Stolen,2B,2021,2022,28.7
40,1B,2B,Stolen Base 2B,596146,Max Kepler,542960,Brad Brach,593871,Jorge Polanco,R,Tyler Stephenson,663886,3,3,7,False,2021-06-21,Stolen,2B,2021,2022,28.7
41,1B,2B,Stolen Base 2B,666135,Alex Kirilloff,605521,Art Warren,680777,Ryan Jeffers,R,Tyler Stephenson,663886,3,3,8,False,2021-06-21,Stolen,2B,2021,2022,28.7
42,1B,2B,Stolen Base 2B,592518,Manny Machado,661269,Vladimir Gutierrez,543333,Eric Hosmer,R,Tyler Stephenson,663886,0,1,1,False,2021-06-19,Stolen,2B,2021,2022,28.7
43,2B,3B,Stolen Base 3B,598265,Jackie Bradley Jr.,622491,Luis Castillo,596129,Daniel Vogelbach,R,Tyler Stephenson,663886,0,0,6,False,2021-06-15,Stolen,3B,2021,2022,28.7
