,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
1939,1B,2B,Stolen Base 2B,667452,Corey Julks,669923,George Kirby,455117,Martín Maldonado,R,Cal Raleigh,663728,0,3,5,False,2023-07-06,Stolen,2B
2012,1B,2B,Stolen Base 2B,667452,Corey Julks,668970,Gavin Hollowell,608324,Alex Bregman,R,Elias Díaz,553869,3,0,7,False,2023-07-04,Stolen,2B
2042,1B,2B,Stolen Base 2B,667452,Corey Julks,657248,Glenn Otto,455117,Martín Maldonado,R,Jonah Heim,641680,5,10,5,True,2023-07-03,Stolen,2B
2196,1B,2B,Stolen Base 2B,667452,Corey Julks,518489,Ryan Brasier,676694,Jake Meyers,R,Will Smith,669257,1,4,7,True,2023-06-25,Stolen,2B
2318,1B,2B,Stolen Base 2B,667452,Corey Julks,608678,Dominic Leone,665161,Jeremy Peña,R,Omar Narváez,553882,4,4,3,False,2023-06-21,Stolen,2B
2558,1B,,Caught Stealing 2B,667452,Corey Julks,669456,Shane Bieber,608324,Alex Bregman,R,Cam Gallagher,595956,2,0,4,True,2023-06-11,Caught,2B
2563,1B,2B,Stolen Base 2B,667452,Corey Julks,663474,Triston McKenzie,676694,Jake Meyers,R,Mike Zunino,572287,1,3,2,True,2023-06-10,Stolen,2B
2565,1B,2B,Stolen Base 2B,667452,Corey Julks,663474,Triston McKenzie,676694,Jake Meyers,R,Mike Zunino,572287,1,4,4,True,2023-06-10,Stolen,2B
2673,1B,2B,Stolen Base 2B,667452,Corey Julks,592332,Kevin Gausman,676694,Jake Meyers,R,Alejandro Kirk,672386,0,1,2,True,2023-06-06,Stolen,2B
2674,1B,2B,Stolen Base 2B,667452,Corey Julks,592332,Kevin Gausman,643289,Mauricio Dubón,R,Alejandro Kirk,672386,3,1,5,True,2023-06-06,Stolen,2B
2931,1B,2B,Stolen Base 2B,667452,Corey Julks,621076,James Kaprielian,455117,Martín Maldonado,R,Carlos Pérez,542208,0,1,2,True,2023-05-26,Stolen,2B
3261,1B,2B,Stolen Base 2B,667452,Corey Julks,656629,Michael Kopech,676694,Jake Meyers,R,Seby Zavala,664874,1,1,4,True,2023-05-12,Stolen,2B
3262,1B,2B,Stolen Base 2B,667452,Corey Julks,666619,Gregory Santos,676694,Jake Meyers,R,Seby Zavala,664874,1,2,6,True,2023-05-12,Stolen,2B
3316,1B,2B,Stolen Base 2B,667452,Corey Julks,660271,Shohei Ohtani,676694,Jake Meyers,R,Matt Thaiss,642136,0,0,2,True,2023-05-09,Stolen,2B
3570,1B,2B,Stolen Base 2B,667452,Corey Julks,554430,Zack Wheeler,676694,Jake Meyers,R,J.T. Realmuto,592663,0,0,2,False,2023-04-29,Stolen,2B
3695,1B,2B,Stolen Base 2B,667452,Corey Julks,656876,Drew Rasmussen,682073,David Hensley,R,Francisco Mejía,642336,0,0,4,True,2023-04-25,Stolen,2B
3784,1B,,Caught Stealing 2B,667452,Corey Julks,623433,Nick Anderson,676694,Jake Meyers,R,Sean Murphy,669221,4,4,8,True,2023-04-21,Caught,2B
4054,1B,,Caught Stealing 2B,667452,Corey Julks,641816,Tyler Mahle,643289,Mauricio Dubón,R,Ryan Jeffers,680777,0,0,3,True,2023-04-09,Caught,2B
1282,1B,2B,Stolen Base 2B,667452,Corey Julks,657006,Justin Steele,673357,Luis Robert Jr.,L,Miguel Amaya,665804,1,0,4,False,2024-08-10,Stolen,2B
1322,1B,,Caught Stealing 2B,667452,Corey Julks,687863,Porter Hodge,686676,Korey Lee,R,Miguel Amaya,665804,6,7,8,False,2024-08-09,Caught,2B
1411,1B,2B,Stolen Base 2B,667452,Corey Julks,676664,JP Sears,642020,Chuckie Robinson,L,Shea Langeliers,669127,1,0,3,True,2024-08-05,Stolen,2B
2727,1B,2B,Stolen Base 2B,667452,Corey Julks,669711,Greg Weissert,670032,Nicky Lopez,R,Reese McGuire,624512,0,0,3,False,2024-06-09,Stolen,2B
3161,1B,2B,Stolen Base 2B,667452,Corey Julks,579328,Yusei Kikuchi,664901,Danny Mendick,L,Danny Jansen,643376,0,1,4,True,2024-05-21,Stolen,2B
3202,1B,2B,Stolen Base 2B,667452,Corey Julks,650893,Génesis Cabrera,650391,Eloy Jiménez,L,Danny Jansen,643376,7,3,8,True,2024-05-20,Stolen,2B
6353,1B,2B,Stolen Base 2B,667452,Corey Julks,669923,George Kirby,455117,Martín Maldonado,R,Cal Raleigh,663728,0,3,5,False,2023-07-06,Stolen,2B
6426,1B,2B,Stolen Base 2B,667452,Corey Julks,668970,Gavin Hollowell,608324,Alex Bregman,R,Elias Díaz,553869,3,0,7,False,2023-07-04,Stolen,2B
6456,1B,2B,Stolen Base 2B,667452,Corey Julks,657248,Glenn Otto,455117,Martín Maldonado,R,Jonah Heim,641680,5,10,5,True,2023-07-03,Stolen,2B
6610,1B,2B,Stolen Base 2B,667452,Corey Julks,518489,Ryan Brasier,676694,Jake Meyers,R,Will Smith,669257,1,4,7,True,2023-06-25,Stolen,2B
6732,1B,2B,Stolen Base 2B,667452,Corey Julks,608678,Dominic Leone,665161,Jeremy Peña,R,Omar Narváez,553882,4,4,3,False,2023-06-21,Stolen,2B
6972,1B,,Caught Stealing 2B,667452,Corey Julks,669456,Shane Bieber,608324,Alex Bregman,R,Cam Gallagher,595956,2,0,4,True,2023-06-11,Caught,2B
6977,1B,2B,Stolen Base 2B,667452,Corey Julks,663474,Triston McKenzie,676694,Jake Meyers,R,Mike Zunino,572287,1,3,2,True,2023-06-10,Stolen,2B
6979,1B,2B,Stolen Base 2B,667452,Corey Julks,663474,Triston McKenzie,676694,Jake Meyers,R,Mike Zunino,572287,1,4,4,True,2023-06-10,Stolen,2B
7087,1B,2B,Stolen Base 2B,667452,Corey Julks,592332,Kevin Gausman,676694,Jake Meyers,R,Alejandro Kirk,672386,0,1,2,True,2023-06-06,Stolen,2B
7088,1B,2B,Stolen Base 2B,667452,Corey Julks,592332,Kevin Gausman,643289,Mauricio Dubón,R,Alejandro Kirk,672386,3,1,5,True,2023-06-06,Stolen,2B
7345,1B,2B,Stolen Base 2B,667452,Corey Julks,621076,James Kaprielian,455117,Martín Maldonado,R,Carlos Pérez,542208,0,1,2,True,2023-05-26,Stolen,2B
7675,1B,2B,Stolen Base 2B,667452,Corey Julks,656629,Michael Kopech,676694,Jake Meyers,R,Seby Zavala,664874,1,1,4,True,2023-05-12,Stolen,2B
7676,1B,2B,Stolen Base 2B,667452,Corey Julks,666619,Gregory Santos,676694,Jake Meyers,R,Seby Zavala,664874,1,2,6,True,2023-05-12,Stolen,2B
7730,1B,2B,Stolen Base 2B,667452,Corey Julks,660271,Shohei Ohtani,676694,Jake Meyers,R,Matt Thaiss,642136,0,0,2,True,2023-05-09,Stolen,2B
7984,1B,2B,Stolen Base 2B,667452,Corey Julks,554430,Zack Wheeler,676694,Jake Meyers,R,J.T. Realmuto,592663,0,0,2,False,2023-04-29,Stolen,2B
8109,1B,2B,Stolen Base 2B,667452,Corey Julks,656876,Drew Rasmussen,682073,David Hensley,R,Francisco Mejía,642336,0,0,4,True,2023-04-25,Stolen,2B
8198,1B,,Caught Stealing 2B,667452,Corey Julks,623433,Nick Anderson,676694,Jake Meyers,R,Sean Murphy,669221,4,4,8,True,2023-04-21,Caught,2B
8468,1B,,Caught Stealing 2B,667452,Corey Julks,641816,Tyler Mahle,643289,Mauricio Dubón,R,Ryan Jeffers,680777,0,0,3,True,2023-04-09,Caught,2B
