,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,2B,Stolen Base 2B,595777,Jurickson Profar,643290,Justin Dunn,663757,Trent Grisham,R,Joseph Odom,641929,0,0,3,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
1,1,1,1,1B,2B,Stolen Base 2B,663757,Trent Grisham,643290,Justin Dunn,543333,Eric Hosmer,R,Joseph Odom,641929,0,0,3,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
2,2,2,2,1B,2B,Stolen Base 2B,571976,Wil Myers,643290,Justin Dunn,630105,Jake Cronenworth,R,Joseph Odom,641929,0,0,4,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
3,3,3,3,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,670990,Yohan Ramírez,519048,Mitch Moreland,R,Joseph Odom,641929,1,3,8,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
4,4,4,4,1B,2B,Stolen Base 2B,642772,Luis Alexander Basabe,621078,Brady Lail,527038,Wilmer Flores,R,Joseph Odom,641929,4,6,9,True,2020-09-17,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
5,5,5,5,1B,2B,Stolen Base 2B,642772,Luis Alexander Basabe,621078,Brady Lail,527038,Wilmer Flores,R,Joseph Odom,641929,4,6,9,True,2020-09-16,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
6,6,6,6,1B,2B,Stolen Base 2B,543257,Robbie Grossman,642231,Jimmy Yacabonis,621566,Matt Olson,R,Joseph Odom,641929,0,0,1,True,2020-09-14,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
7,7,7,7,1B,2B,Stolen Base 2B,543257,Robbie Grossman,621078,Brady Lail,621566,Matt Olson,R,Joseph Odom,641929,0,6,6,True,2020-09-14,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
8,8,8,8,1B,2B,Stolen Base 2B,662139,Daulton Varsho,643290,Justin Dunn,656976,Pavin Smith,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
9,9,9,9,2B,3B,Stolen Base 3B,662139,Daulton Varsho,643290,Justin Dunn,668942,Josh Rojas,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,3B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
10,10,10,10,1B,2B,Stolen Base 2B,656976,Pavin Smith,643290,Justin Dunn,668942,Josh Rojas,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
11,11,11,11,1B,,Caught Stealing 2B,643396,Isiah Kiner-Falefa,643290,Justin Dunn,425783,Shin-Soo Choo,R,Joseph Odom,641929,0,0,1,True,2020-09-06,Caught,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
12,12,12,12,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,643290,Justin Dunn,425783,Shin-Soo Choo,R,Joseph Odom,641929,2,1,3,True,2020-09-06,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
13,13,13,13,1B,2B,Stolen Base 2B,543257,Robbie Grossman,642231,Jimmy Yacabonis,621566,Matt Olson,R,Joseph Odom,641929,0,0,1,True,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
14,14,14,14,1B,2B,Stolen Base 2B,543257,Robbie Grossman,621078,Brady Lail,621566,Matt Olson,R,Joseph Odom,641929,0,6,6,True,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
15,15,15,15,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,643290,Justin Dunn,543685,Anthony Rendon,R,Joseph Odom,641929,0,0,1,False,2020-08-30,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
16,16,16,16,1B,2B,Stolen Base 2B,650859,Luis Rengifo,643290,Justin Dunn,660271,Shohei Ohtani,R,Joseph Odom,641929,0,0,6,False,2020-08-30,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
17,17,17,17,1B,2B,Stolen Base 2B,595981,Scott Heineman,676606,Nick Margevicius,669256,Nick Solak,L,Joseph Odom,641929,5,0,3,True,2020-08-21,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
18,18,18,18,1B,2B,Stolen Base 2B,605141,Mookie Betts,579328,Yusei Kikuchi,457759,Justin Turner,L,Joseph Odom,641929,1,4,5,True,2020-08-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
19,19,19,19,1B,2B,Stolen Base 2B,455117,Martín Maldonado,656954,Justus Sheffield,543807,George Springer,L,Joseph Odom,641929,2,2,4,False,2020-08-16,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
20,20,20,20,1B,2B,Stolen Base 2B,595777,Jurickson Profar,643290,Justin Dunn,663757,Trent Grisham,R,Joseph Odom,641929,0,0,3,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
21,21,21,21,1B,2B,Stolen Base 2B,663757,Trent Grisham,643290,Justin Dunn,543333,Eric Hosmer,R,Joseph Odom,641929,0,0,3,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
22,22,22,22,1B,2B,Stolen Base 2B,571976,Wil Myers,643290,Justin Dunn,630105,Jake Cronenworth,R,Joseph Odom,641929,0,0,4,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
23,23,23,23,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,670990,Yohan Ramírez,519048,Mitch Moreland,R,Joseph Odom,641929,1,3,8,True,2020-09-20,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
24,24,24,24,1B,2B,Stolen Base 2B,642772,Luis Alexander Basabe,621078,Brady Lail,527038,Wilmer Flores,R,Joseph Odom,641929,4,6,9,True,2020-09-17,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
25,25,25,25,1B,2B,Stolen Base 2B,642772,Luis Alexander Basabe,621078,Brady Lail,527038,Wilmer Flores,R,Joseph Odom,641929,4,6,9,True,2020-09-16,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
26,26,26,26,1B,2B,Stolen Base 2B,543257,Robbie Grossman,642231,Jimmy Yacabonis,621566,Matt Olson,R,Joseph Odom,641929,0,0,1,True,2020-09-14,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
27,27,27,27,1B,2B,Stolen Base 2B,543257,Robbie Grossman,621078,Brady Lail,621566,Matt Olson,R,Joseph Odom,641929,0,6,6,True,2020-09-14,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
28,28,28,28,1B,2B,Stolen Base 2B,662139,Daulton Varsho,643290,Justin Dunn,656976,Pavin Smith,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
29,29,29,29,2B,3B,Stolen Base 3B,662139,Daulton Varsho,643290,Justin Dunn,668942,Josh Rojas,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,3B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
30,30,30,30,1B,2B,Stolen Base 2B,656976,Pavin Smith,643290,Justin Dunn,668942,Josh Rojas,R,Joseph Odom,641929,1,2,2,False,2020-09-13,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
31,31,31,31,1B,,Caught Stealing 2B,643396,Isiah Kiner-Falefa,643290,Justin Dunn,425783,Shin-Soo Choo,R,Joseph Odom,641929,0,0,1,True,2020-09-06,Caught,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
32,32,32,32,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,643290,Justin Dunn,425783,Shin-Soo Choo,R,Joseph Odom,641929,2,1,3,True,2020-09-06,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
33,33,33,33,1B,2B,Stolen Base 2B,543257,Robbie Grossman,642231,Jimmy Yacabonis,621566,Matt Olson,R,Joseph Odom,641929,0,0,1,True,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
34,34,34,34,1B,2B,Stolen Base 2B,543257,Robbie Grossman,621078,Brady Lail,621566,Matt Olson,R,Joseph Odom,641929,0,6,6,True,2020-09-02,Stolen,2B,2020,2021,26.3,2021,26.3,2021,26.3,2021,26.3
