,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,622682,Victor Reyes,641540,Dane Dunning,593528,Jorge Bonifacio,R,Zack Collins,641470,1,0,4,True,2020-08-19,Stolen,2B,2020,2021,28.8
1,1B,2B,Stolen Base 2B,622682,Victor Reyes,641540,Dane Dunning,593528,Jorge Bonifacio,R,Zack Collins,641470,1,0,4,True,2020-08-19,Stolen,2B,2020,2021,28.8
2,1B,2B,Stolen Base 2B,622682,Victor Reyes,641540,Dane Dunning,593528,Jorge Bonifacio,R,Zack Collins,641470,1,0,4,True,2020-08-19,Stolen,2B,2020,2021,28.8
3,1B,2B,Stolen Base 2B,622682,Victor Reyes,446321,Ross Detwiler,474568,Jordy Mercer,L,Zack Collins,641470,1,2,3,True,2019-09-29,Stolen,2B,2019,2020,27.9
4,1B,2B,Stolen Base 2B,624577,Yasiel Puig,605359,Evan Marshall,656669,Jordan Luplow,R,Zack Collins,641470,5,3,6,True,2019-09-25,Stolen,2B,2019,2020,27.9
5,1B,2B,Stolen Base 2B,605480,Mallex Smith,592229,Dylan Covey,643418,Shed Long Jr.,R,Zack Collins,641470,3,2,2,False,2019-09-13,Stolen,2B,2019,2020,27.9
6,1B,,Caught Stealing 2B,643418,Shed Long Jr.,592229,Dylan Covey,641487,J.P. Crawford,R,Zack Collins,641470,3,2,2,False,2019-09-13,Caught,2B,2019,2020,27.9
7,1B,2B,Stolen Base 2B,605480,Mallex Smith,592229,Dylan Covey,643418,Shed Long Jr.,R,Zack Collins,641470,5,8,4,False,2019-09-13,Stolen,2B,2019,2020,27.9
8,1B,2B,Stolen Base 2B,607345,Kevan Smith,592229,Dylan Covey,664058,David Fletcher,R,Zack Collins,641470,2,2,2,True,2019-09-07,Stolen,2B,2019,2020,27.9
9,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,608334,Carson Fulmer,405395,Albert Pujols,R,Zack Collins,641470,2,7,4,True,2019-09-07,Stolen,2B,2019,2020,27.9
10,1B,2B,Stolen Base 2B,592348,Niko Goodrum,446321,Ross Detwiler,592206,Nick Castellanos,L,Zack Collins,641470,1,4,5,True,2019-07-03,Stolen,2B,2019,2020,27.9
11,1B,2B,Stolen Base 2B,462101,Elvis Andrus,592612,Josh Osich,608577,Nomar Mazara,L,Zack Collins,641470,4,4,5,False,2019-06-22,Stolen,2B,2019,2020,27.9
12,1B,2B,Stolen Base 2B,622682,Victor Reyes,446321,Ross Detwiler,474568,Jordy Mercer,L,Zack Collins,641470,1,2,3,True,2019-09-29,Stolen,2B,2019,2020,27.9
13,1B,2B,Stolen Base 2B,624577,Yasiel Puig,605359,Evan Marshall,656669,Jordan Luplow,R,Zack Collins,641470,5,3,6,True,2019-09-25,Stolen,2B,2019,2020,27.9
14,1B,2B,Stolen Base 2B,605480,Mallex Smith,592229,Dylan Covey,643418,Shed Long Jr.,R,Zack Collins,641470,3,2,2,False,2019-09-13,Stolen,2B,2019,2020,27.9
