,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,2B,,Caught Stealing 3B,608324,Alex Bregman,543056,Danny Coulombe,435263,Brian McCann,L,Bruce Maxwell,622194,5,0,3,False,2018-04-28,Caught,3B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,608665,Kendall Graveman,608597,Ronald Guzmán,R,Bruce Maxwell,622194,3,2,5,False,2018-04-25,Stolen,2B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,643217,Andrew Benintendi,595014,Blake Treinen,519048,Mitch Moreland,R,Bruce Maxwell,622194,1,1,8,True,2018-04-22,Stolen,2B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
3,3,3,3,3,3,3,3,1B,2B,Stolen Base 2B,660162,Yoán Moncada,592811,Andrew Triggs,547989,José Abreu,R,Bruce Maxwell,622194,0,0,1,True,2018-04-18,Stolen,2B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,547170,Nicky Delmonico,592811,Andrew Triggs,571602,Matt Davidson,R,Bruce Maxwell,622194,0,1,1,True,2018-04-18,Stolen,2B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,544725,Leury García,433586,Santiago Casilla,456078,Welington Castillo,R,Bruce Maxwell,622194,4,9,4,True,2018-04-18,Stolen,2B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
6,6,6,6,6,6,6,6,1B,2B,Stolen Base 2B,544725,Leury García,641941,Emilio Pagán,456078,Welington Castillo,R,Bruce Maxwell,622194,8,10,6,True,2018-04-18,Stolen,2B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
7,7,7,7,7,7,7,7,2B,3B,Stolen Base 3B,641313,Tim Anderson,595014,Blake Treinen,641553,Adam Engel,R,Bruce Maxwell,622194,11,11,9,True,2018-04-18,Stolen,3B,2018,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4,2019,27.4
8,8,8,8,8,8,8,8,1B,,Caught Stealing 2B,592685,Drew Robinson,501563,Simon Castro,596059,Rougned Odor,R,Bruce Maxwell,622194,5,0,3,False,2017-09-30,Caught,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,596059,Rougned Odor,434672,Chris Smith,592261,Delino DeShields,R,Bruce Maxwell,622194,5,0,4,False,2017-09-30,Stolen,2B,2017,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8,2018,27.8
