,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,1B,2B,Stolen Base 2B,642715,Willy Adames,657053,Touki Toussaint,595281,Kevin Kiermaier,R,William Contreras,661388,6,1,4,False,2020-07-27,Stolen,2B,2020,2021,28.0
1,1B,2B,Stolen Base 2B,542340,Jonathan Villar,554431,Tyler Matzek,572816,Corey Dickerson,L,William Contreras,661388,1,6,7,True,2020-07-21,Stolen,2B,2020,2021,28.0
2,1B,2B,Stolen Base 2B,642715,Willy Adames,657053,Touki Toussaint,595281,Kevin Kiermaier,R,William Contreras,661388,6,1,4,False,2020-07-27,Stolen,2B,2020,2021,28.0
3,1B,2B,Stolen Base 2B,542340,Jonathan Villar,554431,Tyler Matzek,572816,Corey Dickerson,L,William Contreras,661388,1,6,7,True,2020-07-21,Stolen,2B,2020,2021,28.0
4,1B,2B,Stolen Base 2B,642715,Willy Adames,657053,Touki Toussaint,595281,Kevin Kiermaier,R,William Contreras,661388,6,1,4,False,2020-07-27,Stolen,2B,2020,2021,28.0
5,1B,2B,Stolen Base 2B,542340,Jonathan Villar,554431,Tyler Matzek,572816,Corey Dickerson,L,William Contreras,661388,1,6,7,True,2020-07-21,Stolen,2B,2020,2021,28.0
6,1B,2B,Stolen Base 2B,592450,Aaron Judge,660623,Huascar Ynoa,608336,Joey Gallo,R,William Contreras,661388,0,0,1,True,2021-08-23,Stolen,2B,2021,2022,27.8
7,2B,3B,Stolen Base 3B,663697,Jonathan India,592767,Drew Smyly,663886,Tyler Stephenson,L,William Contreras,661388,1,2,6,False,2021-06-25,Stolen,3B,2021,2022,27.8
8,1B,2B,Stolen Base 2B,669242,Tommy Edman,669060,Bryse Wilson,502671,Paul Goldschmidt,R,William Contreras,661388,0,0,1,True,2021-06-20,Stolen,2B,2021,2022,27.8
9,1B,2B,Stolen Base 2B,669242,Tommy Edman,669060,Bryse Wilson,502671,Paul Goldschmidt,R,William Contreras,661388,0,0,1,True,2021-06-19,Stolen,2B,2021,2022,27.8
10,1B,,Caught Stealing 2B,592669,Hunter Renfroe,650828,Edgar Santana,543877,Christian Vázquez,R,William Contreras,661388,4,7,5,True,2021-06-15,Caught,2B,2021,2022,27.8
11,1B,2B,Stolen Base 2B,516782,Starling Marte,650828,Edgar Santana,542583,Jesús Aguilar,R,William Contreras,661388,4,2,8,False,2021-06-12,Stolen,2B,2021,2022,27.8
12,1B,2B,Stolen Base 2B,594807,Adam Duvall,650828,Edgar Santana,656371,Isan Díaz,R,William Contreras,661388,4,2,8,False,2021-06-12,Stolen,2B,2021,2022,27.8
13,1B,2B,Stolen Base 2B,543877,Christian Vázquez,592426,Luke Jackson,624414,Christian Arroyo,R,William Contreras,661388,7,4,6,False,2021-05-26,Stolen,2B,2021,2022,27.8
14,1B,2B,Stolen Base 2B,457727,Cameron Maybin,519293,Will Smith,543510,James McCann,L,William Contreras,661388,4,4,9,True,2021-05-19,Stolen,2B,2021,2022,27.8
15,1B,2B,Stolen Base 2B,596019,Francisco Lindor,657097,Jacob Webb,624413,Pete Alonso,R,William Contreras,661388,0,1,7,True,2021-05-17,Stolen,2B,2021,2022,27.8
16,2B,3B,Stolen Base 3B,622569,Pablo Reyes,621345,A.J. Minter,456715,Lorenzo Cain,L,William Contreras,661388,1,4,7,False,2021-05-15,Stolen,3B,2021,2022,27.8
17,1B,2B,Stolen Base 2B,598265,Jackie Bradley Jr.,621345,A.J. Minter,456715,Lorenzo Cain,L,William Contreras,661388,1,4,7,False,2021-05-15,Stolen,2B,2021,2022,27.8
18,1B,2B,Stolen Base 2B,624415,Cavan Biggio,608331,Max Fried,547943,Hyun Jin Ryu,L,William Contreras,661388,1,0,6,True,2021-05-12,Stolen,2B,2021,2022,27.8
19,1B,,Caught Stealing 2B,666971,Lourdes Gurriel Jr.,458708,Josh Tomlin,624415,Cavan Biggio,R,William Contreras,661388,1,4,9,True,2021-05-12,Caught,2B,2021,2022,27.8
20,1B,2B,Stolen Base 2B,641505,Jonathan Davis,592145,Jesse Biddle,666182,Bo Bichette,L,William Contreras,661388,3,5,9,True,2021-05-11,Stolen,2B,2021,2022,27.8
21,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,660623,Huascar Ynoa,664761,Alec Bohm,R,William Contreras,661388,0,1,1,True,2021-05-09,Stolen,2B,2021,2022,27.8
22,1B,2B,Stolen Base 2B,592450,Aaron Judge,660623,Huascar Ynoa,608336,Joey Gallo,R,William Contreras,661388,0,0,1,True,2021-08-23,Stolen,2B,2021,2022,27.8
23,2B,3B,Stolen Base 3B,663697,Jonathan India,592767,Drew Smyly,663886,Tyler Stephenson,L,William Contreras,661388,1,2,6,False,2021-06-25,Stolen,3B,2021,2022,27.8
24,1B,2B,Stolen Base 2B,669242,Tommy Edman,669060,Bryse Wilson,502671,Paul Goldschmidt,R,William Contreras,661388,0,0,1,True,2021-06-20,Stolen,2B,2021,2022,27.8
25,1B,2B,Stolen Base 2B,669242,Tommy Edman,669060,Bryse Wilson,502671,Paul Goldschmidt,R,William Contreras,661388,0,0,1,True,2021-06-19,Stolen,2B,2021,2022,27.8
26,1B,,Caught Stealing 2B,592669,Hunter Renfroe,650828,Edgar Santana,543877,Christian Vázquez,R,William Contreras,661388,4,7,5,True,2021-06-15,Caught,2B,2021,2022,27.8
27,1B,2B,Stolen Base 2B,516782,Starling Marte,650828,Edgar Santana,542583,Jesús Aguilar,R,William Contreras,661388,4,2,8,False,2021-06-12,Stolen,2B,2021,2022,27.8
28,1B,2B,Stolen Base 2B,594807,Adam Duvall,650828,Edgar Santana,656371,Isan Díaz,R,William Contreras,661388,4,2,8,False,2021-06-12,Stolen,2B,2021,2022,27.8
29,1B,2B,Stolen Base 2B,543877,Christian Vázquez,592426,Luke Jackson,624414,Christian Arroyo,R,William Contreras,661388,7,4,6,False,2021-05-26,Stolen,2B,2021,2022,27.8
30,1B,2B,Stolen Base 2B,457727,Cameron Maybin,519293,Will Smith,543510,James McCann,L,William Contreras,661388,4,4,9,True,2021-05-19,Stolen,2B,2021,2022,27.8
31,1B,2B,Stolen Base 2B,596019,Francisco Lindor,657097,Jacob Webb,624413,Pete Alonso,R,William Contreras,661388,0,1,7,True,2021-05-17,Stolen,2B,2021,2022,27.8
32,2B,3B,Stolen Base 3B,622569,Pablo Reyes,621345,A.J. Minter,456715,Lorenzo Cain,L,William Contreras,661388,1,4,7,False,2021-05-15,Stolen,3B,2021,2022,27.8
33,1B,2B,Stolen Base 2B,598265,Jackie Bradley Jr.,621345,A.J. Minter,456715,Lorenzo Cain,L,William Contreras,661388,1,4,7,False,2021-05-15,Stolen,2B,2021,2022,27.8
34,1B,2B,Stolen Base 2B,624415,Cavan Biggio,608331,Max Fried,547943,Hyun Jin Ryu,L,William Contreras,661388,1,0,6,True,2021-05-12,Stolen,2B,2021,2022,27.8
35,1B,,Caught Stealing 2B,666971,Lourdes Gurriel Jr.,458708,Josh Tomlin,624415,Cavan Biggio,R,William Contreras,661388,1,4,9,True,2021-05-12,Caught,2B,2021,2022,27.8
36,1B,2B,Stolen Base 2B,641505,Jonathan Davis,592145,Jesse Biddle,666182,Bo Bichette,L,William Contreras,661388,3,5,9,True,2021-05-11,Stolen,2B,2021,2022,27.8
37,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,660623,Huascar Ynoa,664761,Alec Bohm,R,William Contreras,661388,0,1,1,True,2021-05-09,Stolen,2B,2021,2022,27.8
38,1B,,Caught Stealing 2B,665877,José Fermín,607067,Colin Rea,691026,Masyn Winn,R,William Contreras,661388,1,4,9,True,2023-09-26,Caught,2B,2023,2024,27.4
39,1B,2B,Stolen Base 2B,669364,Xavier Edwards,642547,Freddy Peralta,624585,Jorge Soler,R,William Contreras,661388,1,0,2,False,2023-09-24,Stolen,2B,2023,2024,27.4
40,1B,2B,Stolen Base 2B,669364,Xavier Edwards,656266,J.B. Bukauskas,624585,Jorge Soler,R,William Contreras,661388,6,1,8,False,2023-09-24,Stolen,2B,2023,2024,27.4
41,1B,2B,Stolen Base 2B,650559,Bryan De La Cruz,606303,Joel Payamps,542932,Jon Berti,R,William Contreras,661388,5,4,8,False,2023-09-23,Stolen,2B,2023,2024,27.4
42,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,656730,Trevor Megill,502671,Paul Goldschmidt,R,William Contreras,661388,0,0,1,False,2023-09-19,Stolen,2B,2023,2024,27.4
43,2B,3B,Stolen Base 3B,676475,Alec Burleson,656730,Trevor Megill,571448,Nolan Arenado,R,William Contreras,661388,2,0,1,False,2023-09-19,Stolen,3B,2023,2024,27.4
44,1B,2B,Stolen Base 2B,696285,Jacob Young,665625,Elvis Peguero,682928,CJ Abrams,R,William Contreras,661388,5,4,7,True,2023-09-16,Stolen,2B,2023,2024,27.4
45,1B,2B,Stolen Base 2B,667472,Dane Myers,682842,Abner Uribe,607732,Jacob Stallings,R,William Contreras,661388,3,2,7,True,2023-09-14,Stolen,2B,2023,2024,27.4
46,1B,2B,Stolen Base 2B,621563,Joey Wendle,605540,Brandon Woodruff,663743,Nick Fortes,R,William Contreras,661388,1,0,2,True,2023-09-11,Stolen,2B,2023,2024,27.4
47,1B,2B,Stolen Base 2B,691176,Jasson Domínguez,682842,Abner Uribe,669224,Austin Wells,R,William Contreras,661388,2,2,6,False,2023-09-08,Stolen,2B,2023,2024,27.4
48,1B,2B,Stolen Base 2B,641943,Joshua Palacios,656730,Trevor Megill,663845,Alfonso Rivas III,R,William Contreras,661388,3,3,6,False,2023-09-06,Stolen,2B,2023,2024,27.4
49,1B,,Caught Stealing 2B,678225,Ji Hwan Bae,605540,Brandon Woodruff,668804,Bryan Reynolds,R,William Contreras,661388,0,0,1,False,2023-09-05,Caught,2B,2023,2024,27.4
50,1B,2B,Stolen Base 2B,607208,Trea Turner,607067,Colin Rea,547180,Bryce Harper,R,William Contreras,661388,0,1,1,True,2023-09-02,Stolen,2B,2023,2024,27.4
51,2B,3B,Stolen Base 3B,607208,Trea Turner,607067,Colin Rea,592206,Nick Castellanos,R,William Contreras,661388,0,1,1,True,2023-09-02,Stolen,3B,2023,2024,27.4
52,1B,2B,Stolen Base 2B,679032,Johan Rojas,642207,Devin Williams,607208,Trea Turner,R,William Contreras,661388,7,5,9,True,2023-09-02,Stolen,2B,2023,2024,27.4
