,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year,Sprint
0,0,0,0,0,0,0,0,0,1B,2B,Stolen Base 2B,623993,Anthony Santander,668678,Zac Gallen,656811,Ryan O'Hearn,R,Jose Herrera,645444,0,2,1,True,2023-09-03,Stolen,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
1,1,1,1,1,1,1,1,1,3B,,Caught Stealing Home,668939,Adley Rutschman,668678,Zac Gallen,663624,Ryan Mountcastle,R,Jose Herrera,645444,1,4,2,True,2023-09-03,Caught,Home,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
2,2,2,2,2,2,2,2,2,1B,2B,Stolen Base 2B,680574,Matt McLain,605200,Zach Davies,682829,Elly De La Cruz,R,Jose Herrera,645444,0,0,1,True,2023-08-26,Stolen,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
3,3,3,3,3,3,3,3,3,2B,3B,Stolen Base 3B,682829,Elly De La Cruz,656464,Kevin Ginkel,605361,Nick Martini,R,Jose Herrera,645444,4,2,8,True,2023-08-26,Stolen,3B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
4,4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,682622,Noelvi Marte,623149,Paul Sewald,666181,Will Benson,R,Jose Herrera,645444,4,2,9,True,2023-08-26,Stolen,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
5,5,5,5,5,5,5,5,5,1B,,Caught Stealing 2B,678662,Ezequiel Tovar,677944,Slade Cecconi,641857,Ryan McMahon,R,Jose Herrera,645444,1,2,1,False,2023-08-16,Caught,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
6,6,6,6,6,6,6,6,6,1B,,Caught Stealing 2B,621035,Chris Taylor,656464,Kevin Ginkel,681546,James Outman,R,Jose Herrera,645444,0,0,7,True,2023-08-09,Caught,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
7,7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,444482,David Peralta,612434,Miguel Castro,621035,Chris Taylor,R,Jose Herrera,645444,0,2,8,True,2023-08-09,Stolen,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
8,8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,650489,Willi Castro,518876,Merrill Kelly,608336,Joey Gallo,R,Jose Herrera,645444,2,2,6,False,2023-08-04,Stolen,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
9,9,9,9,9,9,9,9,9,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,674072,Tommy Henry,553993,Eugenio Suárez,L,Jose Herrera,645444,0,0,1,True,2023-07-28,Stolen,2B,2023,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0,2024,26.0
