,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x.3,Sprint_x.3,Current_Year_y.3,Sprint_y.3,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,0,0,0,0,0,0,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,605182,Mike Clevinger,665487,Fernando Tatis Jr.,R,Carlos Pérez,656024,0,0,1,True,2023-09-30,Stolen,3B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
1,1,1,1,1,1,1,1,1,1,1B,2B,Stolen Base 2B,665742,Juan Soto,605182,Mike Clevinger,665487,Fernando Tatis Jr.,R,Carlos Pérez,656024,0,0,1,True,2023-09-30,Stolen,2B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
2,2,2,2,2,2,2,2,2,2,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,671111,Sammy Peralta,665742,Juan Soto,L,Carlos Pérez,656024,0,6,6,True,2023-09-30,Stolen,3B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
3,3,3,3,3,3,3,3,3,3,1B,,Caught Stealing 2B,657041,Lane Thomas,656629,Michael Kopech,608841,Joey Meneses,R,Carlos Pérez,656024,1,0,1,False,2023-09-20,Caught,2B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
4,4,4,4,4,4,4,4,4,4,1B,2B,Stolen Base 2B,666906,Jake Alu,669947,Jesse Scholtens,682928,CJ Abrams,R,Carlos Pérez,656024,4,1,3,False,2023-09-20,Stolen,2B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
5,5,5,5,5,5,5,5,5,5,1B,2B,Stolen Base 2B,680118,Dairon Blanco,656629,Michael Kopech,672580,Maikel Garcia,R,Carlos Pérez,656024,9,10,9,True,2023-09-12,Stolen,2B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
6,6,6,6,6,6,6,6,6,6,2B,3B,Stolen Base 3B,680118,Dairon Blanco,656629,Michael Kopech,672580,Maikel Garcia,R,Carlos Pérez,656024,9,10,9,True,2023-09-12,Stolen,3B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
7,7,7,7,7,7,7,7,7,7,1B,2B,Stolen Base 2B,672580,Maikel Garcia,656629,Michael Kopech,521692,Salvador Perez,R,Carlos Pérez,656024,9,11,9,True,2023-09-12,Stolen,2B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
8,8,8,8,8,8,8,8,8,8,1B,2B,Stolen Base 2B,680118,Dairon Blanco,656629,Michael Kopech,672580,Maikel Garcia,R,Carlos Pérez,656024,9,10,9,True,2023-09-11,Stolen,2B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
9,9,9,9,9,9,9,9,9,9,2B,3B,Stolen Base 3B,680118,Dairon Blanco,656629,Michael Kopech,672580,Maikel Garcia,R,Carlos Pérez,656024,9,10,9,True,2023-09-11,Stolen,3B,2023,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3,2024,28.3
