,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year,Sprint
0,0,0,0,0,2B,3B,Stolen Base 3B,593871,Jorge Polanco,656954,Justus Sheffield,443558,Nelson Cruz,L,José Godoy,608422,0,2,3,True,2021-06-16,Stolen,3B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
1,1,1,1,1,1B,2B,Stolen Base 2B,605548,Bradley Zimmer,669302,Logan Gilbert,514917,César Hernández,R,José Godoy,608422,0,5,6,False,2021-06-13,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
2,2,2,2,2,1B,2B,Stolen Base 2B,642708,Amed Rosario,608716,Drew Steckenrider,608070,José Ramírez,R,José Godoy,608422,5,0,4,False,2021-06-11,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
3,3,3,3,3,1B,2B,Stolen Base 2B,666969,Adolis García,643290,Justin Dunn,669256,Nick Solak,R,José Godoy,608422,0,0,2,True,2021-05-29,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
4,4,4,4,4,1B,2B,Stolen Base 2B,608336,Joey Gallo,606160,Rafael Montero,669256,Nick Solak,R,José Godoy,608422,3,2,9,True,2021-05-29,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
5,5,5,5,5,2B,3B,Stolen Base 3B,593871,Jorge Polanco,656954,Justus Sheffield,443558,Nelson Cruz,L,José Godoy,608422,0,2,3,True,2021-06-16,Stolen,3B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
6,6,6,6,6,1B,2B,Stolen Base 2B,605548,Bradley Zimmer,669302,Logan Gilbert,514917,César Hernández,R,José Godoy,608422,0,5,6,False,2021-06-13,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
7,7,7,7,7,1B,2B,Stolen Base 2B,642708,Amed Rosario,608716,Drew Steckenrider,608070,José Ramírez,R,José Godoy,608422,5,0,4,False,2021-06-11,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
8,8,8,8,8,1B,2B,Stolen Base 2B,666969,Adolis García,643290,Justin Dunn,669256,Nick Solak,R,José Godoy,608422,0,0,2,True,2021-05-29,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
9,9,9,9,9,1B,2B,Stolen Base 2B,608336,Joey Gallo,606160,Rafael Montero,669256,Nick Solak,R,José Godoy,608422,3,2,9,True,2021-05-29,Stolen,2B,2021,2022,28.1,2022,28.1,2022,28.1,2022,28.1,2022,28.1
10,10,10,10,10,1B,2B,Stolen Base 2B,641313,Tim Anderson,502042,Chris Archer,518735,Yasmani Grandal,R,José Godoy,608422,0,1,3,True,2022-04-24,Stolen,2B,2022,2023,27.6,2023,27.6,2023,27.6,2023,27.6,2023,27.6
