,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,2B,Stolen Base 2B,641658,Garrett Hampson,621111,Walker Buehler,606132,Raimel Tapia,R,Russell Martin,431145,0,2,3,True,2019-09-21,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
1,1,1,1,1B,2B,Stolen Base 2B,606132,Raimel Tapia,621111,Walker Buehler,453568,Charlie Blackmon,R,Russell Martin,431145,0,3,3,True,2019-09-21,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
2,2,2,2,1B,2B,Stolen Base 2B,664041,Jaylin Davis,628711,Julio Urías,643289,Mauricio Dubón,L,Russell Martin,431145,0,0,2,True,2019-09-08,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
3,3,3,3,1B,2B,Stolen Base 2B,502481,Jarrod Dyson,664062,Tony Gonsolin,668942,Josh Rojas,R,Russell Martin,431145,0,0,1,False,2019-08-30,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
4,4,4,4,1B,2B,Stolen Base 2B,641796,Tim Locastro,554340,Yimi García,430945,Adam Jones,R,Russell Martin,431145,4,4,8,False,2019-08-30,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
5,5,5,5,1B,2B,Stolen Base 2B,571976,Wil Myers,445276,Kenley Jansen,594824,Greg Garcia,R,Russell Martin,431145,4,4,9,False,2019-08-28,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
6,6,6,6,1B,,Caught Stealing 2B,502481,Jarrod Dyson,628317,Kenta Maeda,606466,Ketel Marte,R,Russell Martin,431145,2,0,4,True,2019-08-10,Caught,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
7,7,7,7,1B,2B,Stolen Base 2B,606466,Ketel Marte,628317,Kenta Maeda,444482,David Peralta,R,Russell Martin,431145,2,0,4,True,2019-08-10,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
8,8,8,8,1B,2B,Stolen Base 2B,642336,Francisco Mejía,628711,Julio Urías,489334,Craig Stammen,L,Russell Martin,431145,6,6,6,True,2019-08-04,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
9,9,9,9,1B,2B,Stolen Base 2B,594809,Adam Eaton,445276,Kenley Jansen,543685,Anthony Rendon,R,Russell Martin,431145,1,4,9,False,2019-07-26,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
10,10,10,10,1B,,Caught Stealing 2B,664068,Scott Kingery,628711,Julio Urías,547180,Bryce Harper,L,Russell Martin,431145,0,1,3,False,2019-07-17,Caught,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
11,11,11,11,1B,2B,Stolen Base 2B,543877,Christian Vázquez,445276,Kenley Jansen,571788,Brock Holt,R,Russell Martin,431145,4,4,10,False,2019-07-14,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
12,12,12,12,1B,2B,Stolen Base 2B,518614,Daniel Descalso,445276,Kenley Jansen,595879,Javier Báez,R,Russell Martin,431145,3,2,9,True,2019-06-16,Stolen,2B,2019,2020,29.6,2020,29.6,2020,29.6,2020,29.6
