,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
18,18,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,607192,Tyler Glasnow,694384,Nolan Schanuel,R,René Pinto,650907,7,6,6,False,2023-08-19,Stolen,2B,2023,2024,28.7,2024,28.7
19,19,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,664126,Pete Fairbanks,545341,Randal Grichuk,R,René Pinto,650907,6,6,9,False,2023-08-18,Stolen,2B,2023,2024,28.7,2024,28.7
20,20,2B,3B,Stolen Base 3B,663457,Lars Nootbaar,687330,Kevin Kelly,571448,Nolan Arenado,R,René Pinto,650907,2,2,3,True,2023-08-09,Stolen,3B,2023,2024,28.7,2024,28.7
21,21,1B,,Caught Stealing 2B,669242,Tommy Edman,592094,Jason Adam,663457,Lars Nootbaar,R,René Pinto,650907,1,1,8,True,2023-08-08,Caught,2B,2023,2024,28.7,2024,28.7
22,22,2B,3B,Stolen Base 3B,670097,Zack Short,592094,Jason Adam,668670,Jake Rogers,R,René Pinto,650907,4,2,8,False,2023-08-05,Stolen,3B,2023,2024,28.7,2024,28.7
23,23,1B,,Caught Stealing 2B,683011,Anthony Volpe,541640,Erasmo Ramírez,666163,Ben Rortvedt,R,René Pinto,650907,5,2,6,False,2023-08-02,Caught,2B,2023,2024,28.7,2024,28.7
24,24,1B,2B,Stolen Base 2B,656185,Greg Allen,687330,Kevin Kelly,641343,Jake Bauers,R,René Pinto,650907,7,2,7,False,2023-08-02,Stolen,2B,2023,2024,28.7,2024,28.7
25,25,3B,score,Stolen Base Home,650402,Gleyber Torres,687330,Kevin Kelly,641343,Jake Bauers,R,René Pinto,650907,7,2,7,False,2023-08-02,Stolen,Home,2023,2024,28.7,2024,28.7
26,26,1B,2B,Stolen Base 2B,683011,Anthony Volpe,518617,Jake Diekman,666163,Ben Rortvedt,L,René Pinto,650907,7,2,8,False,2023-08-02,Stolen,2B,2023,2024,28.7,2024,28.7
27,27,1B,2B,Stolen Base 2B,665161,Jeremy Peña,663556,Shane McClanahan,663656,Kyle Tucker,L,René Pinto,650907,1,3,3,False,2023-07-28,Stolen,2B,2023,2024,28.7,2024,28.7
28,28,1B,2B,Stolen Base 2B,676059,Jordan Westburg,664126,Pete Fairbanks,669720,Austin Hays,R,René Pinto,650907,5,6,9,True,2023-07-22,Stolen,2B,2023,2024,28.7,2024,28.7
29,29,1B,2B,Stolen Base 2B,656305,Matt Chapman,621363,Colin Poche,672386,Alejandro Kirk,L,René Pinto,650907,5,6,8,True,2023-09-24,Stolen,2B,2023,2024,28.7,2024,28.7
30,30,1B,2B,Stolen Base 2B,543807,George Springer,607192,Tyler Glasnow,666182,Bo Bichette,R,René Pinto,650907,1,1,6,True,2023-09-22,Stolen,2B,2023,2024,28.7,2024,28.7
31,31,1B,2B,Stolen Base 2B,666182,Bo Bichette,607192,Tyler Glasnow,665489,Vladimir Guerrero Jr.,R,René Pinto,650907,1,1,6,True,2023-09-22,Stolen,2B,2023,2024,28.7,2024,28.7
32,32,2B,,Caught Stealing 3B,593160,Whit Merrifield,592094,Jason Adam,669289,Santiago Espinal,R,René Pinto,650907,2,5,9,True,2023-09-22,Caught,3B,2023,2024,28.7,2024,28.7
33,33,1B,2B,Stolen Base 2B,543305,Aaron Hicks,607192,Tyler Glasnow,602104,Ramón Urías,R,René Pinto,650907,4,0,4,False,2023-09-16,Stolen,2B,2023,2024,28.7,2024,28.7
34,34,1B,2B,Stolen Base 2B,668942,Josh Rojas,650644,Aaron Civale,657247,Brian O'Keefe,R,René Pinto,650907,1,4,4,True,2023-09-09,Stolen,2B,2023,2024,28.7,2024,28.7
35,35,1B,2B,Stolen Base 2B,664238,Dylan Moore,606965,Chris Devenski,677594,Julio Rodríguez,R,René Pinto,650907,2,4,7,True,2023-09-08,Stolen,2B,2023,2024,28.7,2024,28.7
36,36,1B,2B,Stolen Base 2B,596115,Trevor Story,607192,Tyler Glasnow,657136,Connor Wong,R,René Pinto,650907,2,1,5,True,2023-09-06,Stolen,2B,2023,2024,28.7,2024,28.7
37,37,1B,,Caught Stealing 2B,678882,Ceddanne Rafaela,621107,Zach Eflin,457759,Justin Turner,R,René Pinto,650907,0,0,1,True,2023-09-05,Caught,2B,2023,2024,28.7,2024,28.7
38,38,1B,,Caught Stealing 2B,596115,Trevor Story,541640,Erasmo Ramírez,678882,Ceddanne Rafaela,R,René Pinto,650907,5,6,11,True,2023-09-05,Caught,2B,2023,2024,28.7,2024,28.7
39,39,1B,2B,Stolen Base 2B,680757,Steven Kwan,621363,Colin Poche,647304,Josh Naylor,L,René Pinto,650907,2,2,7,False,2023-09-03,Stolen,2B,2023,2024,28.7,2024,28.7
40,40,1B,2B,Stolen Base 2B,665926,Andrés Giménez,518617,Jake Diekman,686823,Will Brennan,L,René Pinto,650907,4,4,5,False,2023-09-02,Stolen,2B,2023,2024,28.7,2024,28.7
41,41,2B,,Caught Stealing 3B,665926,Andrés Giménez,518617,Jake Diekman,686823,Will Brennan,L,René Pinto,650907,4,4,5,False,2023-09-02,Caught,3B,2023,2024,28.7,2024,28.7
42,42,2B,3B,Stolen Base 3B,664702,Myles Straw,606965,Chris Devenski,666310,Bo Naylor,R,René Pinto,650907,5,6,11,False,2023-09-02,Stolen,3B,2023,2024,28.7,2024,28.7
43,43,1B,2B,Stolen Base 2B,680757,Steven Kwan,607192,Tyler Glasnow,594777,Kole Calhoun,R,René Pinto,650907,1,2,3,False,2023-09-01,Stolen,2B,2023,2024,28.7,2024,28.7
44,44,1B,2B,Stolen Base 2B,665926,Andrés Giménez,607192,Tyler Glasnow,686823,Will Brennan,R,René Pinto,650907,1,2,7,False,2023-09-01,Stolen,2B,2023,2024,28.7,2024,28.7
45,45,1B,2B,Stolen Base 2B,686668,Brenton Doyle,641793,Zack Littell,453568,Charlie Blackmon,R,René Pinto,650907,3,2,5,True,2023-08-22,Stolen,2B,2023,2024,28.7,2024,28.7
46,46,1B,2B,Stolen Base 2B,666160,Mickey Moniak,607192,Tyler Glasnow,650859,Luis Rengifo,R,René Pinto,650907,2,2,2,False,2023-08-19,Stolen,2B,2023,2024,28.7,2024,28.7
47,47,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,607192,Tyler Glasnow,694384,Nolan Schanuel,R,René Pinto,650907,7,6,6,False,2023-08-19,Stolen,2B,2023,2024,28.7,2024,28.7
48,48,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,664126,Pete Fairbanks,545341,Randal Grichuk,R,René Pinto,650907,6,6,9,False,2023-08-18,Stolen,2B,2023,2024,28.7,2024,28.7
49,49,2B,3B,Stolen Base 3B,663457,Lars Nootbaar,687330,Kevin Kelly,571448,Nolan Arenado,R,René Pinto,650907,2,2,3,True,2023-08-09,Stolen,3B,2023,2024,28.7,2024,28.7
50,50,1B,,Caught Stealing 2B,669242,Tommy Edman,592094,Jason Adam,663457,Lars Nootbaar,R,René Pinto,650907,1,1,8,True,2023-08-08,Caught,2B,2023,2024,28.7,2024,28.7
51,51,2B,3B,Stolen Base 3B,670097,Zack Short,592094,Jason Adam,668670,Jake Rogers,R,René Pinto,650907,4,2,8,False,2023-08-05,Stolen,3B,2023,2024,28.7,2024,28.7
52,52,1B,,Caught Stealing 2B,683011,Anthony Volpe,541640,Erasmo Ramírez,666163,Ben Rortvedt,R,René Pinto,650907,5,2,6,False,2023-08-02,Caught,2B,2023,2024,28.7,2024,28.7
53,53,1B,2B,Stolen Base 2B,656185,Greg Allen,687330,Kevin Kelly,641343,Jake Bauers,R,René Pinto,650907,7,2,7,False,2023-08-02,Stolen,2B,2023,2024,28.7,2024,28.7
54,54,3B,score,Stolen Base Home,650402,Gleyber Torres,687330,Kevin Kelly,641343,Jake Bauers,R,René Pinto,650907,7,2,7,False,2023-08-02,Stolen,Home,2023,2024,28.7,2024,28.7
55,55,1B,2B,Stolen Base 2B,683011,Anthony Volpe,518617,Jake Diekman,666163,Ben Rortvedt,L,René Pinto,650907,7,2,8,False,2023-08-02,Stolen,2B,2023,2024,28.7,2024,28.7
56,56,1B,2B,Stolen Base 2B,665161,Jeremy Peña,663556,Shane McClanahan,663656,Kyle Tucker,L,René Pinto,650907,1,3,3,False,2023-07-28,Stolen,2B,2023,2024,28.7,2024,28.7
57,57,1B,2B,Stolen Base 2B,676059,Jordan Westburg,664126,Pete Fairbanks,669720,Austin Hays,R,René Pinto,650907,5,6,9,True,2023-07-22,Stolen,2B,2023,2024,28.7,2024,28.7
58,58,1B,2B,Stolen Base 2B,680776,Jarren Duran,605488,Jeffrey Springs,502110,J.D. Martinez,L,René Pinto,650907,3,3,3,False,2022-07-05,Stolen,2B,2022,2023,28.5,2023,28.5
59,59,1B,2B,Stolen Base 2B,592885,Christian Yelich,669358,Shane Baz,642133,Rowdy Tellez,R,René Pinto,650907,1,0,6,True,2022-06-28,Stolen,2B,2022,2023,28.5,2023,28.5
60,60,1B,2B,Stolen Base 2B,660829,Hoy Park,592094,Jason Adam,656308,Michael Chavis,R,René Pinto,650907,3,3,10,True,2022-06-24,Stolen,2B,2022,2023,28.5,2023,28.5
61,61,2B,3B,Stolen Base 3B,650402,Gleyber Torres,657044,Ryan Thompson,518626,Josh Donaldson,R,René Pinto,650907,0,1,7,True,2022-06-20,Stolen,3B,2022,2023,28.5,2023,28.5
62,62,1B,2B,Stolen Base 2B,592450,Aaron Judge,676534,Calvin Faucher,519203,Anthony Rizzo,R,René Pinto,650907,0,2,8,True,2022-06-20,Stolen,2B,2022,2023,28.5,2023,28.5
63,63,1B,2B,Stolen Base 2B,656775,Cedric Mullins,572703,Luke Bard,641820,Trey Mancini,R,René Pinto,650907,1,0,8,False,2022-06-17,Stolen,2B,2022,2023,28.5,2023,28.5
64,64,2B,3B,Stolen Base 3B,656775,Cedric Mullins,572703,Luke Bard,669720,Austin Hays,R,René Pinto,650907,1,0,8,False,2022-06-17,Stolen,3B,2022,2023,28.5,2023,28.5
65,65,1B,2B,Stolen Base 2B,663630,Ryan McKenna,572703,Luke Bard,669720,Austin Hays,R,René Pinto,650907,1,0,8,False,2022-06-17,Stolen,2B,2022,2023,28.5,2023,28.5
66,66,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,592094,Jason Adam,672284,Jarred Kelenic,R,René Pinto,650907,1,1,4,True,2022-04-28,Stolen,2B,2022,2023,28.5,2023,28.5
67,67,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,657044,Ryan Thompson,608596,Tom Murphy,R,René Pinto,650907,2,1,9,True,2022-04-28,Stolen,2B,2022,2023,28.5,2023,28.5
