,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base
655,1B,2B,Stolen Base 2B,542454,Danny Santana,571666,Mike Fiers,608336,Joey Gallo,R,Sean Murphy,669221,1,0,3,False,2020-08-26,Stolen,2B
656,2B,3B,Stolen Base 2B,542454,Danny Santana,571666,Mike Fiers,608336,Joey Gallo,R,Sean Murphy,669221,1,0,3,False,2020-08-26,Stolen,2B
764,1B,2B,Stolen Base 2B,542454,Danny Santana,659275,Dinelson Lamet,608336,Joey Gallo,R,Austin Hedges,595978,0,0,1,True,2020-08-20,Stolen,2B
1293,1B,2B,Stolen Base 2B,542454,Danny Santana,622663,Luis Severino,596059,Rougned Odor,R,Kyle Higashioka,543309,2,1,1,False,2019-09-28,Stolen,2B
1296,1B,2B,Stolen Base 2B,542454,Danny Santana,622663,Luis Severino,596059,Rougned Odor,R,Kyle Higashioka,543309,2,1,3,False,2019-09-28,Stolen,2B
1340,1B,2B,Stolen Base 2B,542454,Danny Santana,598271,Brian Johnson,596059,Rougned Odor,L,Juan Centeno,518542,0,3,4,False,2019-09-26,Stolen,2B
1445,1B,2B,Stolen Base 2B,542454,Danny Santana,543037,Gerrit Cole,669256,Nick Solak,R,Martín Maldonado,455117,2,1,7,True,2019-09-18,Stolen,2B
1520,1B,2B,Stolen Base 2B,542454,Danny Santana,621112,Paul Blackburn,596059,Rougned Odor,R,Josh Phegley,572033,3,5,4,False,2019-09-14,Stolen,2B
1547,1B,2B,Stolen Base 2B,542454,Danny Santana,605135,Chris Bassitt,596059,Rougned Odor,R,Sean Murphy,669221,0,3,2,False,2019-09-13,Stolen,2B
1605,1B,2B,Stolen Base 2B,542454,Danny Santana,621363,Colin Poche,596059,Rougned Odor,L,Michael Pérez,605421,3,3,9,False,2019-09-10,Stolen,2B
1606,2B,3B,Stolen Base 3B,542454,Danny Santana,621363,Colin Poche,643396,Isiah Kiner-Falefa,L,Michael Pérez,605421,3,3,9,False,2019-09-10,Stolen,3B
2100,1B,2B,Stolen Base 2B,542454,Danny Santana,458006,Matt Albers,462101,Elvis Andrus,R,Manny Piña,444489,2,2,7,True,2019-08-09,Stolen,2B
2276,1B,,Caught Stealing 2B,542454,Danny Santana,571666,Mike Fiers,462101,Elvis Andrus,R,Josh Phegley,572033,0,0,1,True,2019-07-28,Caught,2B
2416,1B,2B,Stolen Base 2B,542454,Danny Santana,434378,Justin Verlander,462101,Elvis Andrus,R,Robinson Chirinos,455139,1,0,3,True,2019-07-19,Stolen,2B
2526,1B,2B,Stolen Base 2B,542454,Danny Santana,489119,Wade Miley,462101,Elvis Andrus,L,Max Stassi,545358,2,3,3,False,2019-07-13,Stolen,2B
2551,1B,2B,Stolen Base 2B,542454,Danny Santana,543037,Gerrit Cole,608597,Ronald Guzmán,R,Robinson Chirinos,455139,4,7,6,False,2019-07-12,Stolen,2B
2772,1B,,Caught Stealing 2B,542454,Danny Santana,467100,Iván Nova,462101,Elvis Andrus,R,James McCann,543510,5,0,4,False,2019-06-23,Caught,2B
2853,2B,3B,Stolen Base 3B,542454,Danny Santana,669456,Shane Bieber,462101,Elvis Andrus,R,Kevin Plawecki,608700,1,0,1,False,2019-06-20,Stolen,3B
2898,1B,2B,Stolen Base 2B,542454,Danny Santana,621397,Tyler Olson,608597,Ronald Guzmán,L,Roberto Pérez,547379,5,1,6,False,2019-06-17,Stolen,2B
2968,1B,,Caught Stealing 2B,542454,Danny Santana,664042,Travis Lakins Sr.,596059,Rougned Odor,R,Christian Vázquez,543877,5,6,5,True,2019-06-13,Caught,2B
3019,2B,,Caught Stealing 3B,542454,Danny Santana,519242,Chris Sale,462101,Elvis Andrus,L,Christian Vázquez,543877,2,0,4,True,2019-06-10,Caught,3B
3177,1B,2B,Stolen Base 2B,542454,Danny Santana,543169,Brian Flynn,452678,Asdrúbal Cabrera,L,Cam Gallagher,595956,4,1,5,False,2019-06-01,Stolen,2B
3596,1B,2B,Stolen Base 2B,542454,Danny Santana,605195,Kyle Crick,425783,Shin-Soo Choo,R,Francisco Cervelli,465041,5,4,8,True,2019-05-07,Stolen,2B
3713,1B,2B,Stolen Base 2B,542454,Danny Santana,657024,Erik Swanson,523253,Logan Forsythe,R,Omar Narváez,553882,0,5,3,True,2019-04-28,Stolen,2B
3810,1B,2B,Stolen Base 2B,542454,Danny Santana,605135,Chris Bassitt,462101,Elvis Andrus,R,Josh Phegley,572033,2,0,5,True,2019-04-22,Stolen,2B
3845,1B,2B,Stolen Base 2B,542454,Danny Santana,543037,Gerrit Cole,462101,Elvis Andrus,R,Max Stassi,545358,1,0,1,False,2019-04-20,Stolen,2B
3846,1B,,Caught Stealing 2B,542454,Danny Santana,543037,Gerrit Cole,462101,Elvis Andrus,R,Max Stassi,545358,5,0,2,False,2019-04-20,Caught,2B
3943,1B,2B,Stolen Base 2B,542454,Danny Santana,502239,Trevor Cahill,462101,Elvis Andrus,R,Kevan Smith,607345,2,4,3,False,2019-04-15,Stolen,2B
3945,1B,2B,Stolen Base 2B,542454,Danny Santana,657228,Jake Jewell,462101,Elvis Andrus,R,Kevan Smith,607345,8,4,6,False,2019-04-15,Stolen,2B
349,1B,2B,Stolen Base 2B,542454,Danny Santana,663556,Shane McClanahan,578428,Jose Iglesias,L,Mike Zunino,572287,0,0,2,False,2021-09-08,Stolen,2B
451,1B,,Caught Stealing 2B,542454,Danny Santana,543045,Adam Conley,660620,Jonathan Araúz,L,Mike Zunino,572287,0,4,6,True,2021-09-02,Caught,2B
1356,2B,,Caught Stealing 3B,542454,Danny Santana,489265,Sergio Romo,657077,Alex Verdugo,R,Sean Murphy,669221,4,4,10,True,2021-07-03,Caught,3B
1467,1B,2B,Stolen Base 2B,542454,Danny Santana,543037,Gerrit Cole,502110,J.D. Martinez,R,Gary Sánchez,596142,6,0,4,False,2021-06-27,Stolen,2B
1559,1B,2B,Stolen Base 2B,542454,Danny Santana,664126,Pete Fairbanks,657077,Alex Verdugo,R,Mike Zunino,572287,5,5,10,True,2021-06-22,Stolen,2B
2038,1B,2B,Stolen Base 2B,542454,Danny Santana,675921,Spencer Howard,666915,Bobby Dalbec,R,Rafael Marchán,665561,0,0,2,True,2021-05-22,Stolen,2B
3498,1B,2B,Stolen Base 2B,542454,Danny Santana,571666,Mike Fiers,608336,Joey Gallo,R,Sean Murphy,669221,1,0,3,False,2020-08-26,Stolen,2B
3499,2B,3B,Stolen Base 2B,542454,Danny Santana,571666,Mike Fiers,608336,Joey Gallo,R,Sean Murphy,669221,1,0,3,False,2020-08-26,Stolen,2B
3607,1B,2B,Stolen Base 2B,542454,Danny Santana,659275,Dinelson Lamet,608336,Joey Gallo,R,Austin Hedges,595978,0,0,1,True,2020-08-20,Stolen,2B
4136,1B,2B,Stolen Base 2B,542454,Danny Santana,622663,Luis Severino,596059,Rougned Odor,R,Kyle Higashioka,543309,2,1,1,False,2019-09-28,Stolen,2B
4139,1B,2B,Stolen Base 2B,542454,Danny Santana,622663,Luis Severino,596059,Rougned Odor,R,Kyle Higashioka,543309,2,1,3,False,2019-09-28,Stolen,2B
4183,1B,2B,Stolen Base 2B,542454,Danny Santana,598271,Brian Johnson,596059,Rougned Odor,L,Juan Centeno,518542,0,3,4,False,2019-09-26,Stolen,2B
4288,1B,2B,Stolen Base 2B,542454,Danny Santana,543037,Gerrit Cole,669256,Nick Solak,R,Martín Maldonado,455117,2,1,7,True,2019-09-18,Stolen,2B
4363,1B,2B,Stolen Base 2B,542454,Danny Santana,621112,Paul Blackburn,596059,Rougned Odor,R,Josh Phegley,572033,3,5,4,False,2019-09-14,Stolen,2B
4390,1B,2B,Stolen Base 2B,542454,Danny Santana,605135,Chris Bassitt,596059,Rougned Odor,R,Sean Murphy,669221,0,3,2,False,2019-09-13,Stolen,2B
4448,1B,2B,Stolen Base 2B,542454,Danny Santana,621363,Colin Poche,596059,Rougned Odor,L,Michael Pérez,605421,3,3,9,False,2019-09-10,Stolen,2B
4449,2B,3B,Stolen Base 3B,542454,Danny Santana,621363,Colin Poche,643396,Isiah Kiner-Falefa,L,Michael Pérez,605421,3,3,9,False,2019-09-10,Stolen,3B
4943,1B,2B,Stolen Base 2B,542454,Danny Santana,458006,Matt Albers,462101,Elvis Andrus,R,Manny Piña,444489,2,2,7,True,2019-08-09,Stolen,2B
5119,1B,,Caught Stealing 2B,542454,Danny Santana,571666,Mike Fiers,462101,Elvis Andrus,R,Josh Phegley,572033,0,0,1,True,2019-07-28,Caught,2B
5259,1B,2B,Stolen Base 2B,542454,Danny Santana,434378,Justin Verlander,462101,Elvis Andrus,R,Robinson Chirinos,455139,1,0,3,True,2019-07-19,Stolen,2B
5369,1B,2B,Stolen Base 2B,542454,Danny Santana,489119,Wade Miley,462101,Elvis Andrus,L,Max Stassi,545358,2,3,3,False,2019-07-13,Stolen,2B
5394,1B,2B,Stolen Base 2B,542454,Danny Santana,543037,Gerrit Cole,608597,Ronald Guzmán,R,Robinson Chirinos,455139,4,7,6,False,2019-07-12,Stolen,2B
5615,1B,,Caught Stealing 2B,542454,Danny Santana,467100,Iván Nova,462101,Elvis Andrus,R,James McCann,543510,5,0,4,False,2019-06-23,Caught,2B
5696,2B,3B,Stolen Base 3B,542454,Danny Santana,669456,Shane Bieber,462101,Elvis Andrus,R,Kevin Plawecki,608700,1,0,1,False,2019-06-20,Stolen,3B
5741,1B,2B,Stolen Base 2B,542454,Danny Santana,621397,Tyler Olson,608597,Ronald Guzmán,L,Roberto Pérez,547379,5,1,6,False,2019-06-17,Stolen,2B
5811,1B,,Caught Stealing 2B,542454,Danny Santana,664042,Travis Lakins Sr.,596059,Rougned Odor,R,Christian Vázquez,543877,5,6,5,True,2019-06-13,Caught,2B
5862,2B,,Caught Stealing 3B,542454,Danny Santana,519242,Chris Sale,462101,Elvis Andrus,L,Christian Vázquez,543877,2,0,4,True,2019-06-10,Caught,3B
6020,1B,2B,Stolen Base 2B,542454,Danny Santana,543169,Brian Flynn,452678,Asdrúbal Cabrera,L,Cam Gallagher,595956,4,1,5,False,2019-06-01,Stolen,2B
6439,1B,2B,Stolen Base 2B,542454,Danny Santana,605195,Kyle Crick,425783,Shin-Soo Choo,R,Francisco Cervelli,465041,5,4,8,True,2019-05-07,Stolen,2B
6556,1B,2B,Stolen Base 2B,542454,Danny Santana,657024,Erik Swanson,523253,Logan Forsythe,R,Omar Narváez,553882,0,5,3,True,2019-04-28,Stolen,2B
6653,1B,2B,Stolen Base 2B,542454,Danny Santana,605135,Chris Bassitt,462101,Elvis Andrus,R,Josh Phegley,572033,2,0,5,True,2019-04-22,Stolen,2B
6688,1B,2B,Stolen Base 2B,542454,Danny Santana,543037,Gerrit Cole,462101,Elvis Andrus,R,Max Stassi,545358,1,0,1,False,2019-04-20,Stolen,2B
6689,1B,,Caught Stealing 2B,542454,Danny Santana,543037,Gerrit Cole,462101,Elvis Andrus,R,Max Stassi,545358,5,0,2,False,2019-04-20,Caught,2B
