,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
0,0,0,0,1B,2B,Stolen Base 2B,621439,Byron Buxton,592229,Dylan Covey,596146,Max Kepler,R,Seby Zavala,664874,1,0,3,False,2019-05-26,Stolen,2B,2019,2020,29.9,2020,29.9,2020,29.9,2020,29.9
1,1,1,1,1B,2B,Stolen Base 2B,621439,Byron Buxton,592229,Dylan Covey,596146,Max Kepler,R,Seby Zavala,664874,1,0,3,False,2019-05-26,Stolen,2B,2019,2020,29.9,2020,29.9,2020,29.9,2020,29.9
2,2,2,2,1B,2B,Stolen Base 2B,621439,Byron Buxton,592229,Dylan Covey,596146,Max Kepler,R,Seby Zavala,664874,1,0,3,False,2019-05-26,Stolen,2B,2019,2020,29.9,2020,29.9,2020,29.9,2020,29.9
3,3,3,3,1B,2B,Stolen Base 2B,516782,Starling Marte,625643,Reynaldo López,621566,Matt Olson,R,Seby Zavala,664874,1,1,3,False,2021-09-09,Stolen,2B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
4,4,4,4,2B,3B,Stolen Base 3B,670032,Nicky Lopez,656302,Dylan Cease,643217,Andrew Benintendi,R,Seby Zavala,664874,4,0,5,False,2021-09-05,Stolen,3B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
5,5,5,5,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,641582,Matt Foster,572191,Michael A. Taylor,R,Seby Zavala,664874,4,0,6,False,2021-09-05,Stolen,2B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
6,6,6,6,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,641582,Matt Foster,658668,Edward Olivares,R,Seby Zavala,664874,4,0,6,False,2021-09-05,Stolen,3B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
7,7,7,7,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,572971,Dallas Keuchel,572191,Michael A. Taylor,L,Seby Zavala,664874,6,0,3,False,2021-09-03,Stolen,3B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
8,8,8,8,1B,,Caught Stealing 2B,572191,Michael A. Taylor,572971,Dallas Keuchel,643217,Andrew Benintendi,L,Seby Zavala,664874,6,0,3,False,2021-09-03,Caught,2B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
9,9,9,9,1B,2B,Stolen Base 2B,669289,Santiago Espinal,458681,Lance Lynn,624512,Reese McGuire,R,Seby Zavala,664874,0,0,3,False,2021-08-23,Stolen,2B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
10,10,10,10,1B,2B,Stolen Base 2B,665489,Vladimir Guerrero Jr.,518886,Craig Kimbrel,606192,Teoscar Hernández,R,Seby Zavala,664874,2,1,8,False,2021-08-23,Stolen,2B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
11,11,11,11,1B,,Caught Stealing 2B,650490,Yandy Díaz,605541,Mike Wright Jr.,677551,Wander Franco,R,Seby Zavala,664874,6,2,7,False,2021-08-21,Caught,2B,2021,2022,29.1,2022,29.1,2022,29.1,2022,29.1
