,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
3,57,1B,2B,Stolen Base 2B,,666185,Dylan Carlson,Austin Nola,3,6,4,True,2020-09-30,Stolen,2B,2020
4,83,2B,3B,Stolen Base 3B,,502054,Tommy Pham,Yadier Molina,4,6,6,False,2020-09-30,Stolen,3B,2020
5,84,1B,2B,Stolen Base 2B,,630105,Jake Cronenworth,Yadier Molina,4,6,6,False,2020-09-30,Stolen,2B,2020
6,76,1B,,Caught Stealing 2B,,668227,Randy Arozarena,Danny Jansen,8,2,6,False,2020-09-30,Caught,2B,2020
7,36,1B,2B,Stolen Base 2B,,542932,Jon Berti,Willson Contreras,0,0,5,True,2020-09-30,Stolen,2B,2020
8,75,1B,2B,Stolen Base 2B,,542932,Jon Berti,Willson Contreras,1,5,8,True,2020-09-30,Stolen,2B,2020
9,16,1B,2B,Stolen Base 2B,,645277,Ozzie Albies,Curt Casali,0,0,2,False,2020-09-30,Stolen,2B,2020
10,60,3B,,Caught Stealing Home,,606157,Aristides Aquino,Tyler Flowers,0,0,7,True,2020-09-30,Caught,Home,2020
11,103,1B,2B,Stolen Base 2B,,608671,Travis Jankowski,Tyler Flowers,0,0,12,True,2020-09-30,Stolen,2B,2020
12,30,1B,2B,Stolen Base 2B,,642715,Willy Adames,Danny Jansen,1,0,4,False,2020-09-29,Stolen,2B,2020
13,6,1B,2B,Stolen Base 2B,,621439,Byron Buxton,Martín Maldonado,0,0,1,False,2020-09-29,Stolen,2B,2020
14,20,1B,2B,Stolen Base 2B,,641933,Tyler O'Neill,Jacob Nottingham,2,0,3,False,2020-09-27,Stolen,2B,2020
15,23,3B,score,Stolen Base Home,"{'id': 625643, 'link': '/api/v1/people/625643'}",571740,Billy Hamilton,Yasmani Grandal,0,6,2,True,2020-09-27,Stolen,Home,2020
16,24,1B,2B,Stolen Base 2B,,457727,Cameron Maybin,Yasmani Grandal,0,6,2,True,2020-09-27,Stolen,2B,2020
17,60,1B,,Caught Stealing 2B,,663538,Nico Hoerner,Yasmani Grandal,1,7,6,True,2020-09-27,Caught,2B,2020
18,68,1B,2B,Stolen Base 2B,,571740,Billy Hamilton,Yasmani Grandal,1,7,7,True,2020-09-27,Stolen,2B,2020
19,65,1B,2B,Stolen Base 2B,,520471,Freddy Galvis,Alex Avila,2,2,7,True,2020-09-27,Stolen,2B,2020
20,90,1B,2B,Stolen Base 2B,,592200,Curt Casali,Alex Avila,2,3,10,True,2020-09-27,Stolen,2B,2020
21,2,1B,2B,Caught Stealing 2B,,641487,J.P. Crawford,Sean Murphy,0,0,1,True,2020-09-27,Caught,2B,2020
22,51,1B,2B,Stolen Base 2B,,641786,Kyle Lewis,Sean Murphy,1,2,5,True,2020-09-27,Stolen,2B,2020
23,9,1B,,Caught Stealing 2B,,660271,Shohei Ohtani,Austin Barnes,1,0,2,True,2020-09-27,Caught,2B,2020
24,74,1B,,Caught Stealing 2B,,572233,Christian Walker,Tony Wolters,7,0,6,False,2020-09-27,Caught,2B,2020
25,66,1B,,Caught Stealing 2B,,642162,Pat Valaika,Danny Jansen,4,7,5,True,2020-09-27,Caught,2B,2020
26,98,1B,2B,Stolen Base 2B,,542340,Jonathan Villar,Chance Sisco,5,7,8,False,2020-09-27,Stolen,2B,2020
27,9,1B,2B,Stolen Base 2B,,543305,Aaron Hicks,Chad Wallach,0,0,1,False,2020-09-27,Stolen,2B,2020
28,54,1B,2B,Stolen Base 2B,,660731,Anderson Tejeda,Dustin Garneau,4,3,4,False,2020-09-27,Stolen,2B,2020
29,81,1B,2B,Stolen Base 2B,,665750,Leody Taveras,Dustin Garneau,8,3,7,False,2020-09-27,Stolen,2B,2020
30,82,2B,3B,Stolen Base 3B,,665750,Leody Taveras,Dustin Garneau,8,3,7,False,2020-09-27,Stolen,3B,2020
31,82,1B,2B,Stolen Base 2B,,595777,Jurickson Profar,Joey Bart,3,5,8,True,2020-09-27,Stolen,2B,2020
32,48,2B,,Caught Stealing 3B,,643289,Mauricio Dubón,Austin Nola,0,3,5,False,2020-09-26,Caught,3B,2020
33,83,1B,2B,Stolen Base 2B,,543333,Eric Hosmer,Tyler Heineman,2,5,9,True,2020-09-26,Stolen,2B,2020
34,77,1B,2B,Stolen Base 2B,,596115,Trevor Story,Daulton Varsho,3,7,7,True,2020-09-26,Stolen,2B,2020
35,13,1B,2B,Stolen Base 2B,,595879,Javier Báez,James McCann,0,1,2,True,2020-09-26,Stolen,2B,2020
36,19,1B,2B,Stolen Base 2B,,673357,Luis Robert Jr.,Willson Contreras,1,1,2,False,2020-09-26,Stolen,2B,2020
37,76,1B,,Caught Stealing 2B,,543510,James McCann,Willson Contreras,7,5,5,False,2020-09-26,Caught,2B,2020
38,84,1B,2B,Stolen Base 2B,,663611,Nick Madrigal,Willson Contreras,7,5,6,False,2020-09-26,Stolen,2B,2020
39,3,1B,2B,Stolen Base 2B,,593428,Xander Bogaerts,Travis d'Arnaud,0,0,1,True,2020-09-26,Stolen,2B,2020
40,1,1B,2B,Stolen Base 2B,,673451,Shogo Akiyama,Ryan Jeffers,0,0,1,True,2020-09-26,Stolen,2B,2020
41,94,1B,,Caught Stealing 2B,,595909,Jake Cave,Curt Casali,7,3,8,False,2020-09-26,Caught,2B,2020
42,49,1B,2B,Stolen Base 2B,,663656,Kyle Tucker,Jeff Mathis,0,0,6,True,2020-09-26,Stolen,2B,2020
43,62,1B,2B,Stolen Base 2B,,669256,Nick Solak,Dustin Garneau,1,0,6,False,2020-09-26,Stolen,2B,2020
44,34,1B,2B,Stolen Base 2B,,592348,Niko Goodrum,Salvador Perez,1,4,3,True,2020-09-26,Stolen,2B,2020
45,86,1B,,Caught Stealing 2B,,592348,Niko Goodrum,Salvador Perez,3,4,8,True,2020-09-26,Caught,2B,2020
46,94,1B,,Caught Stealing 2B,,670084,Nick Heath,Eric Haase,3,4,9,False,2020-09-26,Caught,2B,2020
47,6,1B,2B,Stolen Base 2B,,542340,Jonathan Villar,Pedro Severino,0,0,1,False,2020-09-26,Stolen,2B,2020
48,78,2B,3B,Stolen Base 3B,,542340,Jonathan Villar,Pedro Severino,5,2,8,False,2020-09-26,Stolen,3B,2020
49,21,1B,2B,Stolen Base 2B,,543829,Dee Strange-Gordon,Sean Murphy,0,1,3,False,2020-09-26,Stolen,2B,2020
50,71,1B,2B,Stolen Base 2B,,641487,J.P. Crawford,Jonah Heim,1,3,8,True,2020-09-26,Stolen,2B,2020
51,10,1B,2B,Stolen Base 2B,,624413,Pete Alonso,Kurt Suzuki,0,0,2,True,2020-09-26,Stolen,2B,2020
52,34,1B,2B,Stolen Base 2B,,435559,Kurt Suzuki,Robinson Chirinos,3,0,3,False,2020-09-26,Stolen,2B,2020
53,49,1B,2B,Stolen Base 2B,,665742,Juan Soto,Wilson Ramos,3,3,5,False,2020-09-26,Stolen,2B,2020
54,24,1B,2B,Stolen Base 2B,,542932,Jon Berti,Gary Sánchez,0,2,3,True,2020-09-26,Stolen,2B,2020
55,65,1B,2B,Stolen Base 2B,,640449,Clint Frazier,Jorge Alfaro,5,3,6,False,2020-09-26,Stolen,2B,2020
56,10,1B,2B,Stolen Base 2B,,624413,Pete Alonso,Kurt Suzuki,0,0,2,True,2020-09-25,Stolen,2B,2020
57,34,1B,2B,Stolen Base 2B,,435559,Kurt Suzuki,Robinson Chirinos,3,0,3,False,2020-09-25,Stolen,2B,2020
58,12,1B,2B,Stolen Base 2B,,571970,Max Muncy,Max Stassi,1,0,1,False,2020-09-25,Stolen,2B,2020
59,13,3B,score,Stolen Base Home,"{'id': 571760, 'link': '/api/v1/people/571760'}",605141,Mookie Betts,Max Stassi,1,0,1,False,2020-09-25,Stolen,Home,2020
60,41,1B,2B,Stolen Base 2B,,519203,Anthony Rizzo,Yasmani Grandal,0,5,5,True,2020-09-25,Stolen,2B,2020
61,6,2B,3B,Stolen Base 3B,,593160,Whit Merrifield,Eric Haase,0,0,1,False,2020-09-25,Stolen,3B,2020
62,7,1B,2B,Stolen Base 2B,,609275,Adalberto Mondesi,Eric Haase,0,0,1,False,2020-09-25,Stolen,2B,2020
63,50,2B,3B,Stolen Base 3B,,609275,Adalberto Mondesi,Eric Haase,3,0,5,False,2020-09-25,Stolen,3B,2020
64,69,2B,3B,Stolen Base 3B,,592348,Niko Goodrum,Salvador Perez,3,2,7,True,2020-09-25,Stolen,3B,2020
65,20,1B,2B,Stolen Base 2B,,660670,Ronald Acuña Jr.,Kevin Plawecki,1,0,3,False,2020-09-25,Stolen,2B,2020
66,61,1B,2B,Stolen Base 2B,,622761,Jorge Mateo,Joey Bart,3,5,6,False,2020-09-25,Stolen,2B,2020
67,27,1B,2B,Stolen Base 2B,,596019,Francisco Lindor,Jacob Stallings,1,0,3,False,2020-09-25,Stolen,2B,2020
68,87,1B,2B,Stolen Base 2B,,666931,Jared Oliva,Sandy León,1,3,9,True,2020-09-25,Stolen,2B,2020
69,100,2B,3B,Stolen Base 3B,,642180,Tyler Wade,Jorge Alfaro,3,4,10,False,2020-09-25,Stolen,3B,2020
70,101,1B,2B,Stolen Base 2B,,650402,Gleyber Torres,Jorge Alfaro,3,4,10,False,2020-09-25,Stolen,2B,2020
71,37,1B,2B,Stolen Base 2B,,668227,Randy Arozarena,Andrew Knapp,1,3,3,False,2020-09-25,Stolen,2B,2020
72,42,1B,,Caught Stealing 2B,,544369,Didi Gregorius,Michael Pérez,1,3,4,True,2020-09-25,Caught,2B,2020
73,54,1B,2B,Stolen Base 2B,,572233,Christian Walker,Elias Díaz,3,0,5,False,2020-09-25,Stolen,2B,2020
74,71,1B,2B,Stolen Base 2B,,657656,Ramón Laureano,Will Smith,5,0,7,True,2020-09-24,Stolen,2B,2020
75,6,1B,2B,Stolen Base 2B,,593160,Whit Merrifield,Austin Romine,0,0,1,False,2020-09-24,Stolen,2B,2020
76,9,1B,2B,Stolen Base 2B,,609275,Adalberto Mondesi,Austin Romine,3,0,1,False,2020-09-24,Stolen,2B,2020
77,66,1B,2B,Stolen Base 2B,,663662,Daz Cameron,Salvador Perez,4,4,6,True,2020-09-24,Stolen,2B,2020
78,87,1B,2B,Stolen Base 2B,,609275,Adalberto Mondesi,Austin Romine,8,4,6,False,2020-09-24,Stolen,2B,2020
79,3,1B,2B,Stolen Base 2B,,593643,Hanser Alberto,Christian Vázquez,0,0,1,True,2020-09-24,Stolen,2B,2020
80,31,2B,,Caught Stealing 3B,,543877,Christian Vázquez,Pedro Severino,0,3,2,False,2020-09-24,Caught,3B,2020
81,7,1B,2B,Stolen Base 2B,,660670,Ronald Acuña Jr.,Chad Wallach,0,0,1,False,2020-09-24,Stolen,2B,2020
82,83,2B,3B,Stolen Base 3B,,656509,Monte Harrison,Travis d'Arnaud,0,4,8,True,2020-09-24,Stolen,3B,2020
83,108,1B,2B,Stolen Base 2B,,518692,Freddie Freeman,Chad Wallach,2,4,9,False,2020-09-24,Stolen,2B,2020
84,61,1B,2B,Stolen Base 2B,,542340,Jonathan Villar,Gary Sánchez,4,0,6,False,2020-09-24,Stolen,2B,2020
85,70,1B,2B,Stolen Base 2B,,606192,Teoscar Hernández,Gary Sánchez,4,0,7,False,2020-09-24,Stolen,2B,2020
86,96,1B,2B,Stolen Base 2B,,665926,Andrés Giménez,Yan Gomes,1,3,9,True,2020-09-24,Stolen,2B,2020
87,57,2B,3B,Stolen Base 3B,,641658,Garrett Hampson,Tyler Heineman,3,2,4,True,2020-09-24,Stolen,3B,2020
88,58,1B,2B,Stolen Base 2B,,606132,Raimel Tapia,Tyler Heineman,3,2,4,True,2020-09-24,Stolen,2B,2020
89,73,1B,2B,Stolen Base 2B,,641658,Garrett Hampson,Tyler Heineman,3,2,6,True,2020-09-24,Stolen,2B,2020
90,107,1B,,Caught Stealing 2B,,453568,Charlie Blackmon,Tyler Heineman,4,4,9,True,2020-09-24,Caught,2B,2020
91,11,1B,,Caught Stealing 2B,,570256,Gregory Polanco,Victor Caratini,2,0,2,False,2020-09-24,Caught,2B,2020
