,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
2,18,3B,score,Stolen Base Home,"{'id': 282567, 'link': '/api/v1/people/282567'}",110135,Edgardo Alfonzo,Chris Snyder,2,2,2,False,2005-09-30,Stolen,Home,2005
3,19,1B,2B,Stolen Base 2B,,425821,Todd Linden,Chris Snyder,2,2,2,False,2005-09-30,Stolen,2B,2005
4,36,1B,2B,Stolen Base 2B,,115094,Shawn Green,Mike Matheny,3,2,4,True,2005-09-30,Stolen,2B,2005
5,20,1B,2B,Stolen Base 2B,,434582,Paul McAnulty,Dioner Navarro,0,0,3,False,2005-09-30,Stolen,2B,2005
6,11,1B,2B,Stolen Base 2B,,150218,Jacque Jones,Vance Wilson,0,0,2,False,2005-09-30,Stolen,2B,2005
7,21,1B,2B,Stolen Base 2B,,430583,Jason Bartlett,Vance Wilson,0,1,3,False,2005-09-30,Stolen,2B,2005
8,26,1B,,Caught Stealing 2B,,425904,Luis Antonio Rodriguez,Vance Wilson,1,1,3,False,2005-09-30,Caught,2B,2005
9,24,1B,,Caught Stealing 2B,,150479,Felipe Lopez,Einar Díaz,0,0,3,True,2005-09-30,Caught,2B,2005
10,27,1B,2B,Stolen Base 2B,,275930,David Eckstein,Jason LaRue,1,0,3,False,2005-09-30,Stolen,2B,2005
11,35,2B,3B,Stolen Base 3B,,113744,Jim Edmonds,Jason LaRue,2,0,3,False,2005-09-30,Stolen,3B,2005
12,1,1B,2B,Stolen Base 2B,,408210,Chone Figgins,Rod Barajas,0,0,1,True,2005-09-30,Stolen,2B,2005
13,44,1B,2B,Stolen Base 2B,,150093,Alfonso Soriano,Josh Paul,0,2,4,False,2005-09-30,Stolen,2B,2005
14,45,2B,3B,Stolen Base 3B,,150093,Alfonso Soriano,Josh Paul,0,2,4,False,2005-09-30,Stolen,3B,2005
15,50,1B,2B,Stolen Base 2B,,150456,Adam Kennedy,Rod Barajas,0,2,5,True,2005-09-30,Stolen,2B,2005
16,29,1B,2B,Stolen Base 2B,,334393,Juan Pierre,Johnny Estrada,0,0,3,False,2005-09-30,Stolen,2B,2005
17,39,1B,2B,Stolen Base 2B,,116662,Andruw Jones,Matt Treanor,1,0,4,True,2005-09-30,Stolen,2B,2005
18,45,1B,2B,Stolen Base 2B,,435180,Robert Andino,Johnny Estrada,1,0,4,False,2005-09-30,Stolen,2B,2005
19,53,1B,,Caught Stealing 2B,,400140,Wilson Betemit,Matt Treanor,1,1,5,True,2005-09-30,Caught,2B,2005
20,69,1B,2B,Stolen Base 2B,,434681,Pete Orr,Matt Treanor,2,1,6,True,2005-09-30,Stolen,2B,2005
21,98,1B,2B,Stolen Base 2B,,435181,Jeremy Hermida,Johnny Estrada,3,2,8,False,2005-09-30,Stolen,2B,2005
22,32,1B,2B,Stolen Base 2B,,431157,Joey Gathright,Eli Whiteside,2,3,2,False,2005-09-30,Stolen,2B,2005
23,91,1B,,Caught Stealing 2B,,333492,Aubrey Huff,Eli Whiteside,5,6,7,False,2005-09-30,Caught,2B,2005
24,105,1B,2B,Stolen Base 2B,,431157,Joey Gathright,Eli Whiteside,6,7,8,False,2005-09-30,Stolen,2B,2005
25,109,2B,3B,Stolen Base 3B,,431157,Joey Gathright,Eli Whiteside,6,7,8,False,2005-09-30,Stolen,3B,2005
26,110,1B,2B,Stolen Base 2B,,150061,Julio Lugo,Eli Whiteside,6,7,8,False,2005-09-30,Stolen,2B,2005
27,36,1B,2B,Stolen Base 2B,,333292,Jack Wilson,Damian Miller,3,0,3,False,2005-09-30,Stolen,2B,2005
28,63,1B,2B,Stolen Base 2B,,346852,Craig Wilson,Damian Miller,4,0,5,False,2005-09-30,Stolen,2B,2005
29,90,1B,2B,Stolen Base 2B,,406670,Rob Mackowiak,Damian Miller,5,2,6,False,2005-09-30,Stolen,2B,2005
30,4,2B,3B,Stolen Base 3B,,121347,Alex Rodriguez,Jason Varitek,0,0,1,True,2005-09-30,Stolen,3B,2005
31,14,1B,2B,Stolen Base 2B,,113028,Johnny Damon,Jorge Posada,0,1,1,False,2005-09-30,Stolen,2B,2005
32,41,1B,,Caught Stealing 2B,,119811,Trot Nixon,Jorge Posada,2,1,4,False,2005-09-30,Caught,2B,2005
33,57,1B,2B,Stolen Base 2B,,113028,Johnny Damon,Jorge Posada,2,1,6,False,2005-09-30,Stolen,2B,2005
34,1,1B,2B,Stolen Base 2B,,325392,Scott Podsednik,Victor Martinez,0,0,1,True,2005-09-30,Stolen,2B,2005
35,5,1B,2B,Stolen Base 2B,,435042,Brian Anderson,Victor Martinez,0,0,1,True,2005-09-30,Stolen,2B,2005
36,21,1B,2B,Stolen Base 2B,,276519,Jimmy Rollins,Gary Bennett,1,1,3,True,2005-09-30,Stolen,2B,2005
37,25,1B,2B,Stolen Base 2B,,400284,Chase Utley,Gary Bennett,1,2,3,True,2005-09-30,Stolen,2B,2005
38,41,1B,2B,Stolen Base 2B,,276519,Jimmy Rollins,Gary Bennett,1,3,4,True,2005-09-30,Stolen,2B,2005
39,57,1B,,Caught Stealing 2B,,110870,Gary Bennett,Mike Lieberthal,2,3,5,False,2005-09-30,Caught,2B,2005
40,75,1B,2B,Stolen Base 2B,,133343,Preston Wilson,Mike Lieberthal,2,4,6,False,2005-09-30,Stolen,2B,2005
41,107,2B,3B,Stolen Base 3B,,407781,Marlon Byrd,Mike Lieberthal,3,4,9,False,2005-09-30,Stolen,3B,2005
42,108,1B,2B,Stolen Base 2B,,150415,Brad Wilkerson,Mike Lieberthal,3,4,9,False,2005-09-30,Stolen,2B,2005
43,2,1B,2B,Stolen Base 2B,,112381,Royce Clayton,Dioner Navarro,0,0,1,True,2005-09-29,Stolen,2B,2005
44,21,1B,2B,Stolen Base 2B,,430632,Willy Aybar,Chris Snyder,0,0,3,False,2005-09-29,Stolen,2B,2005
45,13,1B,2B,Stolen Base 2B,,116423,Damian Jackson,Yamid Haad,0,0,2,False,2005-09-29,Stolen,2B,2005
46,22,1B,,Caught Stealing 2B,,124695,Eric Young Sr.,Yamid Haad,0,0,3,False,2005-09-29,Caught,2B,2005
47,20,3B,,Caught Stealing Home,,429663,Chris Burke,Michael Barrett,1,0,2,False,2005-09-29,Caught,Home,2005
48,21,1B,2B,Caught Stealing Home,,276361,Adam Everett,Michael Barrett,1,0,2,False,2005-09-29,Caught,Home,2005
49,63,3B,,Caught Stealing Home,,136664,Michael Barrett,Brad Ausmus,1,3,7,True,2005-09-29,Caught,Home,2005
50,4,1B,2B,Stolen Base 2B,,121347,Alex Rodriguez,Javy Lopez,0,3,1,True,2005-09-29,Stolen,2B,2005
51,52,1B,2B,Stolen Base 2B,,121347,Alex Rodriguez,Javy Lopez,0,5,5,True,2005-09-29,Stolen,2B,2005
52,9,2B,3B,Stolen Base 3B,,400134,Eric Hinske,Jason Varitek,0,1,2,True,2005-09-29,Stolen,3B,2005
53,84,1B,2B,Stolen Base 2B,,115017,Tony Graffanino,Gregg Zaun,3,4,7,False,2005-09-29,Stolen,2B,2005
54,103,1B,2B,Stolen Base 2B,,113028,Johnny Damon,Gregg Zaun,4,4,9,False,2005-09-29,Stolen,2B,2005
55,3,2B,3B,Stolen Base 3B,,150061,Julio Lugo,Victor Martinez,0,0,1,True,2005-09-29,Stolen,3B,2005
56,21,1B,2B,Stolen Base 2B,,150093,Alfonso Soriano,Miguel Ojeda,2,0,2,True,2005-09-29,Stolen,2B,2005
57,1,1B,2B,Stolen Base 2B,,408210,Chone Figgins,Jason Kendall,0,0,1,True,2005-09-29,Stolen,2B,2005
58,2,1B,,Caught Stealing 2B,,150367,Pablo Ozuna,Vance Wilson,0,0,1,True,2005-09-29,Caught,2B,2005
59,64,1B,,Caught Stealing 2B,,115094,Shawn Green,Dioner Navarro,3,2,7,True,2005-09-28,Caught,2B,2005
60,5,1B,2B,Stolen Base 2B,,400085,Ichiro Suzuki,Gerald Laird,1,0,1,False,2005-09-28,Stolen,2B,2005
61,1,1B,,Caught Stealing 2B,,133160,Randy Winn,Ramon Hernandez,0,0,1,True,2005-09-28,Caught,2B,2005
62,36,1B,2B,Stolen Base 2B,,425867,Khalil Greene,Mike Matheny,3,0,3,False,2005-09-28,Stolen,2B,2005
63,24,1B,,Caught Stealing 2B,,117276,Mark Kotsay,Jeff Mathis,2,0,3,False,2005-09-28,Caught,2B,2005
64,26,1B,2B,Stolen Base 2B,,430895,Maicer Izturis,Adam Melhuse,2,0,4,True,2005-09-28,Stolen,2B,2005
65,68,1B,2B,Stolen Base 2B,,429665,Edwin Encarnación,Damian Miller,2,6,6,True,2005-09-28,Stolen,2B,2005
66,71,1B,2B,Stolen Base 2B,,150472,Ryan Freel,Damian Miller,2,8,6,True,2005-09-28,Stolen,2B,2005
67,69,1B,,Caught Stealing 2B,,275928,Luis Matos,Jorge Posada,1,2,7,False,2005-09-28,Caught,2B,2005
68,75,1B,2B,Stolen Base 2B,,124523,Tony Womack,Sal Fasano,1,2,8,True,2005-09-28,Stolen,2B,2005
69,4,1B,2B,Stolen Base 2B,,334393,Juan Pierre,Gary Bennett,0,0,1,False,2005-09-28,Stolen,2B,2005
70,13,1B,2B,Stolen Base 2B,,407781,Marlon Byrd,Josh Willingham,1,0,2,True,2005-09-28,Stolen,2B,2005
71,16,1B,2B,Stolen Base 2B,,150217,Cristian Guzman,Josh Willingham,1,0,2,True,2005-09-28,Stolen,2B,2005
