,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
4,10,1B,,Caught Stealing 2B,,607208,Trea Turner,Webster Rivas,2,0,1,False,2021-09-30,Caught,2B,2021
5,96,1B,,Caught Stealing 2B,,664983,Jake McCarthy,Buster Posey,4,4,9,True,2021-09-30,Caught,2B,2021
6,91,1B,2B,Stolen Base 2B,,640458,Óscar Mercado,Cam Gallagher,1,5,9,True,2021-09-30,Stolen,2B,2021
7,48,1B,2B,Stolen Base 2B,,668731,Akil Baddoo,Mitch Garver,5,5,5,True,2021-09-30,Stolen,2B,2021
8,76,1B,2B,Stolen Base 2B,,641598,Mitch Garver,Dustin Garneau,7,6,7,False,2021-09-30,Stolen,2B,2021
9,96,1B,2B,Stolen Base 2B,,643446,Jeff McNeil,Nick Fortes,6,3,8,False,2021-09-30,Stolen,2B,2021
10,66,1B,,Caught Stealing 2B,,595281,Kevin Kiermaier,Martín Maldonado,3,2,8,True,2021-09-30,Caught,2B,2021
11,14,1B,2B,Stolen Base 2B,,666182,Bo Bichette,Kyle Higashioka,0,1,2,False,2021-09-30,Stolen,2B,2021
12,34,1B,2B,Stolen Base 2B,,572816,Corey Dickerson,Kyle Higashioka,1,1,4,False,2021-09-30,Stolen,2B,2021
13,84,1B,2B,Stolen Base 2B,,669289,Santiago Espinal,Kyle Higashioka,2,6,9,False,2021-09-30,Stolen,2B,2021
14,78,1B,,Caught Stealing 2B,,669720,Austin Hays,Christian Vázquez,6,2,7,False,2021-09-30,Caught,2B,2021
15,22,2B,3B,Stolen Base 3B,,542364,Rafael Ortega,Jacob Stallings,0,4,2,True,2021-09-30,Stolen,3B,2021
16,24,1B,2B,Stolen Base 2B,,664023,Ian Happ,Jacob Stallings,0,6,2,True,2021-09-30,Stolen,2B,2021
17,25,3B,score,Stolen Base Home,"{'id': 664337, 'link': '/api/v1/people/664337'}",542364,Rafael Ortega,Jacob Stallings,0,6,2,True,2021-09-30,Stolen,Home,2021
18,20,1B,2B,Stolen Base 2B,,666969,Adolis García,Max Stassi,0,5,1,False,2021-09-30,Stolen,2B,2021
19,48,1B,2B,Stolen Base 2B,,669016,Brandon Marsh,Jonah Heim,3,5,4,True,2021-09-30,Stolen,2B,2021
20,50,1B,2B,Stolen Base 2B,,621438,Tyrone Taylor,Andrew Knizner,2,3,5,True,2021-09-30,Stolen,2B,2021
21,35,1B,,Caught Stealing 2B,,543333,Eric Hosmer,Will Smith,5,3,3,True,2021-09-29,Caught,2B,2021
22,43,1B,,Caught Stealing 2B,,595777,Jurickson Profar,Will Smith,5,3,4,True,2021-09-29,Caught,2B,2021
23,84,1B,2B,Stolen Base 2B,,663757,Trent Grisham,Will Smith,5,9,7,True,2021-09-29,Stolen,2B,2021
24,104,2B,3B,Stolen Base 3B,,457759,Justin Turner,Victor Caratini,11,9,8,False,2021-09-29,Stolen,3B,2021
25,68,1B,2B,Stolen Base 2B,,621453,Steven Duggar,Carson Kelly,0,0,7,False,2021-09-29,Stolen,2B,2021
26,9,1B,2B,Stolen Base 2B,,676480,Jose Barrero,Yasmani Grandal,0,0,2,True,2021-09-29,Stolen,2B,2021
27,48,1B,2B,Stolen Base 2B,,673357,Luis Robert Jr.,Tyler Stephenson,4,0,5,False,2021-09-29,Stolen,2B,2021
28,29,1B,,Caught Stealing 2B,,595281,Kevin Kiermaier,Jason Castro,0,3,4,True,2021-09-29,Caught,2B,2021
29,3,2B,3B,Stolen Base 3B,,664702,Myles Straw,Salvador Perez,0,1,1,True,2021-09-29,Stolen,3B,2021
30,60,1B,2B,Stolen Base 2B,,664728,Kyle Isbel,Austin Hedges,5,4,4,False,2021-09-29,Stolen,2B,2021
31,22,1B,2B,Stolen Base 2B,,663993,Nathaniel Lowe,Kurt Suzuki,0,2,2,False,2021-09-29,Stolen,2B,2021
32,58,1B,2B,Stolen Base 2B,,666969,Adolis García,Kurt Suzuki,2,2,5,False,2021-09-29,Stolen,2B,2021
33,62,1B,2B,Stolen Base 2B,,660271,Shohei Ohtani,Jose Trevino,2,3,6,True,2021-09-29,Stolen,2B,2021
34,83,1B,2B,Stolen Base 2B,,650859,Luis Rengifo,Jose Trevino,2,6,6,True,2021-09-29,Stolen,2B,2021
35,110,1B,2B,Stolen Base 2B,,660271,Shohei Ohtani,Jose Trevino,2,7,9,True,2021-09-29,Stolen,2B,2021
36,58,1B,2B,Stolen Base 2B,,456715,Lorenzo Cain,Andrew Knizner,0,3,6,True,2021-09-29,Stolen,2B,2021
37,47,1B,2B,Stolen Base 2B,,668731,Akil Baddoo,Ryan Jeffers,3,1,5,True,2021-09-29,Stolen,2B,2021
38,79,1B,2B,Stolen Base 2B,,621439,Byron Buxton,Eric Haase,3,1,8,False,2021-09-29,Stolen,2B,2021
39,77,1B,2B,Stolen Base 2B,,665862,Jazz Chisholm Jr.,James McCann,2,3,9,True,2021-09-29,Stolen,2B,2021
40,13,1B,,Caught Stealing 2B,,605361,Nick Martini,Michael Pérez,0,0,2,True,2021-09-29,Caught,2B,2021
41,18,1B,2B,Stolen Base 2B,,621028,Kevin Newman,Willson Contreras,0,0,2,False,2021-09-29,Stolen,2B,2021
42,73,1B,2B,Stolen Base 2B,,643524,Frank Schwindel,Michael Pérez,2,3,7,True,2021-09-29,Stolen,2B,2021
43,80,1B,2B,Stolen Base 2B,,664023,Ian Happ,Michael Pérez,2,3,7,True,2021-09-29,Stolen,2B,2021
44,69,1B,2B,Stolen Base 2B,,656541,Sam Hilliard,Riley Adams,6,5,3,False,2021-09-29,Stolen,2B,2021
45,81,1B,,Caught Stealing 2B,,596115,Trevor Story,Riley Adams,6,5,4,False,2021-09-29,Caught,2B,2021
46,10,2B,3B,Stolen Base 3B,,607208,Trea Turner,Victor Caratini,1,0,1,False,2021-09-28,Stolen,3B,2021
47,94,1B,2B,Stolen Base 2B,,673490,Ha-Seong Kim,Will Smith,2,1,9,True,2021-09-28,Stolen,2B,2021
48,119,1B,2B,Stolen Base 2B,,543063,Brandon Crawford,Carson Kelly,6,4,8,False,2021-09-28,Stolen,2B,2021
