,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
0,59,1B,2B,Stolen Base 2B,,665923,Esteury Ruiz,Logan O'Hoppe,3,1,8,True,2023-09-30,Stolen,2B,2023
1,27,1B,,Caught Stealing 2B,,642731,Thairo Estrada,Austin Barnes,1,0,3,False,2023-09-30,Caught,2B,2023
2,82,1B,,Caught Stealing 2B,,621035,Chris Taylor,Patrick Bailey,2,1,9,True,2023-09-30,Caught,2B,2023
3,38,1B,2B,Stolen Base 2B,,686668,Brenton Doyle,Christian Vázquez,0,6,3,False,2023-09-30,Stolen,2B,2023
4,28,1B,2B,Stolen Base 2B,,663656,Kyle Tucker,Gabriel Moreno,0,1,4,True,2023-09-30,Stolen,2B,2023
5,38,1B,2B,Stolen Base 2B,,666971,Lourdes Gurriel Jr.,Martín Maldonado,0,1,4,False,2023-09-30,Stolen,2B,2023
6,84,1B,,Caught Stealing 2B,,664983,Jake McCarthy,Martín Maldonado,0,1,9,False,2023-09-30,Caught,2B,2023
7,2,1B,2B,Stolen Base 2B,,682928,CJ Abrams,Sean Murphy,0,1,1,True,2023-09-30,Stolen,2B,2023
8,22,1B,2B,Stolen Base 2B,,696285,Jacob Young,Sean Murphy,0,3,2,True,2023-09-30,Stolen,2B,2023
9,39,1B,2B,Stolen Base 2B,,660670,Ronald Acuña Jr.,Keibert Ruiz,0,3,3,False,2023-09-30,Stolen,2B,2023
10,48,1B,2B,Stolen Base 2B,,696285,Jacob Young,Sean Murphy,1,3,4,True,2023-09-30,Stolen,2B,2023
11,5,1B,2B,Stolen Base 2B,,669242,Tommy Edman,Tyler Stephenson,0,0,1,False,2023-09-30,Stolen,2B,2023
12,31,3B,,Caught Stealing Home,,682622,Noelvi Marte,Iván Herrera,5,0,2,True,2023-09-30,Caught,Home,2023
13,32,1B,2B,Caught Stealing Home,,682829,Elly De La Cruz,Iván Herrera,5,0,2,True,2023-09-30,Caught,Home,2023
14,21,1B,,Caught Stealing 2B,,457759,Justin Turner,James McCann,0,0,3,True,2023-09-30,Caught,2B,2023
15,60,1B,2B,Stolen Base 2B,,622761,Jorge Mateo,Reese McGuire,0,0,7,False,2023-09-30,Stolen,2B,2023
16,87,1B,2B,Stolen Base 2B,,622761,Jorge Mateo,Reese McGuire,5,1,8,False,2023-09-30,Stolen,2B,2023
17,2,1B,2B,Stolen Base 2B,,518934,DJ LeMahieu,Logan Porter,0,0,1,True,2023-09-30,Stolen,2B,2023
18,31,1B,,Caught Stealing 2B,,677951,Bobby Witt Jr.,Kyle Higashioka,2,0,3,False,2023-09-30,Caught,2B,2023
