,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
3,64,1B,2B,Stolen Base 2B,,664983,Jake McCarthy,Austin Wynns,8,3,5,True,2022-09-30,Stolen,2B,2022
4,69,1B,2B,Stolen Base 2B,,668942,Josh Rojas,Austin Wynns,8,4,5,True,2022-09-30,Stolen,2B,2022
5,41,1B,2B,Stolen Base 2B,,462101,Elvis Andrus,Austin Nola,1,2,5,True,2022-09-30,Stolen,2B,2022
6,66,1B,2B,Stolen Base 2B,,673490,Ha-Seong Kim,Carlos Pérez,1,3,7,False,2022-09-30,Stolen,2B,2022
7,6,1B,2B,Stolen Base 2B,,664238,Dylan Moore,Shea Langeliers,1,0,1,False,2022-09-30,Stolen,2B,2022
8,15,1B,,Caught Stealing 2B,,668843,Conner Capel,Luis Torrens,1,1,2,True,2022-09-30,Caught,2B,2022
9,24,1B,,Caught Stealing 2B,,666185,Dylan Carlson,Jason Delay,0,0,2,False,2022-09-30,Caught,2B,2022
10,83,1B,2B,Stolen Base 2B,,663647,Ke'Bryan Hayes,Yadier Molina,2,1,8,True,2022-09-30,Stolen,2B,2022
11,16,1B,2B,Stolen Base 2B,,607054,Jace Peterson,Jacob Stallings,0,0,3,False,2022-09-30,Stolen,2B,2022
12,43,1B,2B,Stolen Base 2B,,669003,Garrett Mitchell,Jacob Stallings,0,0,6,False,2022-09-30,Stolen,2B,2022
13,33,1B,2B,Stolen Base 2B,,595909,Jake Cave,Tucker Barnhart,0,3,4,True,2022-09-30,Stolen,2B,2022
14,67,1B,2B,Stolen Base 2B,,676628,Mark Contreras,Tucker Barnhart,0,3,7,True,2022-09-30,Stolen,2B,2022
15,47,1B,2B,Stolen Base 2B,,543807,George Springer,Reese McGuire,4,0,4,False,2022-09-30,Stolen,2B,2022
16,3,1B,2B,Stolen Base 2B,,656775,Cedric Mullins,Jose Trevino,0,1,1,True,2022-09-30,Stolen,2B,2022
17,60,1B,2B,Stolen Base 2B,,656775,Cedric Mullins,Jose Trevino,1,2,7,True,2022-09-30,Stolen,2B,2022
18,71,1B,2B,Stolen Base 2B,,643396,Isiah Kiner-Falefa,Adley Rutschman,1,2,8,False,2022-09-30,Stolen,2B,2022
19,4,1B,2B,Stolen Base 2B,,592663,J.T. Realmuto,Riley Adams,0,1,1,True,2022-09-30,Stolen,2B,2022
20,6,2B,3B,Stolen Base 3B,,592663,J.T. Realmuto,Riley Adams,0,1,1,True,2022-09-30,Stolen,3B,2022
21,7,1B,2B,Stolen Base 2B,,664761,Alec Bohm,Riley Adams,0,1,1,True,2022-09-30,Stolen,2B,2022
22,22,1B,2B,Stolen Base 2B,,547180,Bryce Harper,Riley Adams,0,1,3,True,2022-09-30,Stolen,2B,2022
23,28,1B,,Caught Stealing 2B,,657041,Lane Thomas,J.T. Realmuto,0,1,3,False,2022-09-30,Caught,2B,2022
24,37,1B,2B,Stolen Base 2B,,681082,Bryson Stott,Riley Adams,0,2,4,True,2022-09-30,Stolen,2B,2022
25,96,1B,2B,Stolen Base 2B,,592663,J.T. Realmuto,Riley Adams,1,5,9,True,2022-09-30,Stolen,2B,2022
26,17,1B,,Caught Stealing 2B,,624428,Adam Frazier,Kevin Plawecki,2,0,2,False,2022-09-29,Caught,2B,2022
27,97,1B,2B,Stolen Base 2B,,594777,Kole Calhoun,Cal Raleigh,7,8,10,True,2022-09-29,Stolen,2B,2022
28,106,2B,3B,Stolen Base 3B,,647351,Abraham Toro,Kevin Plawecki,8,8,10,False,2022-09-29,Stolen,3B,2022
29,119,2B,3B,Stolen Base 3B,,664238,Dylan Moore,Kevin Plawecki,10,9,11,False,2022-09-29,Stolen,3B,2022
30,59,2B,3B,Stolen Base 3B,,607208,Trea Turner,Luis Campusano,2,2,6,True,2022-09-29,Stolen,3B,2022
31,60,1B,2B,Stolen Base 2B,,518692,Freddie Freeman,Luis Campusano,2,2,6,True,2022-09-29,Stolen,2B,2022
32,21,2B,,Caught Stealing 3B,,669374,Keston Hiura,Nick Fortes,2,0,2,False,2022-09-29,Caught,3B,2022
33,50,1B,2B,Stolen Base 2B,,542932,Jon Berti,Victor Caratini,2,0,6,True,2022-09-29,Stolen,2B,2022
34,27,1B,2B,Stolen Base 2B,,677551,Wander Franco,Luke Maile,0,1,3,True,2022-09-29,Stolen,2B,2022
35,59,1B,2B,Stolen Base 2B,,622534,Manuel Margot,Luke Maile,0,1,7,True,2022-09-29,Stolen,2B,2022
36,83,1B,2B,Stolen Base 2B,,677551,Wander Franco,Luke Maile,2,1,9,True,2022-09-29,Stolen,2B,2022
37,20,1B,,Caught Stealing 2B,,516416,Jean Segura,Willson Contreras,1,0,2,True,2022-09-29,Caught,2B,2022
38,47,1B,2B,Stolen Base 2B,,670242,Matt Wallner,Yasmani Grandal,2,2,4,False,2022-09-29,Stolen,2B,2022
39,66,1B,2B,Stolen Base 2B,,571740,Billy Hamilton,Yasmani Grandal,2,3,6,False,2022-09-29,Stolen,2B,2022
40,68,2B,3B,Stolen Base 3B,,571740,Billy Hamilton,Yasmani Grandal,2,3,6,False,2022-09-29,Stolen,3B,2022
41,20,1B,,Caught Stealing 2B,,669701,Josh Smith,Curt Casali,2,1,2,True,2022-09-28,Caught,2B,2022
42,58,1B,2B,Stolen Base 2B,,592518,Manny Machado,Will Smith,0,0,6,False,2022-09-28,Stolen,2B,2022
43,82,1B,2B,Stolen Base 2B,,571976,Wil Myers,Will Smith,0,0,9,False,2022-09-28,Stolen,2B,2022
