,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
4,2,1B,2B,Stolen Base 2B,,117863,Kenny Lofton,Javy Lopez,0,0,1,True,2003-09-30,Stolen,2B,2003
5,69,1B,2B,Stolen Base 2B,,122544,Sammy Sosa,Javy Lopez,1,4,7,True,2003-09-30,Stolen,2B,2003
6,72,1B,2B,Stolen Base 2B,,111188,Barry Bonds,Ivan Rodriguez,2,0,8,False,2003-09-30,Stolen,2B,2003
7,49,2B,3B,Stolen Base 3B,,150093,Alfonso Soriano,A.J. Pierzynski,0,1,5,False,2003-09-30,Stolen,3B,2003
8,57,2B,,Caught Stealing 3B,,136731,Corey Koskie,Jorge Posada,0,3,6,True,2003-09-30,Caught,3B,2003
9,64,1B,2B,Stolen Base 2B,,294558,Xavier Nady,Charles Johnson,4,3,5,False,2003-09-28,Stolen,2B,2003
10,8,1B,2B,Stolen Base 2B,,407792,Alfredo Amezaga,Todd Greene,0,0,1,False,2003-09-28,Stolen,2B,2003
11,45,1B,2B,Stolen Base 2B,,408210,Chone Figgins,Todd Greene,1,1,5,False,2003-09-28,Stolen,2B,2003
12,61,1B,2B,Stolen Base 2B,,227495,Trent Durrington,Todd Greene,4,1,6,False,2003-09-28,Stolen,2B,2003
13,64,1B,2B,Stolen Base 2B,,424485,Barry Wesson,Todd Greene,4,1,6,False,2003-09-28,Stolen,2B,2003
14,79,1B,2B,Stolen Base 2B,,276545,Michael Young,Shawn Wooten,4,1,8,True,2003-09-28,Stolen,2B,2003
15,80,2B,3B,Stolen Base 3B,,276545,Michael Young,Shawn Wooten,4,1,8,True,2003-09-28,Stolen,3B,2003
16,1,1B,2B,Stolen Base 2B,,285131,Cesar Izturis,Alberto Castillo,0,0,1,True,2003-09-28,Stolen,2B,2003
17,71,1B,2B,Stolen Base 2B,,122497,J.T. Snow,David Ross,7,3,4,False,2003-09-28,Stolen,2B,2003
18,90,1B,2B,Stolen Base 2B,,124695,Eric Young Sr.,David Ross,9,3,6,False,2003-09-28,Stolen,2B,2003
19,55,2B,3B,Stolen Base 3B,,400085,Ichiro Suzuki,Adam Melhuse,5,2,4,False,2003-09-28,Stolen,3B,2003
20,56,1B,2B,Stolen Base 2B,,136722,Carlos Guillén,Adam Melhuse,5,2,4,False,2003-09-28,Stolen,2B,2003
21,45,1B,2B,Stolen Base 2B,,119865,Abraham O. Nunez,Josh Paul,2,2,5,True,2003-09-28,Stolen,2B,2003
22,63,1B,2B,Stolen Base 2B,,119975,Troy O'Leary,Jason Kendall,2,2,6,False,2003-09-28,Stolen,2B,2003
23,86,1B,,Caught Stealing 2B,,333292,Jack Wilson,Josh Paul,2,3,9,True,2003-09-28,Caught,2B,2003
24,24,1B,2B,Stolen Base 2B,,407483,Willie Harris,Tom Prince,0,1,4,True,2003-09-28,Stolen,2B,2003
25,45,1B,2B,Stolen Base 2B,,400018,Miguel Olivo,Tom Prince,0,4,5,True,2003-09-28,Stolen,2B,2003
26,25,1B,2B,Stolen Base 2B,,334393,Juan Pierre,Vance Wilson,1,0,2,False,2003-09-28,Stolen,2B,2003
27,4,1B,2B,Stolen Base 2B,,407781,Marlon Byrd,Johnny Estrada,0,0,1,False,2003-09-28,Stolen,2B,2003
28,59,1B,2B,Stolen Base 2B,,137002,Gabe Kapler,Toby Hall,0,1,8,True,2003-09-28,Stolen,2B,2003
29,70,1B,2B,Stolen Base 2B,,408307,Carl Crawford,Jason Varitek,0,1,8,False,2003-09-28,Stolen,2B,2003
30,26,2B,3B,Stolen Base 3B,,421124,Ramon Santiago,Rob Bowen,1,0,3,False,2003-09-28,Stolen,3B,2003
31,48,1B,2B,Stolen Base 2B,,117420,Tim Laker,Kevin Cash,4,1,5,True,2003-09-28,Stolen,2B,2003
32,8,1B,2B,Stolen Base 2B,,133343,Preston Wilson,Humberto Quintero,0,1,1,True,2003-09-27,Stolen,2B,2003
33,20,1B,2B,Stolen Base 2B,,407483,Willie Harris,Mike DiFelice,0,1,3,True,2003-09-27,Stolen,2B,2003
34,45,1B,,Caught Stealing 2B,,400018,Miguel Olivo,Mike DiFelice,0,8,3,True,2003-09-27,Caught,2B,2003
35,8,1B,2B,Stolen Base 2B,,400128,Alex Sanchez,A.J. Pierzynski,0,1,1,False,2003-09-27,Stolen,2B,2003
36,114,1B,2B,Stolen Base 2B,,400128,Alex Sanchez,A.J. Pierzynski,4,8,8,False,2003-09-27,Stolen,2B,2003
37,143,1B,2B,Stolen Base 2B,,400128,Alex Sanchez,A.J. Pierzynski,9,8,9,False,2003-09-27,Stolen,2B,2003
38,144,2B,3B,Stolen Base 3B,,400128,Alex Sanchez,A.J. Pierzynski,9,8,9,False,2003-09-27,Stolen,3B,2003
39,9,1B,2B,Stolen Base 2B,,408307,Carl Crawford,Bill Haselman,1,2,1,False,2003-09-27,Stolen,2B,2003
40,81,1B,2B,Stolen Base 2B,,408306,Rocco Baldelli,Bill Haselman,5,4,8,False,2003-09-27,Stolen,2B,2003
41,48,2B,3B,Stolen Base 3B,,111904,Mike Cameron,Adam Melhuse,4,4,3,False,2003-09-27,Stolen,3B,2003
42,7,1B,2B,Stolen Base 2B,,116539,Derek Jeter,Brook Fordyce,0,0,1,False,2003-09-27,Stolen,2B,2003
43,36,2B,3B,Stolen Base 3B,,150093,Alfonso Soriano,Brook Fordyce,2,2,2,False,2003-09-27,Stolen,3B,2003
44,3,1B,2B,Stolen Base 2B,,121347,Alex Rodriguez,Tom Gregorio,0,0,1,True,2003-09-27,Stolen,2B,2003
45,24,1B,,Caught Stealing 2B,,237800,Jeff DaVanon,Gerald Laird,0,1,2,False,2003-09-27,Caught,2B,2003
46,31,2B,3B,Stolen Base 3B,,405395,Albert Pujols,Rod Barajas,1,3,3,True,2003-09-27,Stolen,3B,2003
47,32,1B,2B,Stolen Base 2B,,120408,Eduardo Perez,Rod Barajas,1,3,3,True,2003-09-27,Stolen,2B,2003
48,103,1B,2B,Stolen Base 2B,,425631,Robby Hammock,Chris Widger,2,3,9,False,2003-09-27,Stolen,2B,2003
49,88,1B,2B,Stolen Base 2B,,114526,Andres Galarraga,David Ross,3,3,7,False,2003-09-27,Stolen,2B,2003
50,48,1B,2B,Stolen Base 2B,,276361,Adam Everett,Eddie Pérez,1,2,4,False,2003-09-27,Stolen,2B,2003
51,67,1B,2B,Stolen Base 2B,,425511,Prentice Redman,Ramon Castro,2,2,7,True,2003-09-27,Stolen,2B,2003
52,75,1B,2B,Stolen Base 2B,,136607,Joe McEwing,Ramon Castro,2,5,7,True,2003-09-27,Stolen,2B,2003
53,6,1B,2B,Stolen Base 2B,,276519,Jimmy Rollins,Henry Blanco,0,0,1,False,2003-09-27,Stolen,2B,2003
54,54,1B,2B,Stolen Base 2B,,407781,Marlon Byrd,Henry Blanco,3,5,5,False,2003-09-27,Stolen,2B,2003
55,70,1B,2B,Stolen Base 2B,,407785,Anderson Machado,Henry Blanco,3,5,7,False,2003-09-27,Stolen,2B,2003
56,36,1B,2B,Stolen Base 2B,,115210,Mark Grudzielanek,Craig Wilson,6,0,2,False,2003-09-27,Stolen,2B,2003
57,37,2B,3B,Stolen Base 2B,,115210,Mark Grudzielanek,Craig Wilson,6,0,2,False,2003-09-27,Stolen,2B,2003
58,3,1B,2B,Stolen Base 2B,,276523,Tike Redman,Damian Miller,0,0,1,True,2003-09-27,Stolen,2B,2003
59,87,1B,2B,Stolen Base 2B,,406670,Rob Mackowiak,Damian Miller,4,2,8,True,2003-09-27,Stolen,2B,2003
60,32,1B,2B,Stolen Base 2B,,276377,Wily Mo Peña,Michael Barrett,2,0,4,False,2003-09-27,Stolen,2B,2003
61,36,1B,2B,Stolen Base 2B,,115210,Mark Grudzielanek,Craig Wilson,6,0,2,False,2003-09-26,Stolen,2B,2003
62,37,2B,3B,Stolen Base 2B,,115210,Mark Grudzielanek,Craig Wilson,6,0,2,False,2003-09-26,Stolen,2B,2003
63,33,1B,,Caught Stealing 2B,,400075,Jermaine Clark,Tom Gregorio,0,3,4,True,2003-09-26,Caught,2B,2003
64,54,1B,2B,Stolen Base 2B,,408210,Chone Figgins,Einar Díaz,2,3,5,False,2003-09-26,Stolen,2B,2003
65,55,2B,3B,Stolen Base 2B,,408210,Chone Figgins,Einar Díaz,2,3,5,False,2003-09-26,Stolen,2B,2003
66,68,2B,3B,Stolen Base 3B,,407885,Mark Ellis,Ben Davis,7,3,5,True,2003-09-26,Stolen,3B,2003
67,3,1B,2B,Stolen Base 2B,,150367,Pablo Ozuna,Gary Bennett,0,0,1,True,2003-09-26,Stolen,2B,2003
68,35,2B,3B,Stolen Base 3B,,114789,Brian Giles,Charles Johnson,1,0,3,False,2003-09-26,Stolen,3B,2003
69,90,2B,,Caught Stealing 3B,,120092,Keith Osik,Raul Chavez,5,9,4,True,2003-09-26,Caught,3B,2003
70,92,1B,2B,Stolen Base 2B,,112381,Royce Clayton,Raul Chavez,5,9,4,True,2003-09-26,Stolen,2B,2003
71,137,1B,,Caught Stealing 2B,,110987,Craig Biggio,Keith Osik,5,12,8,False,2003-09-26,Caught,2B,2003
72,10,1B,2B,Stolen Base 2B,,334393,Juan Pierre,Vance Wilson,0,1,1,False,2003-09-26,Stolen,2B,2003
73,27,1B,2B,Stolen Base 2B,,136607,Joe McEwing,Ivan Rodriguez,1,1,3,True,2003-09-26,Stolen,2B,2003
74,66,1B,2B,Stolen Base 2B,,334393,Juan Pierre,Vance Wilson,4,1,6,False,2003-09-26,Stolen,2B,2003
75,90,1B,2B,Stolen Base 2B,,425511,Prentice Redman,Ivan Rodriguez,4,3,8,True,2003-09-26,Stolen,2B,2003
76,100,1B,2B,Stolen Base 2B,,421064,Ty Wigginton,Ivan Rodriguez,4,3,9,True,2003-09-26,Stolen,2B,2003
77,59,1B,,Caught Stealing 2B,,407577,Andy Abad,Toby Hall,1,5,5,True,2003-09-26,Caught,2B,2003
78,73,1B,2B,Stolen Base 2B,,408306,Rocco Baldelli,Jason Varitek,2,6,6,False,2003-09-26,Stolen,2B,2003
79,1,1B,,Caught Stealing 2B,,150415,Brad Wilkerson,Jason LaRue,0,0,1,True,2003-09-26,Caught,2B,2003
80,5,1B,2B,Stolen Base 2B,,400128,Alex Sanchez,A.J. Pierzynski,0,0,1,False,2003-09-26,Stolen,2B,2003
81,56,1B,,Caught Stealing 2B,,400128,Alex Sanchez,A.J. Pierzynski,2,2,4,False,2003-09-26,Caught,2B,2003
82,119,2B,3B,Stolen Base 3B,,400083,Andres Torres,A.J. Pierzynski,4,4,10,False,2003-09-26,Stolen,3B,2003
83,123,1B,2B,Stolen Base 2B,,115370,Shane Halter,A.J. Pierzynski,4,4,10,False,2003-09-26,Stolen,2B,2003
