,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
2,16,1B,,Caught Stealing 2B,,113240,David Dellucci,Scott Servais,0,0,2,False,2000-09-30,Caught,2B,2000
3,28,1B,2B,Stolen Base 2B,,116423,Damian Jackson,Todd Hundley,1,4,3,False,2000-09-30,Stolen,2B,2000
4,43,1B,2B,Stolen Base 2B,,114961,Tom Goodwin,Ben Davis,1,4,5,True,2000-09-30,Stolen,2B,2000
5,25,1B,2B,Stolen Base 2B,,115174,Marquis Grissom,Mitch Meluskey,3,1,3,True,2000-09-30,Stolen,2B,2000
6,53,1B,2B,Stolen Base 2B,,123743,Jose Vizcaino,Brook Fordyce,5,1,5,True,2000-09-30,Stolen,2B,2000
7,9,1B,,Caught Stealing 2B,,117276,Mark Kotsay,Gary Bennett,0,1,1,False,2000-09-30,Caught,2B,2000
8,32,2B,3B,Stolen Base 3B,,110029,Bobby Abreu,Ramon Castro,1,2,4,True,2000-09-30,Stolen,3B,2000
9,65,1B,2B,Stolen Base 2B,,136780,Mike Lowell,Gary Bennett,5,2,5,False,2000-09-30,Stolen,2B,2000
10,19,1B,2B,Stolen Base 2B,,150324,Carlos Lee,Gregg Zaun,0,1,2,False,2000-09-30,Stolen,2B,2000
11,37,1B,,Caught Stealing 2B,,113660,Ray Durham,Gregg Zaun,3,1,3,False,2000-09-30,Caught,2B,2000
12,129,1B,2B,Stolen Base 2B,,150217,Cristian Guzman,Brad Ausmus,5,5,11,True,2000-09-30,Stolen,2B,2000
13,8,1B,2B,Stolen Base 2B,,133160,Randy Winn,Scott Hatteberg,0,0,1,False,2000-09-30,Stolen,2B,2000
14,42,1B,,Caught Stealing 2B,,134360,Bobby Smith,Scott Hatteberg,0,0,5,False,2000-09-30,Caught,2B,2000
15,80,1B,2B,Stolen Base 2B,,132620,Donnie Sadler,Toby Hall,2,4,9,True,2000-09-30,Stolen,2B,2000
16,18,2B,,Caught Stealing 3B,,118808,Mark McLemore,Bengie Molina,0,3,2,True,2000-09-30,Caught,3B,2000
17,45,1B,2B,Stolen Base 2B,,111904,Mike Cameron,Bengie Molina,2,4,4,True,2000-09-30,Stolen,2B,2000
18,104,1B,2B,Stolen Base 2B,,116380,Raul Ibanez,Bengie Molina,6,11,7,True,2000-09-30,Stolen,2B,2000
19,1,1B,2B,Stolen Base 2B,,116326,Brian L. Hunter,Carlos Hernandez,0,0,1,True,2000-09-30,Stolen,2B,2000
20,8,2B,3B,Stolen Base 3B,,112087,Sean Casey,Carlos Hernandez,0,1,1,True,2000-09-30,Stolen,3B,2000
21,9,1B,2B,Stolen Base 2B,,119913,Alex Ochoa,Carlos Hernandez,0,1,1,True,2000-09-30,Stolen,2B,2000
22,24,1B,2B,Stolen Base 2B,,116326,Brian L. Hunter,Carlos Hernandez,0,2,3,True,2000-09-30,Stolen,2B,2000
23,85,1B,2B,Stolen Base 2B,,122784,Shannon Stewart,Sandy Alomar Jr.,4,3,7,True,2000-09-30,Stolen,2B,2000
24,92,1B,2B,Stolen Base 2B,,112381,Royce Clayton,Ramon Hernandez,3,3,6,True,2000-09-29,Stolen,2B,2000
25,119,1B,,Caught Stealing 2B,,115079,Scarborough Green,Ramon Hernandez,6,3,7,True,2000-09-29,Caught,2B,2000
26,65,1B,,Caught Stealing 2B,,112736,Craig Counsell,Bobby Estalella,2,4,6,False,2000-09-29,Caught,2B,2000
27,2,1B,2B,Stolen Base 2B,,111904,Mike Cameron,Bengie Molina,0,0,1,True,2000-09-29,Stolen,2B,2000
28,70,1B,2B,Stolen Base 2B,,150456,Adam Kennedy,Dan Wilson,8,3,6,False,2000-09-29,Stolen,2B,2000
29,2,1B,2B,Stolen Base 2B,,114961,Tom Goodwin,Wiki Gonzalez,0,0,1,True,2000-09-29,Stolen,2B,2000
30,31,1B,,Caught Stealing 2B,,112128,Juan Castro,Eli Marrero,0,5,4,True,2000-09-29,Caught,2B,2000
31,8,2B,3B,Stolen Base 3B,,150061,Julio Lugo,Raul Casanova,0,0,1,False,2000-09-29,Stolen,3B,2000
32,89,1B,,Caught Stealing 2B,,116191,Tyler Houston,Mitch Meluskey,3,6,7,True,2000-09-29,Caught,2B,2000
33,23,2B,,Caught Stealing 3B,,136866,Carlos Febles,Charles Johnson,0,3,2,True,2000-09-29,Caught,3B,2000
34,24,1B,2B,Caught Stealing 3B,,113028,Johnny Damon,Charles Johnson,0,3,2,True,2000-09-29,Caught,3B,2000
35,64,1B,2B,Stolen Base 2B,,123245,Frank Thomas,Gregg Zaun,3,3,5,False,2000-09-29,Stolen,2B,2000
36,80,1B,2B,Stolen Base 2B,,113028,Johnny Damon,Charles Johnson,4,4,7,True,2000-09-29,Stolen,2B,2000
37,2,1B,,Caught Stealing 2B,,334393,Juan Pierre,Javy Lopez,0,0,1,True,2000-09-29,Caught,2B,2000
38,25,2B,3B,Stolen Base 3B,,121673,Reggie Sanders,Brent Mayne,1,0,2,False,2000-09-29,Stolen,3B,2000
39,26,1B,2B,Stolen Base 2B,,124054,Walt Weiss,Brent Mayne,1,0,2,False,2000-09-29,Stolen,2B,2000
40,87,2B,3B,Stolen Base 3B,,133160,Randy Winn,Jason Varitek,6,4,7,False,2000-09-29,Stolen,3B,2000
41,3,1B,2B,Stolen Base 2B,,110029,Bobby Abreu,Ramon Castro,0,0,1,True,2000-09-29,Stolen,2B,2000
42,38,3B,score,Stolen Base Home,"{'id': 136600, 'link': '/api/v1/people/136600'}",133343,Preston Wilson,Gary Bennett,3,1,4,False,2000-09-29,Stolen,Home,2000
43,39,1B,2B,Stolen Base 2B,,136780,Mike Lowell,Gary Bennett,3,1,4,False,2000-09-29,Stolen,2B,2000
44,15,1B,,Caught Stealing 2B,,112897,Deivi Cruz,A.J. Pierzynski,1,0,2,False,2000-09-29,Caught,2B,2000
45,20,1B,,Caught Stealing 2B,,150218,Jacque Jones,Brad Ausmus,1,0,3,True,2000-09-29,Caught,2B,2000
46,69,1B,2B,Stolen Base 2B,,341235,Rod Lindsey,A.J. Pierzynski,1,0,8,False,2000-09-29,Stolen,2B,2000
47,60,1B,2B,Stolen Base 2B,,110183,Roberto Alomar,Darrin Fletcher,7,4,5,False,2000-09-29,Stolen,2B,2000
48,73,1B,2B,Stolen Base 2B,,110184,Sandy Alomar Jr.,Darrin Fletcher,8,4,6,False,2000-09-29,Stolen,2B,2000
49,19,1B,2B,Stolen Base 2B,,111548,Emil Brown,Joe Girardi,0,0,2,False,2000-09-29,Stolen,2B,2000
50,124,1B,2B,Stolen Base 2B,,124695,Eric Young Sr.,Jason Kendall,5,4,8,True,2000-09-29,Stolen,2B,2000
51,21,1B,,Caught Stealing 2B,,134001,Paul Lo Duca,Bobby Estalella,0,0,3,False,2000-09-28,Caught,2B,2000
52,23,1B,2B,Stolen Base 2B,,117197,Chuck Knoblauch,Mike DiFelice,2,1,3,True,2000-09-28,Stolen,2B,2000
53,26,1B,,Caught Stealing 2B,,116539,Derek Jeter,Mike DiFelice,2,1,3,True,2000-09-28,Caught,2B,2000
54,38,1B,2B,Stolen Base 2B,,150218,Jacque Jones,Einar Díaz,2,3,4,True,2000-09-28,Stolen,2B,2000
55,72,1B,2B,Stolen Base 2B,,150217,Cristian Guzman,Einar Díaz,2,3,8,True,2000-09-28,Stolen,2B,2000
56,87,1B,2B,Stolen Base 2B,,116974,Jason Kendall,Raul Chavez,3,2,9,False,2000-09-28,Stolen,2B,2000
57,1,1B,2B,Stolen Base 2B,,115079,Scarborough Green,Joe Oliver,0,0,1,True,2000-09-28,Stolen,2B,2000
58,24,2B,3B,Stolen Base 3B,,115079,Scarborough Green,Joe Oliver,0,4,2,True,2000-09-28,Stolen,3B,2000
59,58,1B,2B,Stolen Base 2B,,115079,Scarborough Green,Joe Oliver,5,4,5,True,2000-09-28,Stolen,2B,2000
60,76,1B,2B,Stolen Base 2B,,121347,Alex Rodriguez,Randy Knorr,5,6,5,False,2000-09-28,Stolen,2B,2000
61,83,1B,2B,Stolen Base 2B,,115079,Scarborough Green,Joe Oliver,5,6,6,True,2000-09-28,Stolen,2B,2000
62,88,1B,2B,Stolen Base 2B,,112381,Royce Clayton,Joe Oliver,5,7,6,True,2000-09-28,Stolen,2B,2000
