,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,credit,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year
4,1,1B,2B,Stolen Base 2B,,434658,Rajai Davis,Chad Moeller,0,0,1,True,2007-09-30,Stolen,2B,2007
5,21,1B,2B,Stolen Base 2B,,217100,Willie Bloomquist,Guillermo Quiroz,2,1,2,False,2007-09-30,Stolen,2B,2007
6,21,1B,2B,Stolen Base 2B,,340192,Marco Scutaro,Mike Napoli,0,0,2,False,2007-09-30,Stolen,2B,2007
7,3,1B,2B,Stolen Base 2B,,457708,Justin Upton,Yorvit Torrealba,0,0,1,True,2007-09-30,Stolen,2B,2007
8,14,1B,2B,Stolen Base 2B,,434625,Jeff Salazar,Yorvit Torrealba,0,0,2,True,2007-09-30,Stolen,2B,2007
9,48,1B,2B,Stolen Base 2B,,430948,Alberto Callaspo,Yorvit Torrealba,0,0,6,True,2007-09-30,Stolen,2B,2007
10,60,1B,2B,Stolen Base 2B,,434625,Jeff Salazar,Yorvit Torrealba,1,0,7,True,2007-09-30,Stolen,2B,2007
11,42,2B,3B,Stolen Base 3B,,460075,Ryan Braun,Josh Bard,2,3,4,False,2007-09-30,Stolen,3B,2007
12,2,1B,2B,Stolen Base 2B,,434158,Curtis Granderson,Toby Hall,0,0,1,True,2007-09-30,Stolen,2B,2007
13,45,1B,2B,Stolen Base 2B,,434158,Curtis Granderson,Toby Hall,1,3,5,True,2007-09-30,Stolen,2B,2007
14,69,2B,3B,Stolen Base 3B,,421124,Ramon Santiago,Toby Hall,3,6,7,True,2007-09-30,Stolen,3B,2007
15,70,1B,2B,Stolen Base 2B,,434158,Curtis Granderson,Toby Hall,3,6,7,True,2007-09-30,Stolen,2B,2007
16,60,1B,,Caught Stealing 2B,,453525,J.R. Towles,Clint Sammons,3,0,6,False,2007-09-30,Caught,2B,2007
17,51,2B,3B,Stolen Base 3B,,150061,Julio Lugo,Matthew LeCroy,1,3,5,False,2007-09-30,Stolen,3B,2007
18,87,1B,2B,Stolen Base 2B,,150061,Julio Lugo,Matthew LeCroy,2,3,9,False,2007-09-30,Stolen,2B,2007
19,49,1B,2B,Stolen Base 2B,,110029,Bobby Abreu,Gustavo Molina,1,4,4,True,2007-09-30,Stolen,2B,2007
20,5,1B,2B,Stolen Base 2B,,276519,Jimmy Rollins,Jesus Flores,0,0,1,False,2007-09-30,Stolen,2B,2007
21,7,2B,3B,Stolen Base 3B,,276519,Jimmy Rollins,Jesus Flores,1,0,1,False,2007-09-30,Stolen,3B,2007
22,22,1B,2B,Stolen Base 2B,,435401,Skip Schumaker,Carlos Maldonado,0,1,3,True,2007-09-30,Stolen,2B,2007
23,33,1B,,Caught Stealing 2B,,285131,Cesar Izturis,Kelly Stinnett,0,2,4,False,2007-09-30,Caught,2B,2007
24,33,1B,2B,Stolen Base 2B,,425533,Jason Ellison,Jason Kendall,0,4,3,False,2007-09-30,Stolen,2B,2007
25,7,1B,2B,Stolen Base 2B,,425567,Alex Rios,Dioner Navarro,1,1,1,False,2007-09-30,Stolen,2B,2007
26,38,1B,2B,Stolen Base 2B,,425659,Hector Luna,Dioner Navarro,3,1,4,False,2007-09-30,Stolen,2B,2007
27,44,2B,3B,Stolen Base 3B,,430404,Jonny Gomes,Curtis Thigpen,3,2,5,True,2007-09-30,Stolen,3B,2007
28,54,1B,2B,Stolen Base 2B,,425859,Russ Adams,Dioner Navarro,4,2,5,False,2007-09-30,Stolen,2B,2007
29,67,1B,2B,Stolen Base 2B,,334393,Juan Pierre,Eliezer Alfonzo,5,4,4,False,2007-09-29,Stolen,2B,2007
30,96,2B,3B,Stolen Base 3B,,133160,Randy Winn,Russell Martin,5,5,7,True,2007-09-29,Stolen,3B,2007
31,107,1B,2B,Stolen Base 2B,,435625,Nate Schierholtz,Russell Martin,5,5,8,True,2007-09-29,Stolen,2B,2007
32,76,1B,,Caught Stealing 2B,,400085,Ichiro Suzuki,Gerald Laird,5,1,7,False,2007-09-29,Caught,2B,2007
33,30,1B,2B,Stolen Base 2B,,430203,David DeJesus,Victor Martinez,3,0,2,False,2007-09-29,Stolen,2B,2007
34,54,1B,,Caught Stealing 2B,,430640,Tony Pena Jr.,Victor Martinez,3,2,4,False,2007-09-29,Caught,2B,2007
35,57,1B,,Caught Stealing 2B,,232694,Casey Blake,Paul Phillips,3,2,5,True,2007-09-29,Caught,2B,2007
36,123,1B,2B,Stolen Base 2B,,406878,Brian Roberts,Jorge Posada,10,11,9,False,2007-09-29,Stolen,2B,2007
37,59,1B,,Caught Stealing 2B,,346874,Juan Uribe,Ivan Rodriguez,2,1,7,False,2007-09-29,Caught,2B,2007
38,34,1B,,Caught Stealing 2B,,430910,Brayan Peña,Brad Ausmus,2,1,4,True,2007-09-29,Caught,2B,2007
39,23,2B,3B,Stolen Base 3B,,424825,Coco Crisp,Joe Mauer,0,1,3,False,2007-09-29,Stolen,3B,2007
40,91,1B,,Caught Stealing 2B,,279566,Nathan Haynes,Kurt Suzuki,2,3,9,True,2007-09-29,Caught,2B,2007
41,15,1B,2B,Stolen Base 2B,,425902,Prince Fielder,Josh Bard,0,1,2,False,2007-09-29,Stolen,2B,2007
42,39,1B,2B,Stolen Base 2B,,425902,Prince Fielder,Josh Bard,1,1,4,False,2007-09-29,Stolen,2B,2007
43,45,2B,,Caught Stealing 3B,,114789,Brian Giles,Mike Rivera,1,1,5,True,2007-09-29,Caught,3B,2007
44,83,1B,2B,Stolen Base 2B,,444116,Mel Stocker,Josh Bard,2,3,8,False,2007-09-29,Stolen,2B,2007
45,45,1B,2B,Stolen Base 2B,,429712,Felix Pie,David Ross,0,4,6,True,2007-09-29,Stolen,2B,2007
46,3,1B,,Caught Stealing 2B,,462564,Dan Uggla,Ramon Castro,0,0,1,True,2007-09-29,Caught,2B,2007
47,37,1B,,Caught Stealing 2B,,334393,Juan Pierre,Eliezer Alfonzo,4,2,2,False,2007-09-28,Caught,2B,2007
48,38,1B,,Caught Stealing 2B,,445195,Travis Metcalf,Kenji Johjima,0,2,5,True,2007-09-28,Caught,2B,2007
49,86,1B,2B,Stolen Base 2B,,430590,Charlton Jimerson,Jarrod Saltalamacchia,3,4,8,False,2007-09-28,Stolen,2B,2007
50,1,1B,2B,Stolen Base 2B,,408210,Chone Figgins,Kurt Suzuki,0,0,1,True,2007-09-28,Stolen,2B,2007
51,23,1B,2B,Stolen Base 2B,,430640,Tony Pena Jr.,Victor Martinez,2,3,2,False,2007-09-28,Stolen,2B,2007
52,4,1B,2B,Stolen Base 2B,,430001,Rickie Weeks Jr.,Josh Bard,0,0,1,False,2007-09-28,Stolen,2B,2007
53,10,1B,2B,Stolen Base 2B,,429666,J.J. Hardy,Josh Bard,2,0,1,False,2007-09-28,Stolen,2B,2007
54,46,1B,2B,Stolen Base 2B,,150324,Carlos Lee,Corky Miller,1,2,4,False,2007-09-28,Stolen,2B,2007
55,5,1B,,Caught Stealing 2B,,430565,Kazuo Matsui,Chris Snyder,0,0,1,False,2007-09-28,Caught,2B,2007
56,54,1B,2B,Stolen Base 2B,,455759,Chris Young,Yorvit Torrealba,1,3,5,True,2007-09-28,Stolen,2B,2007
