,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,643393,Tony Kemp,608717,Chris Stratton,680869,Zack Gelof,R,Austin Hedges,595978,2,2,7,True,2023-09-09,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
1,1,1B,2B,Stolen Base 2B,542364,Rafael Ortega,592351,Jon Gray,607043,Brandon Nimmo,R,Austin Hedges,595978,3,0,5,False,2023-08-28,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
2,2,1B,,Caught Stealing 2B,665862,Jazz Chisholm Jr.,592351,Jon Gray,542932,Jon Berti,R,Austin Hedges,595978,0,3,3,True,2023-08-05,Caught,2B,2023,2024,29.8,2024, 82.0, 0.63
3,3,1B,2B,Stolen Base 2B,593428,Xander Bogaerts,448179,Rich Hill,669134,Luis Campusano,L,Austin Hedges,595978,1,1,2,False,2023-07-25,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
4,4,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,448179,Rich Hill,592518,Manny Machado,L,Austin Hedges,595978,2,1,5,False,2023-07-25,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
5,5,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,448179,Rich Hill,592518,Manny Machado,L,Austin Hedges,595978,2,1,5,False,2023-07-25,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
6,6,1B,,Caught Stealing 2B,673490,Ha-Seong Kim,622780,Angel Perdomo,665742,Juan Soto,L,Austin Hedges,595978,3,1,7,False,2023-07-25,Caught,2B,2023,2024,29.8,2024, 82.0, 0.63
7,7,1B,2B,Stolen Base 2B,664702,Myles Straw,448179,Rich Hill,680757,Steven Kwan,L,Austin Hedges,595978,0,1,5,True,2023-07-19,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
8,8,2B,3B,Stolen Base 3B,664702,Myles Straw,448179,Rich Hill,642708,Amed Rosario,L,Austin Hedges,595978,0,3,5,True,2023-07-19,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
9,9,1B,2B,Stolen Base 2B,680757,Steven Kwan,448179,Rich Hill,642708,Amed Rosario,L,Austin Hedges,595978,0,3,5,True,2023-07-19,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
10,10,2B,3B,Stolen Base 3B,672695,Geraldo Perdomo,669387,Carmen Mlodzinski,666971,Lourdes Gurriel Jr.,R,Austin Hedges,595978,1,0,1,False,2023-07-09,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
11,11,1B,2B,Stolen Base 2B,572233,Christian Walker,669387,Carmen Mlodzinski,666971,Lourdes Gurriel Jr.,R,Austin Hedges,595978,1,0,1,False,2023-07-09,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
12,12,2B,3B,Stolen Base 2B,572233,Christian Walker,669387,Carmen Mlodzinski,666971,Lourdes Gurriel Jr.,R,Austin Hedges,595978,1,0,1,False,2023-07-09,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
13,13,1B,2B,Stolen Base 2B,681546,James Outman,672710,Roansy Contreras,500743,Miguel Rojas,R,Austin Hedges,595978,6,4,5,False,2023-07-05,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
14,14,1B,2B,Stolen Base 2B,663538,Nico Hoerner,642239,Rob Zastryzny,673548,Seiya Suzuki,L,Austin Hedges,595978,8,3,8,False,2023-06-13,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
15,15,2B,3B,Stolen Base 3B,596019,Francisco Lindor,656605,Mitch Keller,553882,Omar Narváez,R,Austin Hedges,595978,0,0,2,True,2023-06-11,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
16,16,1B,2B,Stolen Base 2B,592192,Mark Canha,656605,Mitch Keller,553882,Omar Narváez,R,Austin Hedges,595978,0,0,2,True,2023-06-11,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
17,17,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,670912,Johan Oviedo,676116,Ryan Noda,R,Austin Hedges,595978,0,1,1,True,2023-06-05,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
18,18,1B,,Caught Stealing 2B,665923,Esteury Ruiz,670059,Colin Holderman,676116,Ryan Noda,R,Austin Hedges,595978,5,4,9,True,2023-06-05,Caught,2B,2023,2024,29.8,2024, 82.0, 0.63
19,19,1B,2B,Stolen Base 2B,669369,Bryce Johnson,448179,Rich Hill,605204,J.D. Davis,L,Austin Hedges,595978,6,1,4,False,2023-05-29,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
20,20,1B,2B,Stolen Base 2B,605204,J.D. Davis,448179,Rich Hill,527038,Wilmer Flores,L,Austin Hedges,595978,6,1,4,False,2023-05-29,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
21,21,2B,3B,Stolen Base 3B,668942,Josh Rojas,656605,Mitch Keller,682998,Corbin Carroll,R,Austin Hedges,595978,3,2,6,True,2023-05-20,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
22,22,1B,2B,Stolen Base 2B,606466,Ketel Marte,656605,Mitch Keller,682998,Corbin Carroll,R,Austin Hedges,595978,3,2,6,True,2023-05-20,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
23,23,1B,2B,Stolen Base 2B,682998,Corbin Carroll,664294,Dauri Moreta,572233,Christian Walker,R,Austin Hedges,595978,3,4,8,True,2023-05-20,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
24,24,1B,2B,Stolen Base 2B,623993,Anthony Santander,656605,Mitch Keller,683002,Gunnar Henderson,R,Austin Hedges,595978,0,1,1,False,2023-05-14,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
25,25,1B,2B,Stolen Base 2B,678662,Ezequiel Tovar,448179,Rich Hill,543068,C.J. Cron,L,Austin Hedges,595978,3,0,4,True,2023-05-10,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
26,26,1B,2B,Stolen Base 2B,676701,Alan Trejo,664294,Dauri Moreta,686668,Brenton Doyle,R,Austin Hedges,595978,3,3,4,True,2023-05-10,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
27,27,1B,2B,Stolen Base 2B,641857,Ryan McMahon,670059,Colin Holderman,676701,Alan Trejo,R,Austin Hedges,595978,3,4,8,True,2023-05-10,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
28,28,1B,2B,Stolen Base 2B,622534,Manuel Margot,672710,Roansy Contreras,642350,Jose Siri,R,Austin Hedges,595978,0,0,3,False,2023-05-02,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
29,29,1B,2B,Stolen Base 2B,623912,Harold Ramírez,672710,Roansy Contreras,670623,Isaac Paredes,R,Austin Hedges,595978,1,0,4,False,2023-05-02,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
30,30,1B,2B,Stolen Base 2B,677551,Wander Franco,672710,Roansy Contreras,668227,Randy Arozarena,R,Austin Hedges,595978,3,1,5,False,2023-05-02,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
31,31,3B,score,Stolen Base Home,642350,Jose Siri,672710,Roansy Contreras,668227,Randy Arozarena,R,Austin Hedges,595978,3,1,5,False,2023-05-02,Stolen,Home,2023,2024,29.8,2024, 82.0, 0.63
32,32,1B,2B,Stolen Base 2B,671277,Luis García Jr.,448179,Rich Hill,642086,Dominic Smith,L,Austin Hedges,595978,0,2,4,False,2023-04-29,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
33,33,1B,2B,Stolen Base 2B,518792,Jason Heyward,656605,Mitch Keller,444482,David Peralta,R,Austin Hedges,595978,0,2,1,True,2023-04-27,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
34,34,1B,2B,Stolen Base 2B,605131,Austin Barnes,656605,Mitch Keller,518792,Jason Heyward,R,Austin Hedges,595978,3,2,5,True,2023-04-27,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
35,35,1B,2B,Stolen Base 2B,676480,Jose Barrero,448179,Rich Hill,592200,Curt Casali,L,Austin Hedges,595978,1,0,2,True,2023-04-22,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
36,36,1B,2B,Stolen Base 2B,641584,Jake Fraley,672710,Roansy Contreras,571976,Wil Myers,R,Austin Hedges,595978,4,0,2,True,2023-04-20,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
37,37,2B,3B,Stolen Base 3B,663697,Jonathan India,670059,Colin Holderman,668715,Spencer Steer,R,Austin Hedges,595978,4,3,8,True,2023-04-20,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
38,38,1B,2B,Stolen Base 2B,670770,TJ Friedl,670059,Colin Holderman,668715,Spencer Steer,R,Austin Hedges,595978,4,3,8,True,2023-04-20,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
39,39,1B,2B,Stolen Base 2B,663697,Jonathan India,448179,Rich Hill,668715,Spencer Steer,L,Austin Hedges,595978,3,2,5,False,2023-04-01,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
40,40,1B,2B,Stolen Base 2B,643393,Tony Kemp,608717,Chris Stratton,680869,Zack Gelof,R,Austin Hedges,595978,2,2,7,True,2023-09-09,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
41,41,1B,2B,Stolen Base 2B,542364,Rafael Ortega,592351,Jon Gray,607043,Brandon Nimmo,R,Austin Hedges,595978,3,0,5,False,2023-08-28,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
42,42,1B,,Caught Stealing 2B,665862,Jazz Chisholm Jr.,592351,Jon Gray,542932,Jon Berti,R,Austin Hedges,595978,0,3,3,True,2023-08-05,Caught,2B,2023,2024,29.8,2024, 82.0, 0.63
43,43,1B,2B,Stolen Base 2B,593428,Xander Bogaerts,448179,Rich Hill,669134,Luis Campusano,L,Austin Hedges,595978,1,1,2,False,2023-07-25,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
44,44,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,448179,Rich Hill,592518,Manny Machado,L,Austin Hedges,595978,2,1,5,False,2023-07-25,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
45,45,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,448179,Rich Hill,592518,Manny Machado,L,Austin Hedges,595978,2,1,5,False,2023-07-25,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
46,46,1B,,Caught Stealing 2B,673490,Ha-Seong Kim,622780,Angel Perdomo,665742,Juan Soto,L,Austin Hedges,595978,3,1,7,False,2023-07-25,Caught,2B,2023,2024,29.8,2024, 82.0, 0.63
47,47,1B,2B,Stolen Base 2B,664702,Myles Straw,448179,Rich Hill,680757,Steven Kwan,L,Austin Hedges,595978,0,1,5,True,2023-07-19,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
48,48,2B,3B,Stolen Base 3B,664702,Myles Straw,448179,Rich Hill,642708,Amed Rosario,L,Austin Hedges,595978,0,3,5,True,2023-07-19,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
49,49,1B,2B,Stolen Base 2B,680757,Steven Kwan,448179,Rich Hill,642708,Amed Rosario,L,Austin Hedges,595978,0,3,5,True,2023-07-19,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
50,50,2B,3B,Stolen Base 3B,672695,Geraldo Perdomo,669387,Carmen Mlodzinski,666971,Lourdes Gurriel Jr.,R,Austin Hedges,595978,1,0,1,False,2023-07-09,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
51,51,1B,2B,Stolen Base 2B,572233,Christian Walker,669387,Carmen Mlodzinski,666971,Lourdes Gurriel Jr.,R,Austin Hedges,595978,1,0,1,False,2023-07-09,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
52,52,2B,3B,Stolen Base 2B,572233,Christian Walker,669387,Carmen Mlodzinski,666971,Lourdes Gurriel Jr.,R,Austin Hedges,595978,1,0,1,False,2023-07-09,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
53,53,1B,2B,Stolen Base 2B,681546,James Outman,672710,Roansy Contreras,500743,Miguel Rojas,R,Austin Hedges,595978,6,4,5,False,2023-07-05,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
54,54,1B,2B,Stolen Base 2B,663538,Nico Hoerner,642239,Rob Zastryzny,673548,Seiya Suzuki,L,Austin Hedges,595978,8,3,8,False,2023-06-13,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
55,55,2B,3B,Stolen Base 3B,596019,Francisco Lindor,656605,Mitch Keller,553882,Omar Narváez,R,Austin Hedges,595978,0,0,2,True,2023-06-11,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
56,56,1B,2B,Stolen Base 2B,592192,Mark Canha,656605,Mitch Keller,553882,Omar Narváez,R,Austin Hedges,595978,0,0,2,True,2023-06-11,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
57,57,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,670912,Johan Oviedo,676116,Ryan Noda,R,Austin Hedges,595978,0,1,1,True,2023-06-05,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
58,58,1B,,Caught Stealing 2B,665923,Esteury Ruiz,670059,Colin Holderman,676116,Ryan Noda,R,Austin Hedges,595978,5,4,9,True,2023-06-05,Caught,2B,2023,2024,29.8,2024, 82.0, 0.63
59,59,1B,2B,Stolen Base 2B,669369,Bryce Johnson,448179,Rich Hill,605204,J.D. Davis,L,Austin Hedges,595978,6,1,4,False,2023-05-29,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
60,60,1B,2B,Stolen Base 2B,605204,J.D. Davis,448179,Rich Hill,527038,Wilmer Flores,L,Austin Hedges,595978,6,1,4,False,2023-05-29,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
61,61,2B,3B,Stolen Base 3B,668942,Josh Rojas,656605,Mitch Keller,682998,Corbin Carroll,R,Austin Hedges,595978,3,2,6,True,2023-05-20,Stolen,3B,2023,2024,29.8,2024, 82.0, 0.63
62,62,1B,2B,Stolen Base 2B,606466,Ketel Marte,656605,Mitch Keller,682998,Corbin Carroll,R,Austin Hedges,595978,3,2,6,True,2023-05-20,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
63,63,1B,2B,Stolen Base 2B,682998,Corbin Carroll,664294,Dauri Moreta,572233,Christian Walker,R,Austin Hedges,595978,3,4,8,True,2023-05-20,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
64,64,1B,2B,Stolen Base 2B,623993,Anthony Santander,656605,Mitch Keller,683002,Gunnar Henderson,R,Austin Hedges,595978,0,1,1,False,2023-05-14,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
65,65,1B,2B,Stolen Base 2B,678662,Ezequiel Tovar,448179,Rich Hill,543068,C.J. Cron,L,Austin Hedges,595978,3,0,4,True,2023-05-10,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
66,66,1B,2B,Stolen Base 2B,676701,Alan Trejo,664294,Dauri Moreta,686668,Brenton Doyle,R,Austin Hedges,595978,3,3,4,True,2023-05-10,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
67,67,1B,2B,Stolen Base 2B,641857,Ryan McMahon,670059,Colin Holderman,676701,Alan Trejo,R,Austin Hedges,595978,3,4,8,True,2023-05-10,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
68,68,1B,2B,Stolen Base 2B,622534,Manuel Margot,672710,Roansy Contreras,642350,Jose Siri,R,Austin Hedges,595978,0,0,3,False,2023-05-02,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
69,69,1B,2B,Stolen Base 2B,623912,Harold Ramírez,672710,Roansy Contreras,670623,Isaac Paredes,R,Austin Hedges,595978,1,0,4,False,2023-05-02,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
70,70,1B,2B,Stolen Base 2B,677551,Wander Franco,672710,Roansy Contreras,668227,Randy Arozarena,R,Austin Hedges,595978,3,1,5,False,2023-05-02,Stolen,2B,2023,2024,29.8,2024, 82.0, 0.63
71,71,3B,score,Stolen Base Home,642350,Jose Siri,672710,Roansy Contreras,668227,Randy Arozarena,R,Austin Hedges,595978,3,1,5,False,2023-05-02,Stolen,Home,2023,2024,29.8,2024, 82.0, 0.63
