,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,682626,Francisco Alvarez,573009,Joe Mantiply,607043,Brandon Nimmo,L,Seby Zavala,664874,6,2,6,False,2023-09-12,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
1,1,2B,3B,Stolen Base 3B,677595,Ronny Mauricio,623149,Paul Sewald,596129,Daniel Vogelbach,R,Seby Zavala,664874,3,4,9,False,2023-09-11,Stolen,3B,2023,2024,29.8,2024, 82.3, 0.62
2,2,1B,2B,Stolen Base 2B,641796,Tim Locastro,623149,Paul Sewald,607043,Brandon Nimmo,R,Seby Zavala,664874,3,4,9,False,2023-09-11,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
3,3,1B,2B,Stolen Base 2B,663538,Nico Hoerner,573009,Joe Mantiply,673548,Seiya Suzuki,L,Seby Zavala,664874,1,0,1,False,2023-09-10,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
4,4,1B,2B,Stolen Base 2B,663611,Nick Madrigal,694297,Brandon Pfaadt,666624,Christopher Morel,R,Seby Zavala,664874,4,0,4,False,2023-09-10,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
5,5,1B,2B,Stolen Base 2B,663538,Nico Hoerner,694297,Brandon Pfaadt,621020,Dansby Swanson,R,Seby Zavala,664874,5,1,5,False,2023-09-10,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
6,6,1B,2B,Stolen Base 2B,666310,Bo Naylor,656302,Dylan Cease,664702,Myles Straw,R,Seby Zavala,664874,3,4,6,True,2023-07-27,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
7,7,1B,2B,Stolen Base 2B,665926,Andrés Giménez,607481,Aaron Bummer,608070,José Ramírez,L,Seby Zavala,664874,3,4,7,True,2023-07-27,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
8,8,1B,2B,Stolen Base 2B,663538,Nico Hoerner,458681,Lance Lynn,664023,Ian Happ,R,Seby Zavala,664874,2,2,2,True,2023-07-26,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
9,9,1B,2B,Stolen Base 2B,666624,Christopher Morel,523260,Joe Kelly,670156,Miles Mastrobuoni,R,Seby Zavala,664874,7,6,5,True,2023-07-26,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
10,10,1B,2B,Stolen Base 2B,670156,Miles Mastrobuoni,523260,Joe Kelly,543228,Yan Gomes,R,Seby Zavala,664874,7,6,5,True,2023-07-26,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
11,11,1B,2B,Stolen Base 2B,673548,Seiya Suzuki,607481,Aaron Bummer,621020,Dansby Swanson,L,Seby Zavala,664874,7,8,6,True,2023-07-26,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
12,12,1B,,Caught Stealing 2B,673548,Seiya Suzuki,641871,Keynan Middleton,666624,Christopher Morel,R,Seby Zavala,664874,7,10,8,True,2023-07-26,Caught,2B,2023,2024,29.8,2024, 82.3, 0.62
13,13,2B,3B,Stolen Base 3B,650489,Willi Castro,621383,Tanner Banks,666135,Alex Kirilloff,L,Seby Zavala,664874,4,4,11,False,2023-07-23,Stolen,3B,2023,2024,29.8,2024, 82.3, 0.62
14,14,1B,2B,Stolen Base 2B,621439,Byron Buxton,641871,Keynan Middleton,571657,Kyle Farmer,R,Seby Zavala,664874,1,2,7,False,2023-07-22,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
15,15,1B,2B,Stolen Base 2B,502054,Tommy Pham,608337,Lucas Giolito,624413,Pete Alonso,R,Seby Zavala,664874,7,2,4,False,2023-07-18,Stolen,2B,2023,2024,29.8,2024, 82.3, 0.62
