,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,681082,Bryson Stott,607259,Nick Martinez,592663,J.T. Realmuto,R,Gary Sánchez,596142,0,5,6,True,2023-09-06,Stolen,2B,2023,2024,29.8,2024, 86.9, 0.65
1,1,1B,2B,Stolen Base 2B,681082,Bryson Stott,448179,Rich Hill,665506,Cristian Pache,L,Gary Sánchez,596142,0,3,1,True,2023-09-04,Stolen,2B,2023,2024,29.8,2024, 86.9, 0.65
2,2,2B,3B,Stolen Base 3B,624641,Edmundo Sosa,663362,Matt Waldron,656941,Kyle Schwarber,R,Gary Sánchez,596142,1,8,3,True,2023-09-04,Stolen,3B,2023,2024,29.8,2024, 86.9, 0.65
3,3,1B,2B,Stolen Base 2B,669242,Tommy Edman,448179,Rich Hill,502671,Paul Goldschmidt,L,Gary Sánchez,596142,0,1,1,False,2023-08-30,Stolen,2B,2023,2024,29.8,2024, 86.9, 0.65
4,4,2B,3B,Stolen Base 3B,669242,Tommy Edman,448179,Rich Hill,575929,Willson Contreras,L,Gary Sánchez,596142,0,1,1,False,2023-08-30,Stolen,3B,2023,2024,29.8,2024, 86.9, 0.65
5,5,1B,2B,Stolen Base 2B,669242,Tommy Edman,605130,Scott Barlow,502671,Paul Goldschmidt,R,Gary Sánchez,596142,3,4,7,False,2023-08-30,Stolen,2B,2023,2024,29.8,2024, 86.9, 0.65
6,6,1B,2B,Stolen Base 2B,641933,Tyler O'Neill,605483,Blake Snell,502671,Paul Goldschmidt,L,Gary Sánchez,596142,0,0,1,False,2023-08-28,Stolen,2B,2023,2024,29.8,2024, 86.9, 0.65
7,7,1B,2B,Stolen Base 2B,655316,Andruw Monasterio,607259,Nick Martinez,686894,Joey Wiemer,R,Gary Sánchez,596142,9,6,7,False,2023-08-27,Stolen,2B,2023,2024,29.8,2024, 86.9, 0.65
8,8,2B,3B,Stolen Base 3B,621563,Joey Wendle,607625,Seth Lugo,607732,Jacob Stallings,R,Gary Sánchez,596142,1,0,5,True,2023-08-23,Stolen,3B,2023,2024,29.8,2024, 86.9, 0.65
9,9,1B,,Caught Stealing 2B,682998,Corbin Carroll,506433,Yu Darvish,502054,Tommy Pham,R,Gary Sánchez,596142,0,0,1,True,2023-08-19,Caught,2B,2023,2024,29.8,2024, 86.9, 0.65
