,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength_x,Exchange_x,Current_Year_x,Arm_Strength_y,Exchange_y,Current_Year_y,Arm_Strength,Exchange
0,0,0,0,1B,,Caught Stealing 2B,681546,James Outman,656382,Tommy Doyle,444482,David Peralta,R,Elias Díaz,553869,1,4,6,True,2023-09-27,Caught,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
1,1,1,1,1B,2B,Stolen Base 2B,518692,Freddie Freeman,683232,Nick Mears,502110,J.D. Martinez,R,Elias Díaz,553869,2,4,7,True,2023-09-27,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
2,2,2,2,1B,2B,Stolen Base 2B,642708,Amed Rosario,663372,Ryan Feltner,621035,Chris Taylor,R,Elias Díaz,553869,0,5,2,True,2023-09-26,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
3,3,3,3,1B,2B,Stolen Base 2B,670156,Miles Mastrobuoni,571863,Matt Koch,663538,Nico Hoerner,R,Elias Díaz,553869,6,3,8,False,2023-09-23,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
4,4,4,4,1B,2B,Stolen Base 2B,663538,Nico Hoerner,663562,Noah Davis,641355,Cody Bellinger,R,Elias Díaz,553869,1,0,3,False,2023-09-22,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
5,5,5,5,1B,2B,Stolen Base 2B,670156,Miles Mastrobuoni,663562,Noah Davis,643565,Mike Tauchman,R,Elias Díaz,553869,3,0,4,False,2023-09-22,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
6,6,6,6,1B,2B,Stolen Base 2B,691718,Pete Crow-Armstrong,608718,Brent Suter,664023,Ian Happ,L,Elias Díaz,553869,5,0,7,False,2023-09-22,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
7,7,7,7,2B,3B,Stolen Base 3B,665742,Juan Soto,668970,Gavin Hollowell,596847,Ji Man Choi,R,Elias Díaz,553869,0,0,6,False,2023-09-19,Stolen,3B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
8,8,8,8,2B,3B,Stolen Base 3B,665487,Fernando Tatis Jr.,664875,Justin Lawrence,665742,Juan Soto,R,Elias Díaz,553869,0,0,8,False,2023-09-19,Stolen,3B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
9,9,9,9,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,680767,Victor Vodnik,665742,Juan Soto,R,Elias Díaz,553869,11,3,5,False,2023-09-18,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
10,10,10,10,3B,score,Stolen Base Home,593428,Xander Bogaerts,680767,Victor Vodnik,665742,Juan Soto,R,Elias Díaz,553869,11,3,5,False,2023-09-18,Stolen,Home,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
11,11,11,11,1B,2B,Stolen Base 2B,663538,Nico Hoerner,623167,Chris Flexen,664023,Ian Happ,R,Elias Díaz,553869,0,2,3,True,2023-09-12,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
12,12,12,12,2B,,Caught Stealing 3B,691718,Pete Crow-Armstrong,571863,Matt Koch,666624,Christopher Morel,R,Elias Díaz,553869,1,3,7,True,2023-09-11,Caught,3B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
13,13,13,13,2B,3B,Stolen Base 3B,621020,Dansby Swanson,641755,Tyler Kinley,543228,Yan Gomes,R,Elias Díaz,553869,4,5,9,True,2023-09-11,Stolen,3B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
14,14,14,14,1B,2B,Stolen Base 2B,664023,Ian Happ,641755,Tyler Kinley,543228,Yan Gomes,R,Elias Díaz,553869,4,5,9,True,2023-09-11,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
15,15,15,15,1B,2B,Stolen Base 2B,642731,Thairo Estrada,668970,Gavin Hollowell,527038,Wilmer Flores,R,Elias Díaz,553869,6,0,4,False,2023-09-09,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
16,16,16,16,1B,,Caught Stealing 2B,543807,George Springer,502624,Chase Anderson,624415,Cavan Biggio,R,Elias Díaz,553869,0,0,3,True,2023-09-03,Caught,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
17,17,17,17,1B,2B,Stolen Base 2B,593160,Whit Merrifield,623167,Chris Flexen,662139,Daulton Varsho,R,Elias Díaz,553869,0,0,2,True,2023-09-01,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
18,18,18,18,2B,,Caught Stealing 3B,593160,Whit Merrifield,608718,Brent Suter,662139,Daulton Varsho,L,Elias Díaz,553869,5,9,7,True,2023-09-01,Caught,3B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
19,19,19,19,1B,2B,Stolen Base 2B,607680,Kevin Pillar,687145,Evan Justice,671739,Michael Harris II,L,Elias Díaz,553869,1,7,6,True,2023-08-30,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
20,20,20,20,1B,2B,Stolen Base 2B,671739,Michael Harris II,663567,Peter Lambert,645277,Ozzie Albies,R,Elias Díaz,553869,1,2,4,True,2023-08-29,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
21,21,21,21,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,687145,Evan Justice,645277,Ozzie Albies,L,Elias Díaz,553869,4,5,7,True,2023-08-28,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
22,22,22,22,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,656382,Tommy Doyle,645277,Ozzie Albies,R,Elias Díaz,553869,4,9,8,True,2023-08-28,Stolen,2B,2023,2024,29.8,2024,84.1,0.65,2024,84.1,0.65,2024, 84.1, 0.65
