,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,596115,Trevor Story,607192,Tyler Glasnow,666915,Bobby Dalbec,R,Christian Bethancourt,542194,0,1,2,False,2023-09-27,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
1,1,1B,,Caught Stealing 2B,571657,Kyle Farmer,687330,Kevin Kelly,666397,Edouard Julien,R,Christian Bethancourt,542194,4,4,7,False,2023-09-13,Caught,2B,2023,2024,29.8,2024, 88.2, 0.69
2,2,1B,2B,Stolen Base 2B,664057,Andrew Stevenson,621363,Colin Poche,571657,Kyle Farmer,L,Christian Bethancourt,542194,4,5,9,False,2023-09-13,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
3,3,1B,2B,Stolen Base 2B,646240,Rafael Devers,552640,Andrew Kittredge,457759,Justin Turner,R,Christian Bethancourt,542194,3,4,8,True,2023-09-04,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
4,4,1B,2B,Stolen Base 2B,665926,Andrés Giménez,621107,Zach Eflin,657656,Ramón Laureano,R,Christian Bethancourt,542194,0,4,2,True,2023-08-13,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
5,5,1B,2B,Stolen Base 2B,608070,José Ramírez,518617,Jake Diekman,594777,Kole Calhoun,L,Christian Bethancourt,542194,3,4,6,True,2023-08-11,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
6,6,1B,,Caught Stealing 2B,660821,Jesús Sánchez,607192,Tyler Glasnow,516416,Jean Segura,R,Christian Bethancourt,542194,0,0,2,True,2023-07-25,Caught,2B,2023,2024,29.8,2024, 88.2, 0.69
7,7,1B,2B,Stolen Base 2B,608671,Travis Jankowski,676534,Calvin Faucher,543257,Robbie Grossman,R,Christian Bethancourt,542194,1,0,7,False,2023-07-19,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
8,8,1B,2B,Stolen Base 2B,665750,Leody Taveras,676534,Calvin Faucher,543760,Marcus Semien,R,Christian Bethancourt,542194,2,0,7,False,2023-07-19,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
9,9,1B,,Caught Stealing 2B,680118,Dairon Blanco,681867,Cooper Criswell,677951,Bobby Witt Jr.,R,Christian Bethancourt,542194,1,1,3,False,2023-07-15,Caught,2B,2023,2024,29.8,2024, 88.2, 0.69
10,10,1B,2B,Stolen Base 2B,680118,Dairon Blanco,681867,Cooper Criswell,672580,Maikel Garcia,R,Christian Bethancourt,542194,2,1,5,False,2023-07-15,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
11,11,1B,2B,Stolen Base 2B,607208,Trea Turner,687330,Kevin Kelly,547180,Bryce Harper,R,Christian Bethancourt,542194,1,1,6,True,2023-07-06,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
12,12,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,607192,Tyler Glasnow,664034,Ty France,R,Christian Bethancourt,542194,2,0,3,False,2023-07-01,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
13,13,1B,2B,Stolen Base 2B,672284,Jarred Kelenic,687330,Kevin Kelly,676609,José Caballero,R,Christian Bethancourt,542194,4,4,6,False,2023-06-30,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
14,14,1B,2B,Stolen Base 2B,682998,Corbin Carroll,621363,Colin Poche,572233,Christian Walker,L,Christian Bethancourt,542194,2,0,8,False,2023-06-28,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
15,15,1B,2B,Stolen Base 2B,664983,Jake McCarthy,542888,Shawn Armstrong,682998,Corbin Carroll,R,Christian Bethancourt,542194,8,4,6,False,2023-06-27,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
16,16,2B,3B,Stolen Base 3B,672580,Maikel Garcia,607192,Tyler Glasnow,671221,Drew Waters,R,Christian Bethancourt,542194,0,0,2,True,2023-06-25,Stolen,3B,2023,2024,29.8,2024, 88.2, 0.69
17,17,1B,2B,Stolen Base 2B,658668,Edward Olivares,607192,Tyler Glasnow,671221,Drew Waters,R,Christian Bethancourt,542194,0,0,2,True,2023-06-25,Stolen,2B,2023,2024,29.8,2024, 88.2, 0.69
