,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,669707,Jared Triolo,622554,Seranthony Domínguez,668804,Bryan Reynolds,R,Garrett Stubbs,596117,6,6,6,True,2023-09-27,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
1,1,1B,2B,Stolen Base 2B,670032,Nicky Lopez,605400,Aaron Nola,660670,Ronald Acuña Jr.,R,Garrett Stubbs,596117,2,4,5,False,2023-09-20,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
2,2,1B,2B,Stolen Base 2B,663897,Luke Williams,518886,Craig Kimbrel,671739,Michael Harris II,R,Garrett Stubbs,596117,4,4,9,False,2023-09-20,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
3,3,2B,3B,Stolen Base 3B,663897,Luke Williams,518886,Craig Kimbrel,606115,Orlando Arcia,R,Garrett Stubbs,596117,4,4,9,False,2023-09-20,Stolen,3B,2023,2024,29.8,2024, 85.4, 0.64
4,4,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,650911,Cristopher Sánchez,645277,Ozzie Albies,L,Garrett Stubbs,596117,1,4,7,True,2023-09-13,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
5,5,1B,,Caught Stealing 2B,660670,Ronald Acuña Jr.,592836,Taijuan Walker,645277,Ozzie Albies,R,Garrett Stubbs,596117,0,0,1,True,2023-09-11,Caught,2B,2023,2024,29.8,2024, 85.4, 0.64
6,6,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,592836,Taijuan Walker,645277,Ozzie Albies,R,Garrett Stubbs,596117,0,2,3,True,2023-09-11,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
7,7,1B,2B,Stolen Base 2B,657041,Lane Thomas,624133,Ranger Suárez,608841,Joey Meneses,L,Garrett Stubbs,596117,1,0,3,True,2023-08-08,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
8,8,1B,2B,Stolen Base 2B,657041,Lane Thomas,624133,Ranger Suárez,608841,Joey Meneses,L,Garrett Stubbs,596117,1,0,3,True,2023-08-07,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
9,9,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,592836,Taijuan Walker,665742,Juan Soto,R,Garrett Stubbs,596117,0,0,1,True,2023-07-15,Stolen,2B,2023,2024,29.8,2024, 85.4, 0.64
