,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength_x,Exchange_x,Current_Year_x,Arm_Strength_y,Exchange_y,Current_Year_y,Arm_Strength,Exchange
0,0,0,0,1B,,Caught Stealing 2B,666134,Nolan Jones,686218,Emmet Sheehan,663898,Brendan Rodgers,R,Will Smith,669257,1,1,3,False,2023-09-27,Caught,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
1,1,1,1,1B,,Caught Stealing 2B,642731,Thairo Estrada,458681,Lance Lynn,624424,Michael Conforto,R,Will Smith,669257,2,2,6,True,2023-09-24,Caught,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
2,2,2,2,1B,2B,Stolen Base 2B,682617,Marco Luciano,642232,Ryan Yarbrough,666149,Tyler Fitzgerald,L,Will Smith,669257,0,3,7,True,2023-09-22,Stolen,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
3,3,3,3,2B,,Caught Stealing 3B,677594,Julio Rodríguez,477132,Clayton Kershaw,606192,Teoscar Hernández,L,Will Smith,669257,0,0,3,False,2023-09-16,Caught,3B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
4,4,4,4,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,694813,Gavin Stone,665487,Fernando Tatis Jr.,R,Will Smith,669257,0,0,1,True,2023-09-11,Stolen,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
5,5,5,5,1B,2B,Stolen Base 2B,640492,José Azocar,571946,Shelby Miller,669134,Luis Campusano,R,Will Smith,669257,7,7,8,True,2023-09-11,Stolen,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
6,6,6,6,1B,2B,Stolen Base 2B,545121,Ildemaro Vargas,676272,Bobby Miller,671277,Luis García Jr.,R,Will Smith,669257,2,1,5,False,2023-09-09,Stolen,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
7,7,7,7,1B,2B,Stolen Base 2B,657041,Lane Thomas,676272,Bobby Miller,660688,Keibert Ruiz,R,Will Smith,669257,3,1,5,False,2023-09-09,Stolen,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
8,8,8,8,2B,3B,Stolen Base 3B,682928,CJ Abrams,686218,Emmet Sheehan,660688,Keibert Ruiz,R,Will Smith,669257,3,2,1,False,2023-09-08,Stolen,3B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
9,9,9,9,1B,,Caught Stealing 2B,663586,Austin Riley,676272,Bobby Miller,621566,Matt Olson,R,Will Smith,669257,0,0,1,True,2023-09-03,Caught,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
10,10,10,10,3B,,Caught Stealing Home,592696,Eddie Rosario,628711,Julio Urías,671739,Michael Harris II,L,Will Smith,669257,0,1,2,True,2023-09-01,Caught,Home,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
11,11,11,11,2B,3B,Stolen Base 3B,660670,Ronald Acuña Jr.,628711,Julio Urías,663586,Austin Riley,L,Will Smith,669257,0,4,5,True,2023-09-01,Stolen,3B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
12,12,12,12,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,660813,Brusdar Graterol,663586,Austin Riley,R,Will Smith,669257,7,8,9,True,2023-08-31,Stolen,2B,2023,2024,29.8,2024,82.7,0.62,2024,82.7,0.62,2024, 82.7, 0.62
