,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,606192,Teoscar Hernández,669923,George Kirby,666971,Lourdes Gurriel Jr.,R,Andrew Knapp,595284,0,1,2,True,2022-07-08,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
1,1,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,682171,Penn Murfee,656305,Matt Chapman,R,Andrew Knapp,595284,2,2,5,True,2022-07-08,Stolen,3B,2022,2023,29.4,2024, 80.8, 0.63
2,2,1B,2B,Stolen Base 2B,666971,Lourdes Gurriel Jr.,682171,Penn Murfee,656305,Matt Chapman,R,Andrew Knapp,595284,2,2,5,True,2022-07-08,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
3,3,1B,2B,Stolen Base 2B,669289,Santiago Espinal,623149,Paul Sewald,624415,Cavan Biggio,R,Andrew Knapp,595284,2,2,8,True,2022-07-08,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
4,4,1B,2B,Stolen Base 2B,643393,Tony Kemp,594835,Marco Gonzales,669397,Nick Allen,L,Andrew Knapp,595284,0,2,6,True,2022-07-01,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
5,5,1B,2B,Stolen Base 2B,608703,Matt Reynolds,605507,Zach Thompson,670770,TJ Friedl,R,Andrew Knapp,595284,2,0,3,True,2022-05-14,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
6,6,1B,2B,Stolen Base 2B,502054,Tommy Pham,670280,David Bednar,519058,Mike Moustakas,R,Andrew Knapp,595284,3,1,8,True,2022-05-14,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
7,7,1B,2B,Stolen Base 2B,668731,Akil Baddoo,669060,Bryse Wilson,543257,Robbie Grossman,R,Andrew Knapp,595284,3,2,7,False,2022-05-04,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
8,8,1B,2B,Stolen Base 2B,592518,Manny Machado,605507,Zach Thompson,595777,Jurickson Profar,R,Andrew Knapp,595284,2,2,4,True,2022-04-29,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
9,9,1B,,Caught Stealing 2B,572204,Trayce Thompson,592390,Heath Hembree,673490,Ha-Seong Kim,R,Andrew Knapp,595284,3,6,6,True,2022-04-29,Caught,2B,2022,2023,29.4,2024, 80.8, 0.63
10,10,1B,2B,Stolen Base 2B,673548,Seiya Suzuki,605507,Zach Thompson,575929,Willson Contreras,R,Andrew Knapp,595284,4,0,2,False,2022-04-23,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
11,11,1B,2B,Stolen Base 2B,542340,Jonathan Villar,605507,Zach Thompson,518792,Jason Heyward,R,Andrew Knapp,595284,6,0,2,False,2022-04-23,Stolen,2B,2022,2023,29.4,2024, 80.8, 0.63
