,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,686668,Brenton Doyle,663978,Chris Paddack,453568,Charlie Blackmon,R,Christian Vázquez,543877,0,6,3,False,2023-09-30,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
1,1,1B,2B,Stolen Base 2B,453568,Charlie Blackmon,657746,Joe Ryan,663898,Brendan Rodgers,R,Christian Vázquez,543877,1,4,3,False,2023-09-29,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
2,2,1B,2B,Stolen Base 2B,666134,Nolan Jones,681892,Kody Funderburk,641857,Ryan McMahon,L,Christian Vázquez,543877,6,6,7,False,2023-09-29,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
3,3,1B,2B,Stolen Base 2B,667670,Brent Rooker,573204,Caleb Thielbar,668709,JJ Bleday,L,Christian Vázquez,543877,2,4,5,True,2023-09-27,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
4,4,1B,,Caught Stealing 2B,665923,Esteury Ruiz,572971,Dallas Keuchel,672478,Jordan Diaz,L,Christian Vázquez,543877,4,4,8,True,2023-09-27,Caught,2B,2023,2024,29.8,2024, 79.5, 0.60
5,5,1B,,Caught Stealing 2B,664702,Myles Straw,543243,Sonny Gray,680757,Steven Kwan,R,Christian Vázquez,543877,2,2,3,False,2023-09-05,Caught,2B,2023,2024,29.8,2024, 79.5, 0.60
6,6,1B,2B,Stolen Base 2B,666310,Bo Naylor,543243,Sonny Gray,664702,Myles Straw,R,Christian Vázquez,543877,3,2,5,False,2023-09-05,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
7,7,1B,2B,Stolen Base 2B,663993,Nathaniel Lowe,628317,Kenta Maeda,666969,Adolis García,R,Christian Vázquez,543877,3,0,2,False,2023-09-03,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
8,8,1B,2B,Stolen Base 2B,665926,Andrés Giménez,641941,Emilio Pagán,686823,Will Brennan,R,Christian Vázquez,543877,1,4,7,True,2023-08-29,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
9,9,1B,2B,Stolen Base 2B,686823,Will Brennan,641941,Emilio Pagán,660757,Oscar Gonzalez,R,Christian Vázquez,543877,1,4,7,True,2023-08-29,Stolen,2B,2023,2024,29.8,2024, 79.5, 0.60
10,10,2B,,Caught Stealing 3B,665750,Leody Taveras,657746,Joe Ryan,608369,Corey Seager,R,Christian Vázquez,543877,1,1,5,True,2023-08-26,Caught,3B,2023,2024,29.8,2024, 79.5, 0.60
