,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Arm_Strength_x,Exchange_x,Current_Year_y.1,Arm_Strength_y,Exchange_y,Current_Year,Arm_Strength,Exchange
90,90,90,90,90,1B,2B,Stolen Base 2B,678662,Ezequiel Tovar,686218,Emmet Sheehan,641857,Ryan McMahon,R,Austin Barnes,605131,1,2,3,False,2023-06-29,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
91,91,91,91,91,1B,2B,Stolen Base 2B,682641,Luis Matos,676272,Bobby Miller,672275,Patrick Bailey,R,Austin Barnes,605131,0,0,5,True,2023-06-17,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
92,92,92,92,92,1B,,Caught Stealing 2B,462101,Elvis Andrus,660813,Brusdar Graterol,641313,Tim Anderson,R,Austin Barnes,605131,4,5,8,True,2023-06-14,Caught,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
93,93,93,93,93,1B,2B,Stolen Base 2B,663853,Romy Gonzalez,605463,Tayler Scott,669394,Jake Burger,R,Austin Barnes,605131,4,6,9,True,2023-06-14,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
94,94,94,94,94,1B,2B,Stolen Base 2B,682829,Elly De La Cruz,477132,Clayton Kershaw,663886,Tyler Stephenson,L,Austin Barnes,605131,0,0,2,False,2023-06-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
95,95,95,95,95,1B,2B,Stolen Base 2B,670042,Luke Raley,641360,Phil Bickford,642336,Francisco Mejía,R,Austin Barnes,605131,7,7,3,False,2023-05-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
96,96,96,96,96,1B,2B,Stolen Base 2B,666139,Josh Lowe,641360,Phil Bickford,642350,Jose Siri,R,Austin Barnes,605131,9,7,4,False,2023-05-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
97,97,97,97,97,2B,3B,Stolen Base 3B,666139,Josh Lowe,641360,Phil Bickford,670042,Luke Raley,R,Austin Barnes,605131,10,7,4,False,2023-05-28,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
98,98,98,98,98,2B,3B,Stolen Base 3B,642350,Jose Siri,641360,Phil Bickford,642336,Francisco Mejía,R,Austin Barnes,605131,10,7,4,False,2023-05-28,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
99,99,99,99,99,1B,2B,Stolen Base 2B,664040,Brandon Lowe,571946,Shelby Miller,623912,Harold Ramírez,R,Austin Barnes,605131,10,8,5,False,2023-05-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
100,100,100,100,100,1B,2B,Stolen Base 2B,575929,Willson Contreras,592789,Noah Syndergaard,680977,Brendan Donovan,R,Austin Barnes,605131,1,0,1,False,2023-05-20,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
101,101,101,101,101,1B,2B,Stolen Base 2B,657557,Paul DeJong,592789,Noah Syndergaard,676475,Alec Burleson,R,Austin Barnes,605131,2,0,2,False,2023-05-20,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
102,102,102,102,102,1B,,Caught Stealing 2B,571448,Nolan Arenado,592789,Noah Syndergaard,575929,Willson Contreras,R,Austin Barnes,605131,3,0,3,False,2023-05-20,Caught,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
103,103,103,103,103,1B,2B,Stolen Base 2B,650489,Willi Castro,477132,Clayton Kershaw,456781,Donovan Solano,L,Austin Barnes,605131,0,1,2,True,2023-05-16,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
104,104,104,104,104,1B,2B,Stolen Base 2B,621439,Byron Buxton,477132,Clayton Kershaw,666135,Alex Kirilloff,L,Austin Barnes,605131,0,1,3,True,2023-05-16,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
105,105,105,105,105,1B,2B,Stolen Base 2B,621439,Byron Buxton,571946,Shelby Miller,571657,Kyle Farmer,R,Austin Barnes,605131,0,2,5,True,2023-05-16,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
106,106,106,106,106,1B,2B,Stolen Base 2B,650489,Willi Castro,677865,Justin Bruihl,663616,Trevor Larnach,L,Austin Barnes,605131,1,3,8,True,2023-05-16,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
107,107,107,107,107,2B,3B,Stolen Base 3B,665487,Fernando Tatis Jr.,664062,Tony Gonsolin,593428,Xander Bogaerts,R,Austin Barnes,605131,0,0,1,True,2023-05-14,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
108,108,108,108,108,1B,2B,Stolen Base 2B,665487,Fernando Tatis Jr.,660813,Brusdar Graterol,592518,Manny Machado,R,Austin Barnes,605131,4,0,8,True,2023-05-14,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
109,109,109,109,109,1B,2B,Stolen Base 2B,621438,Tyrone Taylor,664062,Tony Gonsolin,592885,Christian Yelich,R,Austin Barnes,605131,0,0,3,False,2023-05-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
110,110,110,110,110,1B,2B,Stolen Base 2B,592885,Christian Yelich,593833,Wander Suero,608385,Jesse Winker,R,Austin Barnes,605131,6,1,7,False,2023-05-08,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
111,111,111,111,111,1B,2B,Stolen Base 2B,669357,Nolan Gorman,669160,Dustin May,575929,Willson Contreras,R,Austin Barnes,605131,0,2,1,True,2023-04-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
112,112,112,112,112,1B,2B,Stolen Base 2B,663457,Lars Nootbaar,669160,Dustin May,502671,Paul Goldschmidt,R,Austin Barnes,605131,2,2,3,True,2023-04-28,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
113,113,113,113,113,2B,3B,Stolen Base 3B,502671,Paul Goldschmidt,669160,Dustin May,571448,Nolan Arenado,R,Austin Barnes,605131,4,2,5,True,2023-04-28,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
114,114,114,114,114,2B,3B,Stolen Base 3B,668804,Bryan Reynolds,628711,Julio Urías,666801,Rodolfo Castro,L,Austin Barnes,605131,2,2,1,False,2023-04-27,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
115,115,115,115,115,1B,2B,Stolen Base 2B,457705,Andrew McCutchen,628711,Julio Urías,666801,Rodolfo Castro,L,Austin Barnes,605131,2,2,1,False,2023-04-27,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
116,116,116,116,116,1B,2B,Stolen Base 2B,669261,Jack Suwinski,628711,Julio Urías,664029,Mark Mathias,L,Austin Barnes,605131,3,2,1,False,2023-04-27,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
117,117,117,117,117,1B,2B,Stolen Base 2B,672779,Tucupita Marcano,592789,Noah Syndergaard,457705,Andrew McCutchen,R,Austin Barnes,605131,0,2,1,False,2023-04-25,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
118,118,118,118,118,1B,2B,Stolen Base 2B,678225,Ji Hwan Bae,592789,Noah Syndergaard,595978,Austin Hedges,R,Austin Barnes,605131,1,2,2,False,2023-04-25,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
119,119,119,119,119,1B,2B,Stolen Base 2B,678225,Ji Hwan Bae,592789,Noah Syndergaard,595978,Austin Hedges,R,Austin Barnes,605131,4,2,4,False,2023-04-25,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
120,120,120,120,120,2B,3B,Stolen Base 3B,664023,Ian Happ,681911,Alex Vesia,621550,Patrick Wisdom,L,Austin Barnes,605131,2,4,6,False,2023-04-22,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
121,121,121,121,121,1B,2B,Stolen Base 2B,641355,Cody Bellinger,681911,Alex Vesia,621550,Patrick Wisdom,L,Austin Barnes,605131,2,4,6,False,2023-04-22,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
122,122,122,122,122,1B,2B,Stolen Base 2B,621020,Dansby Swanson,628711,Julio Urías,673548,Seiya Suzuki,L,Austin Barnes,605131,1,0,4,True,2023-04-16,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
123,123,123,123,123,1B,2B,Stolen Base 2B,641355,Cody Bellinger,628711,Julio Urías,543228,Yan Gomes,L,Austin Barnes,605131,1,0,5,True,2023-04-16,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
124,124,124,124,124,1B,2B,Stolen Base 2B,663538,Nico Hoerner,675627,Michael Grove,621020,Dansby Swanson,R,Austin Barnes,605131,0,0,3,True,2023-04-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
125,125,125,125,125,1B,,Caught Stealing 2B,673548,Seiya Suzuki,681911,Alex Vesia,641355,Cody Bellinger,L,Austin Barnes,605131,0,1,7,True,2023-04-15,Caught,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
126,126,126,126,126,2B,3B,Stolen Base 3B,641355,Cody Bellinger,622075,Yency Almonte,621458,Edwin Ríos,R,Austin Barnes,605131,0,1,7,True,2023-04-15,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
127,127,127,127,127,1B,2B,Stolen Base 2B,663611,Nick Madrigal,571946,Shelby Miller,621550,Patrick Wisdom,R,Austin Barnes,605131,0,1,9,True,2023-04-15,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
128,128,128,128,128,1B,2B,Stolen Base 2B,543228,Yan Gomes,592789,Noah Syndergaard,663538,Nico Hoerner,R,Austin Barnes,605131,0,0,3,True,2023-04-14,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
129,129,129,129,129,2B,3B,Stolen Base 3B,663538,Nico Hoerner,592789,Noah Syndergaard,673548,Seiya Suzuki,R,Austin Barnes,605131,1,3,5,True,2023-04-14,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
130,130,130,130,130,1B,2B,Stolen Base 2B,664023,Ian Happ,592789,Noah Syndergaard,673548,Seiya Suzuki,R,Austin Barnes,605131,1,3,5,True,2023-04-14,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
131,131,131,131,131,1B,2B,Stolen Base 2B,663538,Nico Hoerner,656578,Andre Jackson,621020,Dansby Swanson,R,Austin Barnes,605131,2,7,9,True,2023-04-14,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
132,132,132,132,132,1B,2B,Stolen Base 2B,668942,Josh Rojas,675627,Michael Grove,672695,Geraldo Perdomo,R,Austin Barnes,605131,0,1,1,False,2023-04-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
133,133,133,133,133,1B,2B,Stolen Base 2B,677950,Alek Thomas,675627,Michael Grove,605113,Nick Ahmed,R,Austin Barnes,605131,6,3,3,False,2023-04-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
134,134,134,134,134,1B,2B,Stolen Base 2B,605113,Nick Ahmed,675627,Michael Grove,645444,Jose Herrera,R,Austin Barnes,605131,6,3,3,False,2023-04-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
135,135,135,135,135,2B,3B,Stolen Base 3B,605113,Nick Ahmed,657571,Caleb Ferguson,672695,Geraldo Perdomo,L,Austin Barnes,605131,10,3,5,False,2023-04-09,Stolen,3B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
136,136,136,136,136,1B,2B,Stolen Base 2B,645444,Jose Herrera,657571,Caleb Ferguson,672695,Geraldo Perdomo,L,Austin Barnes,605131,10,3,5,False,2023-04-09,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
137,137,137,137,137,1B,2B,Stolen Base 2B,605113,Nick Ahmed,622075,Yency Almonte,672515,Gabriel Moreno,R,Austin Barnes,605131,6,3,8,False,2023-04-07,Stolen,2B,2023,2024,29.8,2024,29.8,2024,75.9,0.58,2024,75.9,0.58,2024, 75.9, 0.58
138,138,138,138,138,2B,3B,Stolen Base 3B,621550,Patrick Wisdom,477132,Clayton Kershaw,663538,Nico Hoerner,L,Austin Barnes,605131,1,2,7,True,2022-07-09,Stolen,3B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
139,139,139,139,139,1B,2B,Stolen Base 2B,641857,Ryan McMahon,669952,Mitch White,545341,Randal Grichuk,R,Austin Barnes,605131,0,0,2,True,2022-07-06,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
140,140,140,140,140,1B,,Caught Stealing 2B,595777,Jurickson Profar,477132,Clayton Kershaw,630105,Jake Cronenworth,L,Austin Barnes,605131,1,0,6,True,2022-07-03,Caught,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
141,141,141,141,141,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,669952,Mitch White,621020,Dansby Swanson,R,Austin Barnes,605131,2,0,5,False,2022-06-25,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
142,142,142,142,142,1B,,Caught Stealing 2B,621020,Dansby Swanson,681911,Alex Vesia,663586,Austin Riley,L,Austin Barnes,605131,3,0,5,False,2022-06-25,Caught,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
143,143,143,143,143,1B,2B,Stolen Base 2B,669222,Nick Senzel,477132,Clayton Kershaw,663697,Jonathan India,L,Austin Barnes,605131,0,3,3,False,2022-06-23,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
144,144,144,144,144,1B,2B,Stolen Base 2B,668804,Bryan Reynolds,669952,Mitch White,656308,Michael Chavis,R,Austin Barnes,605131,0,1,3,True,2022-06-01,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
145,145,145,145,145,1B,2B,Stolen Base 2B,672779,Tucupita Marcano,675627,Michael Grove,623168,Tyler Heineman,R,Austin Barnes,605131,2,5,9,True,2022-06-01,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
146,146,146,146,146,1B,2B,Stolen Base 2B,656308,Michael Chavis,675627,Michael Grove,666801,Rodolfo Castro,R,Austin Barnes,605131,2,8,9,True,2022-06-01,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
147,147,147,147,147,2B,3B,Stolen Base 3B,592206,Nick Castellanos,660813,Brusdar Graterol,592663,J.T. Realmuto,R,Austin Barnes,605131,9,12,10,True,2022-05-13,Stolen,3B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
148,148,148,148,148,1B,2B,Stolen Base 2B,663647,Ke'Bryan Hayes,641360,Phil Bickford,668804,Bryan Reynolds,R,Austin Barnes,605131,2,0,7,False,2022-05-09,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
149,149,149,149,149,1B,2B,Stolen Base 2B,645277,Ozzie Albies,621111,Walker Buehler,621566,Matt Olson,R,Austin Barnes,605131,0,2,5,True,2022-04-19,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
150,150,150,150,150,1B,2B,Stolen Base 2B,663586,Austin Riley,621111,Walker Buehler,542303,Marcell Ozuna,R,Austin Barnes,605131,0,3,5,True,2022-04-19,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
151,151,151,151,151,1B,,Caught Stealing 2B,592273,Brandon Drury,628711,Julio Urías,641584,Jake Fraley,L,Austin Barnes,605131,0,0,3,True,2022-04-16,Caught,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
152,152,152,152,152,1B,,Caught Stealing 2B,642180,Tyler Wade,676272,Bobby Miller,664058,David Fletcher,R,Austin Barnes,605131,2,0,3,True,2022-04-05,Caught,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
153,153,153,153,153,1B,2B,Stolen Base 2B,669016,Brandon Marsh,660813,Brusdar Graterol,670351,Jose Rojas,R,Austin Barnes,605131,3,0,6,True,2022-04-05,Stolen,2B,2022,2023,29.4,2023,29.4,2023,75.4,0.61,2023,75.4,0.61,2023, 75.4, 0.61
