,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint,Current_Year_y,Arm_Strength,Exchange
0,0,1B,2B,Stolen Base 2B,682928,CJ Abrams,675911,Spencer Strider,660688,Keibert Ruiz,R,Sean Murphy,669221,0,1,1,True,2023-09-30,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
1,1,1B,2B,Stolen Base 2B,696285,Jacob Young,675911,Spencer Strider,682928,CJ Abrams,R,Sean Murphy,669221,0,3,2,True,2023-09-30,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
2,2,1B,2B,Stolen Base 2B,696285,Jacob Young,675911,Spencer Strider,657041,Lane Thomas,R,Sean Murphy,669221,1,3,4,True,2023-09-30,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
3,3,1B,2B,Stolen Base 2B,621020,Dansby Swanson,489446,Kirby Yates,600869,Jeimer Candelario,R,Sean Murphy,669221,3,3,9,True,2023-09-27,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
4,4,1B,2B,Stolen Base 2B,621020,Dansby Swanson,693821,Bryce Elder,543228,Yan Gomes,R,Sean Murphy,669221,0,1,2,True,2023-09-26,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
5,5,1B,2B,Stolen Base 2B,663538,Nico Hoerner,693821,Bryce Elder,641355,Cody Bellinger,R,Sean Murphy,669221,0,2,3,True,2023-09-26,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
6,6,3B,,Caught Stealing Home,691718,Pete Crow-Armstrong,623451,Jackson Stephens,673548,Seiya Suzuki,R,Sean Murphy,669221,0,5,4,True,2023-09-26,Caught,Home,2023,2024,29.8,2024, 84.8, 0.69
7,7,1B,2B,Stolen Base 2B,670156,Miles Mastrobuoni,543272,Brad Hand,621550,Patrick Wisdom,L,Sean Murphy,669221,5,6,8,True,2023-09-26,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
8,8,1B,,Caught Stealing 2B,642086,Dominic Smith,642216,Allan Winans,608841,Joey Meneses,R,Sean Murphy,669221,2,1,5,False,2023-09-24,Caught,2B,2023,2024,29.8,2024, 84.8, 0.69
9,9,1B,2B,Stolen Base 2B,682928,CJ Abrams,450203,Charlie Morton,657041,Lane Thomas,R,Sean Murphy,669221,0,3,1,False,2023-09-22,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
10,10,1B,2B,Stolen Base 2B,696285,Jacob Young,670241,Darius Vines,682928,CJ Abrams,R,Sean Murphy,669221,3,4,4,False,2023-09-22,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
11,11,1B,2B,Stolen Base 2B,669016,Brandon Marsh,445926,Jesse Chavez,595909,Jake Cave,R,Sean Murphy,669221,2,4,6,True,2023-09-20,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
12,12,2B,3B,Stolen Base 3B,679032,Johan Rojas,621345,A.J. Minter,664761,Alec Bohm,L,Sean Murphy,669221,4,4,10,True,2023-09-20,Stolen,3B,2023,2024,29.8,2024, 84.8, 0.69
13,13,1B,2B,Stolen Base 2B,547180,Bryce Harper,621345,A.J. Minter,664761,Alec Bohm,L,Sean Murphy,669221,4,4,10,True,2023-09-20,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
14,14,2B,3B,Stolen Base 3B,650333,Luis Arraez,623451,Jackson Stephens,493329,Yuli Gurriel,R,Sean Murphy,669221,5,3,4,False,2023-09-16,Stolen,3B,2023,2024,29.8,2024, 84.8, 0.69
15,15,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,623451,Jackson Stephens,542932,Jon Berti,R,Sean Murphy,669221,5,4,5,False,2023-09-16,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
16,16,1B,2B,Stolen Base 2B,665862,Jazz Chisholm Jr.,621345,A.J. Minter,542932,Jon Berti,L,Sean Murphy,669221,5,5,7,False,2023-09-16,Stolen,2B,2023,2024,29.8,2024, 84.8, 0.69
17,17,2B,3B,Stolen Base 3B,665862,Jazz Chisholm Jr.,621345,A.J. Minter,542932,Jon Berti,L,Sean Murphy,669221,5,5,7,False,2023-09-16,Stolen,3B,2023,2024,29.8,2024, 84.8, 0.69
